Samples	CBSX__CD226__B	CBSX__CD226__CD4	CBSX__CD226__CD8CD226negNoAct	CBSX__CD226__CD8CD226negPostAct	CBSX__CD226__CD8CD226plusNoAct	CBSX__CD226__CD8CD226plusPostAct	CBSX__CD226__M1	CBSX__CD226__M2	CBSX__CD226__Mono	CBSX__CD226__Neu	CBSX__CD226__NK
IMMU-BC2-0118-FIXT-01	0.25591413348620257	0.11156634195763332	0.00121286450025571	0	0.00298695392417999	0.02141949051470441	0.36068578038028615	0	0.24621443523673792	0	0
IMMU-BC2-0118-FIXT-02	0.18481803389794485	0.05952228938508525	0.01350001610689049	0	0	0.00464092379996469	0.4315093152965219	0.15113843602950083	0.1400768843539925	0.01479410113009942	0
IMMU-BC2-0132-FIXT-01	0.3184746922282622	0.2631791463280603	0.05535939738744612	0	0	0.04675447169470828	0.19770582183516688	0	0.1147075237732363	0.00381894675311988	0
IMMU-BC2-0140-FIXT-01	0.20218799715388783	0	0	0.00197628219322708	0.01353508625391218	0	0.3359987482934989	0.2992558529544764	0.14704603315099762	0	0
IMMU-BC2-0140-FIXT-03	0.14989954817114404	0.09488322441641855	0.00891270002723743	0	0	0.03005797740741451	0.2529457243375562	0.2872442965558227	0.17605652908440658	0	0
IMMU-BC2-0145-FIXT-01	0.12456364059809152	0.0344816482864853	0.0054844747308499	0	0	0.00704555777053221	0.2948274714430214	0.35691833862619293	0.1766788685448267	0	0
IMMU-BC2-0151-FIXT-01	0.23894160651199095	0.13597682578219694	0.00858647307954754	0	0	0.01085624983709304	0.4156282787223484	0	0.1816942086102513	0.00831635745657175	0
IMMU-BC2-0159-FIXT-02	0.30702524003582793	0.10638655174945048	0.01801177520750824	0	0	0.02054088103555538	0.3381899519502724	0	0.20984560002138553	0	0
IMMU-BC2-0163-FIXT-01	0.23652496972908543	0.3118694468364662	0.02897128125551366	0	0	0.06488971841794758	0.21368454912635235	0.02461993272929653	0.11944010190533834	0	0
IMMU-BC2-0166-FIXT-01	0.20660097198781852	0.08313317699524943	0.01545158551856275	0	0	0.01863347944985429	0.2946697242312435	0.16441536280012098	0.21709569901715065	0	0
IMMU-BC2-0167-FIXT-01	0.20689956354660224	0.235816684968379	0.04921441035884429	0	0	0.03418685342947456	0.29839956418860436	0.00330709257977834	0.1684337165725384	0.00374211435577865	0
IMMU-BC2-0172-FIXT-01	0.19823052008719852	0.05888761678045475	0.01234768642351619	0	0	0.00893209478897601	0.33638717182484823	0.18148413977280295	0.1947428694380972	0.00898790088410604	0
IMMU-BC2-0197-FIXT-02	0.23930040392733887	0.07896677260291532	0.01493928178170136	0	0	0.00274055980539103	0.39407197092965374	0.08322468744702884	0.18675632350597068	0	0
IMMU-BC2-0202-FIXT-01	0.1677394974251511	0.1105555556218608	0.00301775013520714	0	0	0.01719564589700472	0.3412664027723574	0.1358237653493236	0.21863767900751377	0.00576370379158141	0
IMMU-BC2-0210-FIXT-01	0.11251914377898804	0	0.00848508603885297	0	0	0.00845620249266306	0.37826877274332216	0.3202163314666608	0.17205446347951306	0	0
IMMU-BC2-0211-FIXT-01	0.19623878417660304	0.09736303579159988	0.01707810827272986	0	0	0.02045543008093271	0.22591677968218984	0.258423924074414	0.1845239379215307	0	0
IMMU-BC2-0215-FIXT-01	0.22656724866487585	0.1856140995399004	0.02036534928438211	0	0	0.01767375618011313	0.33100632983554096	0.04384729247161771	0.15462799964284407	0.02029792438072594	0
IMMU-BC2-0217-FIXT-02	0.29024494485074714	0.13410659715434875	0.02724297267502815	0.00650814471114506	0	0.00259793522419089	0.39803576865270646	0	0.12380853739744206	0.01633250958246169	0.00112258975192972
IMMU-BC2-0218-FIXT-01	0.24883282326107228	0.19751833275746009	0.068256807410127407	0	0	0.04901533018340613	0.26195937430612487	0	0.17441733208180937	0	0
IMMU-BC2-0218-FIXT-02	0.08826098907442671	0.03187174335908775	0.0079065612606355	0	0	0.00652671140969923	0.5246182590401282	0.0821738446888301	0.2586418911671925	0	0
IMMU-BC2-0223-FIXT-01	0.23367894227849945	0.2591356515168613	0.05259299469171992	0	0	0.04339508819308707	0.2166286415447307	0.00925881097812884	0.1728018724445552	0	0.01250799835241757
IMMU-BC2-0223-FIXT-02	0.2858393957694343	0.1434802152746832	0.02431158906432939	0	0	0.04102897220837716	0.3210323893392945	0	0.18430743834388136	0	0
IMMU-BC2-0225-FIXT-01	0.18023695209140775	0.16540349346220873	0.02375150521123383	0	0	0.01479829797118374	0.25923939038034655	0.18415028381016496	0.16715748051959065	0.00216036648226447	0.00310223007159938
IMMU-BC2-0228-FIXT-01	0.20925966058382584	0.14968316492213807	0.01364611885558521	0	0	0.00749882144079651	0.2932833070457149	0.12130763111881011	0.20155646560312077	0.00376483043000838	0
IMMU-BC2-0229-FIXT-01	0.2382221550342288	0.08838070196473555	0.00228377841852518	0	0.00371392837126686	0.01698414225373546	0.39053044949121835	0.01756472588179388	0.242320118584496	0	0
IMMU-BC2-0232-FIXT-01	0.1849266448802688	0.11468059216056392	0.00791445162509707	0	0	0.00175480279270507	0.2912079142862792	0.25292380349517135	0.13975131491592593	0	0.0068404758439887204
IMMU-BC2-0245-FIXT-01	0.1896191261802161	0.18277918052233896	0.03002289411495847	0	0	0.0184225250156829	0.3042927774138815	0.06809032037515932	0.19041286278055156	0.01636031359721134	0
IMMU-BC2-0252-FIXT-01	0.2860110538447542	0.2260851797426101	0.01993036442951764	0	0	0.00789517323208796	0.2725139815242297	0.00209275233311265	0.17590241626775577	0	0.00956907862593184
IMMU-BC2-0254-FIXT-01	0.25960565069815694	0.20366643502436788	0.0298107179031981	0	0	0.01453882660768365	0.2637945771322819	0.00574976676108304	0.21864715868849272	0	0.00418686718473586
