Mixture	B	CD4	CD8CD226negNoAct	CD8CD226negPostAct	CD8CD226plusNoAct	CD8CD226plusPostAct	M1	M2	Mono	Neu	NK	P-value	Correlation	RMSE
IMMU-BC2-0118-FIXT-01	0.25591413348620257	0.11156634195763331	0.00121286450025571	0.00000000000000000	0.00298695392417999	0.02141949051470441	0.36068578038028615	0.00000000000000000	0.24621443523673794	0.00000000000000000	0.00000000000000000	0.00000000000000000	-0.01276622228634862	1.01297293391760923
IMMU-BC2-0118-FIXT-02	0.18481803389794485	0.05952228938508525	0.01350001610689049	0.00000000000000000	0.00000000000000000	0.00464092379996469	0.43150931529652192	0.15113843602950083	0.14007688435399249	0.01479410113009942	0.00000000000000000	0.00000000000000000	0.04796497444533646	1.01060607849308681
IMMU-BC2-0132-FIXT-01	0.31847469222826219	0.26317914632806028	0.05535939738744612	0.00000000000000000	0.00000000000000000	0.04675447169470828	0.19770582183516688	0.00000000000000000	0.11470752377323630	0.00381894675311988	0.00000000000000000	0.00000000000000000	0.09876751075928296	1.00303761075341602
IMMU-BC2-0140-FIXT-01	0.20218799715388783	0.00000000000000000	0.00000000000000000	0.00197628219322708	0.01353508625391218	0.00000000000000000	0.33599874829349891	0.29925585295447638	0.14704603315099762	0.00000000000000000	0.00000000000000000	0.00000000000000000	-0.00779822469147480	1.01278621523293522
IMMU-BC2-0140-FIXT-03	0.14989954817114404	0.09488322441641855	0.00891270002723743	0.00000000000000000	0.00000000000000000	0.03005797740741451	0.25294572433755619	0.28724429655582268	0.17605652908440658	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.04489514772857970	1.01003108588982937
IMMU-BC2-0145-FIXT-01	0.12456364059809152	0.03448164828648530	0.00548447473084990	0.00000000000000000	0.00000000000000000	0.00704555777053221	0.29482747144302140	0.35691833862619293	0.17667886854482670	0.00000000000000000	0.00000000000000000	0.00000000000000000	-0.00144147689308057	1.01275252319764375
IMMU-BC2-0151-FIXT-01	0.23894160651199095	0.13597682578219694	0.00858647307954754	0.00000000000000000	0.00000000000000000	0.01085624983709304	0.41562827872234842	0.00000000000000000	0.18169420861025129	0.00831635745657175	0.00000000000000000	0.00000000000000000	-0.00304746120858015	1.01270926277188367
IMMU-BC2-0159-FIXT-02	0.30702524003582793	0.10638655174945048	0.01801177520750824	0.00000000000000000	0.00000000000000000	0.02054088103555538	0.33818995195027240	0.00000000000000000	0.20984560002138553	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.01445731692956074	1.01155286284991641
IMMU-BC2-0163-FIXT-01	0.23652496972908546	0.31186944683646622	0.02897128125551366	0.00000000000000000	0.00000000000000000	0.06488971841794758	0.21368454912635235	0.02461993272929653	0.11944010190533834	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.12303939878859411	1.00030867949705704
IMMU-BC2-0166-FIXT-01	0.20660097198781852	0.08313317699524943	0.01545158551856275	0.00000000000000000	0.00000000000000000	0.01863347944985429	0.29466972423124349	0.16441536280012098	0.21709569901715065	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.01549958214974898	1.01146220136699316
IMMU-BC2-0167-FIXT-01	0.20689956354660224	0.23581668496837901	0.04921441035884429	0.00000000000000000	0.00000000000000000	0.03418685342947456	0.29839956418860436	0.00330709257977834	0.16843371657253839	0.00374211435577865	0.00000000000000000	0.00000000000000000	0.20781518461380516	0.98821381893142235
IMMU-BC2-0172-FIXT-01	0.19823052008719852	0.05888761678045475	0.01234768642351619	0.00000000000000000	0.00000000000000000	0.00893209478897601	0.33638717182484823	0.18148413977280298	0.19474286943809721	0.00898790088410604	0.00000000000000000	0.00000000000000000	0.00788918230766723	1.01212049015754713
IMMU-BC2-0197-FIXT-02	0.23930040392733887	0.07896677260291532	0.01493928178170136	0.00000000000000000	0.00000000000000000	0.00274055980539103	0.39407197092965379	0.08322468744702884	0.18675632350597068	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.01940298616051070	1.01174249987187670
IMMU-BC2-0202-FIXT-01	0.16773949742515110	0.11055555562186080	0.00301775013520714	0.00000000000000000	0.00000000000000000	0.01719564589700472	0.34126640277235742	0.13582376534932361	0.21863767900751374	0.00576370379158141	0.00000000000000000	0.00000000000000000	0.01057977524036202	1.01236959296541107
IMMU-BC2-0210-FIXT-01	0.11251914377898803	0.00000000000000000	0.00848508603885297	0.00000000000000000	0.00000000000000000	0.00845620249266306	0.37826877274332216	0.32021633146666079	0.17205446347951306	0.00000000000000000	0.00000000000000000	0.00000000000000000	-0.00317725395565315	1.01262161674149498
IMMU-BC2-0211-FIXT-01	0.19623878417660306	0.09736303579159987	0.01707810827272986	0.00000000000000000	0.00000000000000000	0.02045543008093271	0.22591677968218982	0.25842392407441400	0.18452393792153074	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00973930254294016	1.01167022506441118
IMMU-BC2-0215-FIXT-01	0.22656724866487582	0.18561409953990041	0.02036534928438211	0.00000000000000000	0.00000000000000000	0.01767375618011313	0.33100632983554096	0.04384729247161771	0.15462799964284407	0.02029792438072594	0.00000000000000000	0.00000000000000000	0.06837302707737644	1.00814444813697768
IMMU-BC2-0217-FIXT-02	0.29024494485074714	0.13410659715434875	0.02724297267502815	0.00650814471114506	0.00000000000000000	0.00259793522419089	0.39803576865270646	0.00000000000000000	0.12380853739744206	0.01633250958246169	0.00112258975192972	0.00000000000000000	0.04965900379627188	1.00921564259553298
IMMU-BC2-0218-FIXT-01	0.24883282326107228	0.19751833275746009	0.06825680741012741	0.00000000000000000	0.00000000000000000	0.04901533018340613	0.26195937430612487	0.00000000000000000	0.17441733208180935	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.13529690813009609	0.99723368861577466
