Mixture	Malignant	Endothelial cells	CAF	T cells CD8	NK cells	Macrophages	T cells CD4	B cells	P-value	Correlation	RMSE
LUNG-NSCLC2-0553	0.00000000000000000	0.00906122825286105	0.75653787435675779	0.00000000000000000	0.00000000000000000	0.02800603188346410	0.00000000000000000	0.20639486550691702	0.00000000000000000	0.26261456425521318	1.01066638666347042
LUNG-NSCLC2-0560	0.00000000000000000	0.03787318206650313	0.74396628932210740	0.00000000000000000	0.00000000000000000	0.09203641781047511	0.05712270364585090	0.06900140715506339	0.00000000000000000	0.33002352386011896	0.97067722154512348
LUNG-NSCLC2-0561	0.00000000000000000	0.00000000000000000	0.93982857750146620	0.00105361400746527	0.00000000000000000	0.03136551946544943	0.00000000000000000	0.02775228902561915	0.00000000000000000	0.32500561618935919	0.99086880048986981
LUNG-NSCLC2-0563	0.00000000000000000	0.00318126094454038	0.50151331665181609	0.07972817164078221	0.00000000000000000	0.06904501986252752	0.11113752010526506	0.23539471079506849	0.00000000000000000	0.35982631180826968	0.94726315185724241
LUNG-NSCLC2-0565	0.00000000000000000	0.00791835930628418	0.54216569939042414	0.06763296286060355	0.00000000000000000	0.05154117645326081	0.06033525620090217	0.27040654578852513	0.00000000000000000	0.10518328992212680	1.08411502776619817
LUNG-NSCLC2-0566	0.00000000000000000	0.00000000000000000	0.29998075782880679	0.11979476136831380	0.00000000000000000	0.12706372027613741	0.05645170771858240	0.39670905280815971	0.00000000000000000	0.43208806309148634	0.94505588903867443
LUNG-NSCLC2-0567	0.00000000000000000	0.01157130034564615	0.82559835141883187	0.00000000000000000	0.00000000000000000	0.08140903739024059	0.04421914789007290	0.03720216295520867	0.00000000000000000	0.41617634907595030	0.92388281861074240
LUNG-NSCLC2-0568	0.00000000000000000	0.00452184591180954	0.65902752154355249	0.01549968449951508	0.00000000000000000	0.28997790002780410	0.00070962110551579	0.03026342691180307	0.00000000000000000	0.42392220735396913	0.96947120048957813
LUNG-NSCLC2-0569	0.00000000000000000	0.00000000000000000	0.43377787248490740	0.00000000000000000	0.00000000000000000	0.24891516799830279	0.04261137165656658	0.27469558786022308	0.00000000000000000	0.33395173374111231	1.06403350446822320
LUNG-NSCLC2-0571	0.00000000000000000	0.00563511021203655	0.77055298513741888	0.00000000000000000	0.00000000000000000	0.16712529763580480	0.05668660701473981	0.00000000000000000	0.00000000000000000	0.36957661736223996	0.96199546017339210
