Samples	CBSX__NSCLC-scRNAseq__T_cells_CD8	CBSX__NSCLC-scRNAseq__Monocytes	CBSX__NSCLC-scRNAseq__T_cells_CD4	CBSX__NSCLC-scRNAseq__NKT_cells	CBSX__NSCLC-scRNAseq__B_cells	CBSX__NSCLC-scRNAseq__NK_cells
IMMU-BC3-0099	0.193382957610734	0.05771305768649333	0.24798457282725367	0	0.500919411875519	0
IMMU-BC3-0101	0.1528455366787691	0.3183396182044352	0.2108329648523432	0	0.3179818802644526	0
IMMU-BC3-0109	0.2513150025582068	0	0.10077430570866916	0	0.5211048137304316	0.12680587800269252
IMMU-BC3-0111	0	0.36754758438210705	0.0091519259918955	0	0.6233004896259975	0
IMMU-BC3-0113	0.3722063399831955	0	0.10474917490269194	0	0.3949128780802344	0.12813160703387813
IMMU-BC3-0119	0.23741558796125553	0	0.20525139499813017	0	0.5573330170406143	0
IMMU-BC3-0124	0.29748737126267144	0	0.08962066862705909	0	0.6128919601102695	0
IMMU-BC3-0126	0.3082337697780446	0	0.1936511294778986	0	0.357691282990319	0.14042381775373777
IMMU-BC3-0138	0.2776377099157749	0.4878692472023664	0.11277463539784977	0	0.12171840748400892	0
IMMU-BC3-0139	0	0	0.39326610539250023	0	0.49303560520136686	0.11369828940613289
IMMU-BC3-0147	0.49660346847043	0	0	0	0.50339653152957	0
IMMU-BC3-0152	0.4432289686316662	0	0	0	0.5567710313683338	0
IMMU-BC3-0154	0.30983294711438586	0	0	0	0.579787446171568	0.11037960671404608
IMMU-BC3-0154	0.2651281706936302	0	0.10863517823212152	0	0.6032921546036202	0.0229444964706281
IMMU-BC3-0155	0.3848738555266142	0.05131107976074409	0.04326026105415144	0	0.5205548036584903	0
IMMU-BC3-0165	0.27135796088474246	0.1022876819034484	0	0	0.6263543572118091	0
IMMU-BC3-0168	0.24485767074371584	0	0.3161755738143317	0	0.29283962352000475	0.1461271319219476
IMMU-BC3-0171	0.15239687007585784	0	0.2879861347713078	0	0.4456577689246079	0.1139592262282265
IMMU-BC3-0177	0.38109808876533774	0	0.3117566284362734	0	0.30714528279838893	0
IMMU-BC3-0181	0.1556735322499812	0.06357065040284987	0.10738064071135184	0	0.6396633954690314	0.03371178116678576
IMMU-BC3-0187	0.25787276113372865	0	0.2611422957155205	0	0.47858616292497647	0.00239878022577435
IMMU-BC3-0188	0.3175969800756044	0.00608744207556333	0.14756413654323397	0	0.5104035786674996	0.01834786263809863
IMMU-BC3-0189	0.3328692795052941	0	0.31955070565328364	0	0.3475800148414221	0
IMMU-BC3-0190	0.5464698017808243	0	0	0	0.4535301982191758	0
IMMU-BC3-0198	0.25613553301483943	0	0.14108264988516073	0	0.4771695961482067	0.125612220951793
