Samples	CBSX__NSCLC-scRNAseq__T_cells_CD8	CBSX__NSCLC-scRNAseq__Monocytes	CBSX__NSCLC-scRNAseq__T_cells_CD4	CBSX__NSCLC-scRNAseq__NKT_cells	CBSX__NSCLC-scRNAseq__B_cells	CBSX__NSCLC-scRNAseq__NK_cells
IMMU-BC3-0199	0.4113533036156693	0.06866674933142129	0	0	0.5199799470529093	0
IMMU-BC3-0200	0.24330946993457953	0	0.22341120111132	0	0.39707797042138465	0.1362013585327157
IMMU-BC3-0204	0.05010659012428156	0	0.23611652784350465	0	0.7057590169928908	0.00801786503932301
IMMU-BC3-0212	0.7590422376583533	0	0.1732670663505178	0	0.06769069599112877	0
IMMU-BC3-0220	0.23285865360936736	0	0	0	0.6405218342272432	0.12661951216338932
IMMU-BC3-0221	0.29774086718552384	0	0	0	0.5963222739933547	0.10593685882112144
IMMU-BC3-0222	0.30503187049092595	0	0	0	0.6453711117569195	0.04959701775215449
IMMU-BC3-0230	0.6935012883017392	0	0	0	0.28388101385986736	0.02261769783839348
IMMU-BC3-0233	0.1289920944956134	0	0.2883142431551378	0	0.504190045179614	0.07850361716963476
IMMU-BC3-0234	0.4177349708715248	0	0.04278217830673608	0	0.5394828508217392	0
IMMU-BC3-0235	0.3772368877544755	0	0.2113150867090327	0	0.41144802553649173	0
IMMU-BC3-0238	0	0	0.44293001825495953	0	0.2439110823076702	0.3131588994373702
IMMU-BC3-0239	0.1443668646028217	0	0.3211003819047494	0	0.5345327534924289	0
IMMU-BC3-0240	0.01406227413316367	0	0.47380878926322495	0	0.4650965543390685	0.04703238226454286
IMMU-BC3-0241	0.3975599806333711	0.09918375492205296	0.09898264252952658	0	0.40427362191504934	0
IMMU-BC3-0251	0.4322342185218449	0	0.1999737954261282	0	0.36779198605202706	0
IMMU-BC3-0251	0.12155842256013204	0	0	0	0.7708578032948602	0.10758377414500787
IMMU-BC3-0255	0.14410752330404433	0.05142121406624554	0.3027609548570338	0	0.41904951265385953	0.08266079511881685
IMMU-BC3-0256	0.2488785376633258	0	0.3083887773645415	0	0.44273268497213264	0
IMMU-BC3-0262	0.22693227534743465	0	0.33571994131590066	0	0.43734778333666485	0
IMMU-BC3-0263	0.20424099308760887	0	0.32800924245989055	0	0.34188867782034	0.12586108663216056
IMMU-BC3-0263	0.2713655208703488	0	0.2742766113911119	0	0.3474967459587785	0.1068611217797608
IMMU-BC3-0267	0.799044030509527	0.0541863225525578	0	0	0	0.14676964693791522
IMMU-BC3-0269	0.0988421094958397	0.39843205685110744	0	0	0.5027258336530529	0
IMMU-BC3-0272	0.3320971889354998	5.0723622425725e-4	0	0	0.5337727922959007	0.1336227825443423
IMMU-BC3-0273	0.4891513335922852	0	0	0	0.4615180850989882	0.04933058130872665
IMMU-BC3-0274	0.32756238181586655	0.04802075026630109	0	0	0.6244168679178324	0
IMMU-BC3-0275	0.4458591085608796	0	0	0	0.5541408914391204	0
IMMU-BC3-0275	0	0	0.391198649016492	0	0.4459254211302698	0.16287592985323834
IMMU-BC3-0276	0.1933660675120646	0.03386452686552607	0	0	0.7727694056224093	0
IMMU-BC3-0278	0.2166063666884359	0	0	0	0.5878230418480401	0.19557059146352396
IMMU-BC3-0281	0.163143603002151	0	0	0	0.836856396997849	0
IMMU-BC3-0281	0.3028144443424927	0	0	0	0.6971855556575072	0
IMMU-BC3-0286	0.3828339511577723	0	0.10284014876833024	0	0.5143259000738974	0
IMMU-BC3-0291	0.07545188711961051	0	0.3309360899677108	0	0.5689234039864657	0.02468861892621309
IMMU-BC3-0296	0.4404176303144154	0	0.3512081428711172	0	0.20837422681446757	0
IMMU-BC3-0299	0.26391109447540967	0	0.12551342588171951	0	0.594978157255595	0.01559732238727575
IMMU-BC3-0307	0.3101429715942108	0	0	0	0.6898570284057893	0
IMMU-BC3-0315	0.2353972544161305	0	0.45790807894206254	0	0.2964311674243309	0.01026349921747609
IMMU-BC3-0321	0.1455949089759259	0	0	0	0.854405091024074	0
IMMU-BC3-0322	0.16775141481810485	0	0	0	0.7801197108615682	0.05212887432032692
IMMU-BC3-0325	0.6523539715211096	0	0.19560389258181443	0	0.15204213589707594	0
IMMU-BC3-0332	0.19992327710833252	0	0.4047179911436988	0	0.30963154942785753	0.08572718232011117
IMMU-BC3-0338	0.4664793514532784	0	0.22919906334177473	0	0.30432158520494684	0
IMMU-BC3-0341	0.4411643024905326	0.03495187693504967	0	0	0.5238838205744177	0
IMMU-BC3-0352	0	0	0.37767360820965623	0	0.6223263917903437	0
IMMU-BC3-0357	0.3640222950846112	0	0	0	0.6359777049153887	0
IMMU-BC3-0361	0.0324033661033893	0.04957078447305757	0.26038790493457703	0	0.5707887164124148	0.0868492280765613
IMMU-BC3-0376	0.15322320968787426	0	0.3620320292482382	0	0.4847447610638876	0
IMMU-BC3-0381	0.2748413841257422	0	0.15321965331724607	0	0.5719389625570117	0
IMMU-BC3-0382	0	0	0.38816559751865926	0	0.45448103204548546	0.15735337043585534
IMMU-BC3-0389	0.06536639191062651	0	0.42895996555791993	0	0.48397600405983365	0.02169763847161982
IMMU-BC3-0390	0.5975250696876278	0	0.06626731182498248	0	0.33620761848738967	0
IMMU-BC3-0393	0.2931554331248168	0	0.2880698685733481	0	0.4187746983018351	0
IMMU-BC3-0412	0.3483497711652998	0	0.26532893956134074	0	0.3863212892733595	0
IMMU-BC3-0413	0.43528418995360785	0	0.15177396465292145	0	0.41294184539347073	0
IMMU-BC3-0415	0	0	0.4341486218761988	0	0.3633117900298659	0.20253958809393527
IMMU-BC3-0421	0.21475788604078655	0	0.5338023902948366	0	0.23420421775160205	0.01723550591277479
IMMU-BC3-0423	0.28448623098072146	0	0.3258337076801616	0	0.389680061339117	0
IMMU-BC3-0428	0.3000315740324152	0	0.28239690714496185	0	0.4175715188226229	0
IMMU-BC3-0428	0	0	0.1937854123338975	0	0.7189292924422445	0.08728529522385806
IMMU-BC3-0431	0.5331523527501344	0	0.16539641654232137	0	0.30145123070754426	0
IMMU-BC3-0537	0.24140216605317413	0.06959543992394125	0.4037352101849416	0	0.2852671838379431	0
IMMU-BC3-0542	0.39241999332018945	0	0	0	0.6075800066798105	0
IMMU-BC3-0543	0	0.05943687660405179	0.21497837790372823	0	0.6832541988027487	0.04233054668947125
IMMU-BC3-0545	0.08369324733340974	0.4050829966783433	0	0	0.511223755988247	0
IMMU-BC3-0547	0.0638745250009741	0	0	0	0.9054657976059775	0.03065967739304843
IMMU-BC3-0759	0.198042798864606	0.15006385990499452	0	0	0.6518933412303995	0
IMMU-BC3-0760	0.46824819521709454	0	0	0	0.5317518047829055	0
IMMU-BC3-0761	0.3501429632976756	0	0.2021831487343404	0	0.447673887967984	0
IMMU-BC3-0774	0.02087849500679152	0	0.4441567792798312	0	0.46569276198033827	0.06927196373303898
IMMU-BC3-0787	0.4252226006670098	0	0	0	0.5747773993329902	0
IMMU-BC3-0788	0	0	0.1285658438600099	0	0.7749526597261309	0.09648149641385916
IMMU-BC3-0791	0.15231973323219833	0.11682833367843393	0	0	0.6975469266574823	0.03330500643188535
IMMU-BC3-0796	0	0.12512444322501406	0.48365900354711105	0	0.39121655322787496	0
IMMU-BC3-0799	0.17258049964153238	0.12378770319862584	0	0	0.7036317971598418	0
IMMU-BC3-0800	0.17355745331334468	0.0147987462033629	0	0	0.7827336093072573	0.02891019117603499
IMMU-BC3-0807	0.1797652060516361	0.2297530969572724	0	0	0.5904816969910914	0
IMMU-BC3-0811	0.17755068687316644	0.2384309538488505	0.21471153336611595	0	0.36930682591186714	0
IMMU-BC3-0817	0.3337278626033975	0	0	0	0.5390878252944042	0.1271843121021983
IMMU-BC3-0817	0.5336387075665057	0	0	0	0.4663612924334942	0
IMMU-BC3-0818	0.38987844376928976	0	0	0	0.46381679480332894	0.14630476142738122
IMMU-BC3-0818	0.4787709735938748	0	0	0	0.4672359527690709	0.05399307363705422
IMMU-BC3-0819	0.32438129002612454	0	0.0742168428578065	0	0.601401867116069	0
IMMU-BC3-0819	0.32997173601914037	0	0.22933517797540304	0	0.4217205014803219	0.01897258452513468
IMMU-BC3-0820	0.28249542422469254	0	0	0	0.6417385782224803	0.07576599755282717
IMMU-BC3-0821	0.4030441069741375	0	0.14796269944487	0	0.4489931935809925	0
IMMU-BC3-0825	0.26651569412938314	0	0	0	0.6151629509491475	0.11832135492146922
IMMU-BC3-0825	0	0	0.0401353247216213	0	0.877887831874339	0.08197684340403963
IMMU-BC3-0826	0.19831866456408376	0	0.30965375882277374	0	0.35173402768052486	0.14029354893261775
IMMU-BC3-0828	0.3562895901782483	0	0.14514303417482655	0	0.4985673756469251	0
IMMU-BC3-0830	0.2212917329421487	0	0	0	0.7787082670578513	0
IMMU-BC3-0833	0.4403698360687752	0	0.07849031431950089	0	0.481139849611724	0
IMMU-BC3-0835	0.4038504170379703	0.00155607978728789	0	0	0.537126948282385	0.05746655489235681
IMMU-BC3-0836	0.31157173749983536	0	0.21961517433987657	0	0.4688130881602881	0
IMMU-BC3-0837	0.40758366952246977	0.07751236837320176	0	0	0.5149039621043285	0
IMMU-BC3-0838	0.12552401109744984	0	0.3871046145237738	0	0.38812718865096657	0.09924418572780971
IMMU-BC3-0839	0.3889527327624618	0	0.16133774621959182	0	0.4497095210179464	0
IMMU-BC3-0846	0.16355220962206168	0	0.20268942759641664	0	0.4680437054625764	0.1657146573189453
IMMU-BC3-0848	0.29247912438261964	0	0.05414631830422199	0	0.6533745573131583	0
IMMU-BC3-0849	0.25724958433700273	0	0	0	0.7155857671015493	0.02716464856144792
IMMU-BC3-0850	0.2333660316397703	0.06929936441330838	0.43604427433869886	0	0.2612903296082223	0
IMMU-BC3-0851	0.03958777255206936	0.1388487335344088	0.27907622292682355	0	0.5424872709866984	0
IMMU-BC3-0858	0.28305450155442363	0	0.06841389046079609	0	0.6485316079847803	0
IMMU-BC3-0873	0	0	0.6606551909707316	0	0.1368450899206325	0.202499719108636
IMMU-BC3-0893	0	0.03068094990262782	0.4776097440090404	0	0.44441165331276344	0.04729765277556838
IMMU-BC3-0903	0.1078113985267708	0	0.37237033564173105	0	0.511601372299729	0.00821689353176916
IMMU-BC3-0904	0.41396926145377566	0	0.14999467625145696	0	0.4320089330018043	0.00402712929296301
IMMU-BC3-0912	0.4488642262431108	0	0	0	0.5511357737568893	0
IMMU-BC3-0916	0.3812185392173103	0	0	0	0.6187814607826896	0
IMMU-BC3-0923	0.3321762524568779	0	0	0	0.6678237475431221	0
IMMU-BC3-0929	0.20629807980776063	0	0.16994914315402	0	0.619829708444896	0.00392306859332329
IMMU-BC3-0935	0.4436998381362782	0	0	0	0.5563001618637218	0
IMMU-BC3-0937	0.25322180134642597	0.14608608610075027	0.2499040939198963	0	0.3340437288559439	0.01674428977698354
IMMU-BC3-0938	0.292105421148051	0	0	0	0.7078945788519491	0
IMMU-BC3-0944	0.3112046949214428	0.15051783914864636	0	0	0.5382774659299108	0
IMMU-BC3-1001	0.4679567923659051	0	0.2029735817788884	0	0.32906962585520655	0
IMMU-BC3-1033	0.07369916925017084	0	0.5259557511942726	0	0.4003450795555565	0
IMMU-BC3-1063	0	0	0.6201662604595461	0	0.2954555083041069	0.08437823123634694
