Samples	CBSX__LM22__B_cells_naive	CBSX__LM22__B_cells_memory	CBSX__LM22__Plasma_cells	CBSX__LM22__T_cells_CD8	CBSX__LM22__T_cells_CD4_naive	CBSX__LM22__T_cells_CD4_memory_resting	CBSX__LM22__T_cells_CD4_memory_activated	CBSX__LM22__T_cells_follicular_helper	CBSX__LM22__T_cells_regulatory_(Tregs)	CBSX__LM22__T_cells_gamma_delta	CBSX__LM22__NK_cells_resting	CBSX__LM22__NK_cells_activated	CBSX__LM22__Monocytes	CBSX__LM22__Macrophages_M0	CBSX__LM22__Macrophages_M1	CBSX__LM22__Macrophages_M2	CBSX__LM22__Dendritic_cells_resting	CBSX__LM22__Dendritic_cells_activated	CBSX__LM22__Mast_cells_resting	CBSX__LM22__Mast_cells_activated	CBSX__LM22__Eosinophils	CBSX__LM22__Neutrophils
LUNG-NSCLC2-0553	0.07907388744623038	0	0.1716234536467991	0	0	0.2971319555059305	0	0.01445639697996243	0.065889501943697	0	0.07978602835216235	0.0038874259255372	0.11582259051746265	0.03600996486284087	0	0.03020112777995923	0	0.09766100246093058	0.00845666457848791	0	0	0
LUNG-NSCLC2-0560	0.07480346586557275	0	5.1777222746201e-4	0.10107148806524488	0	0.30296220668338053	0	0.01888640688446099	0	0	0.14959260640843416	0	0.1346032511717499	0.07071392579468758	0	0.01153543336400279	0	0.10397256484883108	0.03134087868617334	0	0	0
LUNG-NSCLC2-0561	0.10122169417894286	0	0.04484758545967624	0.07105472918789921	0	0.2726382990847544	0	0.1152768842188007	0	0	0.07553924354481563	0.05431618380655754	0.07425290042022534	0.10137169426076646	0.02913795895003563	0	0	0.01131843921779763	0.04902438766972835	0	0	0
LUNG-NSCLC2-0563	0.0873713625731208	0	0.0339235720863117	0.04426900246793172	0	0.478078112632464	0.02047883926078724	0.01888781856003971	0	0	0.05960336276668771	0	0.02528979416476326	0.1195774485035238	0.03448931918076054	0.05542803770283455	0	0.0226033301007752	0	0	0	0
LUNG-NSCLC2-0565	0.23265728999786353	0	0.02525462215433712	0.04106352525821818	0	0.44031725033851177	0	0	0	0	0.1223208354269766	0.00368805085857764	0.0754400815889163	0.03007615933232487	0	3.7509049551098e-4	0	0.02880709454876288	0	0	0	0
LUNG-NSCLC2-0566	0.0866067784032044	0	0.03249119721896155	0.0949112792237534	0	0.4788214878900218	0	0.02890446980333558	0	0	0.01477691283096503	0.02004122640099114	0.02767996356323398	0.0061970988593524	0.08726648852054651	0.09961446570355566	0	0.01598958696082367	0.00669904462125494	0	0	0
LUNG-NSCLC2-0567	0.12341935582028284	0	0	0	0	0.39344134939017267	0	0.0143225379751236	0	0	0.08463278083190269	0	0.05987142387194104	0.07498086955821597	0.01128596637908278	0.1174329347699556	0	0.06474671659813679	0.03173165565129303	0.00980689896162698	0	0.01432751019226606
LUNG-NSCLC2-0568	0.0158027829034878	0	0.02939248012383173	0.01554224003899126	0	0.42806301480201736	0	0	0	0	0.0720309197384731	0	0.03916207345924425	0.0535118549475673	0.08617982994745953	0.17263118791981397	8.2539049452693e-4	0.03504278454698617	0.05181544107760044	0	0	0
LUNG-NSCLC2-0569	0.0508719149278791	0.02198037124504637	0.1683082891109026	0	0	0.32021397959873743	0.0185854716879951	0.0120617582423153	0	0	0.07924949253629616	0	0.05112196882580888	0.1227604596916772	0.04087953738869594	0.11069739709091832	0	0	0.00326935965372765	0	0	0
LUNG-NSCLC2-0571	0.11950125079359178	0	0.02406126579516743	0	0	0.4472977777489794	0	0	2.273257194727e-4	0	0.02790015546590731	0.02953961975552579	0.0849729739308403	0.04102739798003538	0	0.16649030896947278	0	0.03303215635429539	0.02152707377588602	0	0	0.00442269371082601
