Samples	CBSX__CCLE-TIL10__Cancer.cells	CBSX__CCLE-TIL10__B.cells	CBSX__CCLE-TIL10__Macrophages.M1	CBSX__CCLE-TIL10__Macrophages.M2	CBSX__CCLE-TIL10__Monocytes	CBSX__CCLE-TIL10__Neutrophils	CBSX__CCLE-TIL10__NK.cells	CBSX__CCLE-TIL10__T.cells.CD4	CBSX__CCLE-TIL10__T.cells.CD8	CBSX__CCLE-TIL10__Tregs	CBSX__CCLE-TIL10__Dendritic.cells
IMMU-BC3-0190	0.3699631448893575	0.03589929659500084	0.2076923570818136	0	0	0	0	0	0.07812948393103063	0.21715942688060608	0.0911562906221912
IMMU-BC3-0198	0.02811916249559185	0	0.07617396205625314	0	0	0.00838495234894719	0	0.6558916623600904	0.03917302668717332	0.0057929070572267	0.18646432699471735
IMMU-BC3-0199	0.3428164619001571	0	0.19856331917605408	0	0	0	0	0.02219851169331044	0.2274585415585108	0.0319361699055787	0.17702699576638897
IMMU-BC3-0200	0.3922593694713195	0	0.01169114183793695	0.01623905125758055	0	0	0	0	0.28780761976384994	0.06421176490530119	0.22779105276401185
IMMU-BC3-0204	0.02457616777622878	0	0.12060555894779468	0	0.02806280602808265	0.0388004674709875	0	0.6539180228034067	0.07663954959470794	0	0.05739742737879175
IMMU-BC3-0212	0.6042700042748761	0	0.03126070946319792	0.00917393493494193	0	0	0	0.2429775320864948	0.04629924929171231	0	0.06601856994877695
IMMU-BC3-0220	0.00826509447977413	0	0.01701646468625407	0.00234142201836732	0	0	0	0.07958313385673405	0.31731678263461927	0.12544117128329174	0.45003593104095935
IMMU-BC3-0221	0.17875341274243425	0	0	0.040747311314171523	0	0	0	0.35961230959973384	0.11601653046621402	0	0.3048704358774464
IMMU-BC3-0222	0.16327279110613993	0	0.05520599099194206	0	0	0	0	0.3187362265345432	0.07207775427683917	0	0.3907072370905358
IMMU-BC3-0230	0.22902285551169377	0.01885964591652441	0	0	0	0	0	0.5984372830599134	0.04665897794004987	0	0.10702123757181858
IMMU-BC3-0233	0.2323640173348888	0	0	0	0.0406057102091118	0	0	0.2887035401411077	0.31924248907942454	0	0.11908424323546712
IMMU-BC3-0234	0.07910941628274391	0	0	0	0	0	0	0.6709570158891418	0.04535200311910215	0	0.20458156470901215
IMMU-BC3-0235	0.33810200671632606	0	0.04654455148955888	0	0	0	0	0.5549991794538988	0.01850351234690001	0	0.04185074999331636
IMMU-BC3-0238	0.19994672553861872	0	0	0.01467412535298414	0	0	0	0.6339497936632829	0.08644799516570287	0	0.06498136027941134
IMMU-BC3-0239	0.570013672846678	0	0.1305554417307431	0	0	0	0	0.15862090350215452	0	0	0.1408099819204243
IMMU-BC3-0240	0	0	0.1045834970842405	0	0	0	0	0.7135915016442969	0.11620596207785938	0	0.06561903919360318
IMMU-BC3-0241	0.25148011546064	0	0.08988396376150799	0	0	0	0	0.20435559095591388	0.07212037866028707	0	0.38215995116165113
IMMU-BC3-0251	0.15314744266931185	0	0.01309417509684717	0	0	0	0	0.5205350621941327	0.10137932473738648	0	0.21184399530232187
IMMU-BC3-0251	0.0627499709996533	0.00748603834799178	0.2316008742755249	0	0	0	0	0.4104736515773262	0.04259075432512929	0	0.24509871047437465
IMMU-BC3-0255	0.08877403471897355	0	0	0	0	0	0	0.5067792736503882	0.13643178005525136	0	0.268014911575387
IMMU-BC3-0256	0.36131840126838827	0	0.0732365259746097	0	0	0	0	0	0.1571664869111924	0.16404623330449108	0.24423235254131848
IMMU-BC3-0262	0.19053705871994916	0.00738350030479022	0.04648084904678412	0	0	0	0	0.6445034755067621	0.02860997287756272	0.01785009399073985	0.0646350495534118
IMMU-BC3-0263	0.2017149744558507	0	0	0	0	0	0	0.2671743416088071	0.44885385197538913	0	0.08225683195995293
IMMU-BC3-0263	0.1342423951267301	0	0.03047222707577073	0	0	0	0	0.09854883413444572	0.3385667047449958	0.20034446993429683	0.19782536898376085
IMMU-BC3-0267	0.21457044337494233	0	0	0	0	0	0	0.45704394497218714	0.06135237802954628	0	0.26703323362332426
IMMU-BC3-0269	0.07596889312557431	0	0.08741591202512836	0	0	0	0	0.7295797842540447	5.5268881440035e-4	0.00314531053895268	0.1033374112418996
IMMU-BC3-0272	0.6378784794913294	0	0.105047278533877	0	0	0	0.06158211456652993	0.18596188227369995	0	0	0.00953024513456379
IMMU-BC3-0273	0.443261827793851	0	0.03230474063709995	0	0	0	0	0.08419185427939334	0.11978783711378592	0.04820813424881192	0.27224560592705777
IMMU-BC3-0274	0.27133531911998976	0	0.26675619413499935	0	0	0	0	0.2177348637522241	0.07164701409511968	0.16032649741311497	0.01220011148455219
IMMU-BC3-0275	0.36593704439682817	0	0	0	0	0	0	0.17754060582962616	0.16723080554419295	0.03482909760757388	0.2544624466217788
IMMU-BC3-0275	0.2514022764507685	0	0	0	0	0	0	0	0.3004842832427314	0	0.44811344030650013
IMMU-BC3-0276	0	0	0.0041587344999692	0	0	0	0	0.7077537788468674	0.26998950216064643	0	0.01809798449251701
IMMU-BC3-0278	0.45806222220413034	0	0	0	0	0	0	0.194744448423583	0.12667495974444143	0	0.2205183696278452
IMMU-BC3-0281	0.18373776316108809	0	0.03539640101785529	0	0	0	0	0	0	0.48050437108179805	0.30036146473925857
IMMU-BC3-0281	0.07935082914919929	0.05417159149823829	0.04773106202146872	0	0	0	0	0.5972217762183968	0.01581132582358224	0	0.20571341528911463
IMMU-BC3-0286	0.18144655105867755	0.00264227441480787	0.02487855452402307	0	0	0	0	0	0.19078640922668363	0.30253266893342867	0.2977135418423793
IMMU-BC3-0291	0.35873092006268686	0.05877288365492436	0.19662296890397543	0	0	0	0	0.02518189864768335	0.10884113501034089	0.06435388031216156	0.1874963134082276
IMMU-BC3-0296	0.5857224864149929	0	0.03198404563702917	0	0	0	0	0.3605604099161934	0.0088484789031615	0	0.01288457912862292
IMMU-BC3-0299	0.07076376594643699	0	0	0	0	0	0	0.8112574585172889	0.04634330162998484	0	0.07163547390628933
IMMU-BC3-0307	0.37607783244704845	0.03597368035436257	0.20594468868898833	0	0	0	0	0.15140111174926632	0	0	0.23060268676033435
IMMU-BC3-0315	0.15011283476937717	0.02107778699877246	0	0	0	0	0	0.1054879952645352	0.16258187920792386	0.07711375615138473	0.4836257476080066
IMMU-BC3-0321	0.23398867779786484	0	0.06210055370799596	0	0	0	0	0.4021267922377016	0	0.07010475697051786	0.23167921928591967
IMMU-BC3-0322	0.05470902070678462	0	0	0	0	0	0	0.6364443987542777	0.00852807594385453	0	0.3003185045950831
IMMU-BC3-0325	0.366389497039584	0	0	0	0	0	0	0	0.3137703805998661	0.01475027780688276	0.3050898445536671
IMMU-BC3-0332	0.22857284640035777	0.01857845553291911	0	0.03939816636081953	0	0	0	0.09599206073520866	0.3737929550327419	0	0.24366551593795305
IMMU-BC3-0338	0.2873478954298733	0.06009809872709537	0	0	0	0	0	0.03804634012195042	0.13682880081450885	0.12241890236249704	0.355259962544075
IMMU-BC3-0341	0.27565380125093625	0	0.1008438432855928	0	0	0	0	0.3493339640216155	0.07232825084144733	0	0.20184014060040809
IMMU-BC3-0352	0.12843557140881237	0	0	0	0	0	0	0.17707639272837006	0	0.01516379218786025	0.6793242436749574
IMMU-BC3-0357	0.33617926001135234	0.00917094645481934	0.00360177715291222	0.00880063133524705	0	0	0	0.5767568315017525	6.6834361429579e-4	0	0.06482220992962093
IMMU-BC3-0361	0.27339710504518816	0	0.02662053121036478	0.0209461276890707	0	0	0	0	0.15490426756160955	0.1734927780510153	0.35063919044275144
IMMU-BC3-0376	0.2601489990493848	0.03936412021838152	0.197245409859263	0	0	0	0	0	0.16310851278223162	0.05564423853596976	0.28448871955476923
IMMU-BC3-0381	0.06937463540938925	0.1021188000611978	0	0	0	0	0	0.24226667112100092	0.2411281123813396	0.0884152971804121	0.2566964838466605
IMMU-BC3-0382	0.2696438832783208	0	0	0	0	0	0	0.28384084865000525	0.02944164524830801	0.01701917918314325	0.40005444364022263
IMMU-BC3-0389	0.2751912096148731	0	0	0	0	0.00600170308382544	0	0.305803028527042	0.19432168383892437	0.17385895893954784	0.04482341599578721
IMMU-BC3-0390	0.35503460418529303	0.0017847390459285	0.04225848498612372	0	0	0	0	0	0.33647639956700764	0.07204115689500379	0.19240461532064343
IMMU-BC3-0393	0.15629878759359975	0.02178041836147598	0.00754759804371428	0	0	0	0	0	0.13588797989835258	0.37913553474996287	0.2993496813528945
IMMU-BC3-0412	0.23231922711086975	0.01757655709455762	0	0	0	0	0	0.40240038436968983	0.12033819666367218	0.04263997034799342	0.18472566441321703
IMMU-BC3-0413	0.47946893359396664	0	0	0	0	0	0	0	0.38122581007423	0.05354595587150329	0.08575930046029995
IMMU-BC3-0415	0.22599366948720345	0.00414285365727404	0.02941693346993549	0.02258114402102783	0	0.00595291649612676	0	0.11794187034822312	0.16522446361972415	0	0.4287461489004853
IMMU-BC3-0421	0.3493772325595525	0.06310684057295728	0	0.01142852424017207	0	0	0	0.21417172478924568	0.20034594426966243	0.04822225553222353	0.11334747803618649
IMMU-BC3-0423	0.27166119670612676	0.10623512994584504	0	0.06921729223130739	0	0	0	0	0.29214731370576197	0.04565473720403102	0.21508433020692777
IMMU-BC3-0428	0.03232266427645808	0	0.16068756811345886	0	0	0	0	0.27866939680151936	0.0717153472940176	0.2320569234156708	0.2245481000988754
IMMU-BC3-0428	0	0	0.12128381727225744	0.05131029249386639	0	0	0	0	0.10687453050631582	0.62137312672608	0.09915823300148024
IMMU-BC3-0431	0.20193692567660104	0	0.00461474856927488	0	0	0	0	0	0.08679807823670097	0.5026218898800555	0.20402835763736776
IMMU-BC3-0537	0.5337579293662894	0	0	0	0	0	0	0	0.06070285585112979	0.24101659557530705	0.1645226192072738
IMMU-BC3-0542	0.01857571130656266	0	0.14686623225462656	0	0	0	0	0	0.10945810086338448	0.4891376279583391	0.2359623276170872
IMMU-BC3-0543	0.7479852695413927	0	0	0	0	0	0	0.01906894699946678	0.1090848093344062	0	0.12386097412473432
IMMU-BC3-0545	0.24718809795600577	0	0.1707141916787247	0	0	0	0	0	0.05100916449695382	0.03926695090216949	0.4918215949661463
IMMU-BC3-0547	0	0	0.00137789643729467	0	0	0	0	0.6019613165824259	0	0	0.39666078698027946
IMMU-BC3-0759	0.37004811245365754	0.03412067636447454	0.18295613525942497	0	0	0	1.7812413850628e-4	0	0.03176735342717842	0.15387189464855783	0.22705770370820033
IMMU-BC3-0760	0.3675947408714991	0	0.1158706618767727	0	0	0	0	0	0.1453434911648625	0.11942659026051244	0.2517645158263533
IMMU-BC3-0761	0.20860730328941268	0.00398615278045033	0.08837764723642028	0	0	0	0	0.5213965919930951	0.10444378497804611	0	0.0731885197225755
IMMU-BC3-0774	0.6803802279058426	0.01913646052332096	0.04865731638594616	0	0	0	0	0.11069451523510884	0.04836440747354654	0	0.09276707247623474
IMMU-BC3-0787	0.19490674778709513	0	0.07780229621645539	0	0	0	0	0.2953988937633482	0.01306693549139625	0.24077722359798767	0.17804790314371738
IMMU-BC3-0788	0.10626188151053272	0	0	0	0	0	0	0.46110745466920666	0.01804124525179162	0	0.4145894185684691
IMMU-BC3-0791	0.5093270580002383	0	0.0342748135568025	0.00185664823570359	0	0	0	0.17667685345317988	0.01862047430603826	0.00305664175301416	0.2561875106950234
IMMU-BC3-0796	0.34279321850835415	0	0.2725987488493003	0	0	0	0	0.27164483752942836	0	0	0.11296319511291716
IMMU-BC3-0799	0.33141930615566867	0	0.00233753605841072	0	0	0	0	0.3091125990624242	0.05409513830570421	0	0.30303542041779213
IMMU-BC3-0800	0.1703087448818575	0	0.21484998412194004	0	0	0	0	0.10108949813866054	0.09939489058226882	0.1631562406552442	0.25120064162002875
IMMU-BC3-0807	0.22776356975445672	0	0.03850904710221012	0	0	0	0	0.580006694522385	0.03367550788789053	0	0.12004518073305764
IMMU-BC3-0811	0.3607595026427616	0	0.08302608595463676	0	0	0	0	0.25211435657187126	0.03430969948759823	0.04165460261456114	0.22813575272857095
IMMU-BC3-0817	0.5716705064851908	0	0.04559663004481053	0	0	0	0	0.07479950935234332	0.06120114684879865	0.18496435875783857	0.06176784851101805
IMMU-BC3-0817	0.44889911520737985	0	0.04824043333430383	0	0	0	0	0.2737357237341438	0.02063740644795166	0.06811341412842317	0.14037390714779774
IMMU-BC3-0818	0.3211891279448272	0	0.10170221663101736	0	0	0	0	0.23973365099629565	0.01623856950737109	0	0.32113643492048866
IMMU-BC3-0818	0.36016168284753247	0	0.07216819950943794	0	0	0	0	0.3439926320256527	0.03491264332248255	0	0.18876484229489435
IMMU-BC3-0819	0.46888437877356853	0	0	0	0	0	0	0	0.29554108143878804	0.05730010412101067	0.1782744356666326
IMMU-BC3-0819	0.4790352448828428	0	0.11455596317265936	0	0	0	0	0	0.1357477496494837	0.1282248972280906	0.1424361450669236
IMMU-BC3-0820	0.1758679815350442	0	0.15822455375326663	0	0	0	0	0.48879993229213387	0	0	0.17710753241955526
IMMU-BC3-0821	0.2825905772610768	0	0.2147294279006516	0	0	0	0	0	0.07093618336429658	0.17730138382354593	0.2544424276504291
IMMU-BC3-0825	0.596165570077937	0.01879201322631354	0.10829259736798696	0	0	0	0	0	0.08651417394539969	0.00163679800892721	0.1885988473734355
IMMU-BC3-0825	0	0	0.1206282998396339	0	0	0	0	0.879371700160366	0	0	0
IMMU-BC3-0826	0.3017019348048725	0	0	0	0	0	0	0	0.35697405164533635	0.0325416475398693	0.30878236600992176
IMMU-BC3-0828	0.4967414980130774	0	0.13233357015086428	0	0	0	0	0.16251435241615775	0.0376314735514944	0	0.17077910586840622
IMMU-BC3-0830	0.22943839435794353	0	0.18095665247225945	0	0	0	0	0	0	0.30192458918682513	0.28768036398297203
IMMU-BC3-0833	0.2634369330448174	0	0.01450638992278712	0.00805386692810673	0	0	0	0.01129781797670626	0.12551310502007954	0.22160096863027273	0.35559091847723023
IMMU-BC3-0835	0.12537600528341322	0	0.02909832386576393	0	0	0	0	0.6432945245945674	0.02782509040008487	0	0.17440605585617067
IMMU-BC3-0836	0.4304229876646209	0	0	0	0	0	0	0	0.19441073609406392	0	0.37516627624131504
IMMU-BC3-0837	0.4066761393536468	0.04126843745491621	0.0184080039723511	0	0	0	0	0	0.07238975627662277	0.201456317967609	0.25980134497485396
IMMU-BC3-0838	0.2700487068643486	0.01132089440665803	0.19471888059606712	0	0	0	0	0.02271033226460294	0.070399034951302	0.2039982449484924	0.22680390596852884
IMMU-BC3-0839	0.1057534006097529	0	0.08792257383815204	0	0	0	0	0.5776313940343611	0.05633855139879455	0	0.17235408011893935
IMMU-BC3-0846	0.1744425745999631	0	0.11142911213752792	0	0	0	0	0.02637373450124926	0.0981485576765094	0.02744012352868382	0.5621658975560664
IMMU-BC3-0848	0.2238366845486244	0	0.08628096238828377	0	0	0	0	0	0	0.5591788171371379	0.13070353592595388
IMMU-BC3-0849	0.18495018774938837	0	0.06619862654959234	0	0	0	0	0.6419549371973449	0.05245288271822702	0	0.05444336578544742
IMMU-BC3-0850	0.1377772547453339	0.00466678562896285	0.01548526362991386	0	0	0	0.00875655769655265	0.45576354281459974	0	0.01855831020607081	0.3589922852785663
IMMU-BC3-0851	0.06537081671771838	0	0	0.03365003107499594	0	0	0	0.2943069938111116	0.07832076610090963	0	0.5283513922952645
IMMU-BC3-0858	0.40912209728730825	0	0.09983805152603464	0	0	0	0	0.3015194168448123	0	0	0.1895204343418447
IMMU-BC3-0873	0.01404887297065141	0	0.06519017791915634	0.04972863653926186	0	0.01102139470488599	0.03947380927321067	0.6289320650142397	0.03206183669428132	0	0.15954320688431278
IMMU-BC3-0893	0.2163963848509287	0	0	0	0	0	0	0.35612309844513657	0.1407615907584766	0	0.28671892594545817
IMMU-BC3-0903	0.25667982098987224	0	0	0.01767177612608413	0	0	0	0.5104787950094897	0.04639969469138539	0	0.16876991318316864
IMMU-BC3-0904	0.2581510409323724	0	0	0	0	0	0	0.00814707494805203	0.21268994545136768	0.16254707690321818	0.35846486176498976
IMMU-BC3-0912	0.5062554751332011	0	0	0	0	0	0	0.194129068994375	0.13193719990904307	0	0.16767825596338087
IMMU-BC3-0916	0.364417872894127	0	0	0	0	0	0	0	0.16614579621016165	0.01160786602640118	0.45782846486931006
IMMU-BC3-0923	0.26236698116647883	0	0.01599833368891664	0	0	0	0	0.33986662052983735	0.05415972139357577	0	0.32760834322119137
IMMU-BC3-0929	0.384857586983987	0	0	0.04223923207061014	0	0	0	0.17777131223964315	0.06853509788672417	0.02566047920965661	0.30093629160937896
IMMU-BC3-0935	0.38479716884710047	0	0.11154795547092054	0.00697376815750304	0	0	0	0.14847297352566763	0.0088970153009419	0.15037841600022347	0.18893270269764295
IMMU-BC3-0937	0.5488078042057934	0	0.0978192258820384	0	0	0	0	0	0.17560709695144305	0	0.17776587296072524
IMMU-BC3-0938	0.43100948717544535	0	0.0531816677777051	0	0	0	0	0.32725116931164716	0.01312876139895547	0	0.1754289143362468
IMMU-BC3-0944	0.21035617892099895	0	0.17711093844308917	0	0	0	0	0.10074197507338592	0.09477735749663106	0.18580215781152656	0.23121139225436832
IMMU-BC3-1001	0.04593695826680867	0	0.03059250954672466	0	0	0	0	0.4220146257531084	0	0.15463963885841198	0.34681626757494644
IMMU-BC3-1033	0.2896723686000918	0.00383580228347065	0.02417653118276695	0	0	0.0010983423099046	0	0.4960342234892249	0.01752960111686348	0	0.1676531310176775
IMMU-BC3-1063	0.3176515432944436	0	0	0	0	0	0	0	0.0180425429877819	0.45376232258219434	0.21054359113558016
