Mixture	B	CD4	CD8CD226negNoAct	CD8CD226negPostAct	CD8CD226plusNoAct	CD8CD226plusPostAct	M1	M2	Mono	Neu	NK	P-value	Correlation	RMSE
Gide_Cancer-Cell_2019-10	0.17406125402037861	0.28746150200802550	0.00000000000000000	0.00000000000000000	0.02460331935372131	0.09644234054925299	0.15085606952761954	0.18873428868348466	0.07178300642038205	0.00293660959017240	0.00312160984696297	0.00000000000000000	0.58543885143459917	0.94162016620559486
Gide_Cancer-Cell_2019-11	0.22280878881051819	0.37732336036175812	0.00000000000000000	0.00000000000000000	0.04643762719734976	0.04901237917891418	0.10873392805187718	0.08487559300384356	0.09924897608791911	0.00008681006262179	0.01147253724519806	0.00000000000000000	0.65634332040693644	0.92183900904435867
Gide_Cancer-Cell_2019-12	0.17555215914720224	0.38053724390599164	0.00000000000000000	0.00000000000000000	0.05828344544537793	0.07210184054622658	0.13690443233848898	0.07362543334982376	0.09155012583244672	0.00430640260180851	0.00713891683263363	0.00000000000000000	0.51008190035564938	0.92791364185938063
Gide_Cancer-Cell_2019-13	0.16816670135293860	0.42435930387472753	0.00000000000000000	0.00000000000000000	0.04686034402706019	0.06296256084587082	0.10795669352272644	0.07202747116065060	0.08265764405282366	0.01799373862216106	0.01701554254104102	0.00000000000000000	0.64026213241607022	0.91877019076177291
Gide_Cancer-Cell_2019-14	0.18458709587861374	0.35746188323186973	0.00000000000000000	0.00000000000000000	0.03245103075564445	0.07507355117443960	0.11871191171270640	0.11406240348434891	0.09615557190354447	0.01270476821286519	0.00879178364596739	0.00000000000000000	0.65474506773919394	0.93055215549279957
Gide_Cancer-Cell_2019-15	0.22153885465097878	0.36789534030987331	0.00000000000000000	0.00000000000000000	0.05190618074417721	0.05569731720933743	0.10433335119207490	0.09009954245883196	0.08812557952653839	0.01155872124921328	0.00884511265897481	0.00000000000000000	0.65618532541102259	0.91282373948440576
Gide_Cancer-Cell_2019-16	0.18178576747354244	0.41408370271503026	0.00000000000000000	0.00000000000000000	0.03527159867326948	0.02838019790471607	0.13943540813998073	0.08643293708404437	0.09818777109001484	0.00539665843277375	0.01102595848662802	0.00000000000000000	0.45691707406204035	0.96546175351784624
Gide_Cancer-Cell_2019-17	0.16609972374115098	0.28417313609389971	0.00000000000000000	0.00000000000000000	0.01727769278062071	0.04317321441774799	0.14224422863464456	0.22966994160309323	0.09411514869942370	0.01550595088827777	0.00774096314114139	0.00000000000000000	0.54057981362028307	0.97203341634282947
Gide_Cancer-Cell_2019-18	0.19458026199077899	0.32178717151709663	0.00000000000000000	0.00000000000000000	0.02242111501997269	0.04858978811409932	0.14709171315963621	0.13775352746420272	0.09446447758544864	0.02076587834187552	0.01254606680688931	0.00000000000000000	0.50428306256195166	0.96788627417799022
Gide_Cancer-Cell_2019-19	0.18555585740088637	0.38034602945851853	0.00000000000000000	0.00000000000000000	0.05558370596958777	0.04757515556139196	0.12917570242269794	0.09481595303128551	0.09004873757542424	0.00207209036002267	0.01482676822018512	0.00000000000000000	0.59384911512918148	0.92182318086143733
Gide_Cancer-Cell_2019-2	0.19323456548421045	0.33378090498969526	0.00000000000000000	0.00000000000000000	0.03920164194365972	0.04545248806448123	0.12344123345884091	0.15760920871702122	0.09690671394996461	0.00368270885312964	0.00669053453899689	0.00000000000000000	0.55473028430418692	0.94614060460856964
Gide_Cancer-Cell_2019-21	0.19437498556423027	0.34511123386942455	0.00000000000000000	0.00000000000000000	0.02312658379835532	0.03719604353791806	0.11001535198355818	0.15279660237242196	0.11553906066378733	0.01220304650900485	0.00963709170129944	0.00000000000000000	0.43710434969952405	0.97603844227684677
Gide_Cancer-Cell_2019-23	0.18585105438104282	0.31436670743891937	0.00000000000000000	0.00000000000000000	0.02538863948307785	0.06042415997029164	0.17614116104927152	0.12116000971310791	0.09242387032681428	0.01670347485950134	0.00754092277797331	0.00000000000000000	0.48132994301558896	0.96413107275313104
Gide_Cancer-Cell_2019-25	0.18336038718259590	0.33098476862028059	0.00000000000000000	0.00000000000000000	0.03356822944311160	0.04601683875152659	0.14670727206730561	0.15463938980976943	0.09055285856362755	0.00713663478881673	0.00703362077296596	0.00000000000000000	0.62326970711528695	0.94406088554779499
Gide_Cancer-Cell_2019-27	0.17383679962285323	0.45787729261660493	0.00000000000000000	0.00000000000000000	0.05588796468181877	0.07067846039995343	0.09181777264169395	0.04137918903626614	0.09296196650537308	0.00000000000000000	0.01556055449543649	0.00000000000000000	0.64369797094815406	0.90439232501863287
