Samples	CBSX__TIL10__B.cells	CBSX__TIL10__Macrophages.M1	CBSX__TIL10__Macrophages.M2	CBSX__TIL10__Monocytes	CBSX__TIL10__Neutrophils	CBSX__TIL10__NK.cells	CBSX__TIL10__T.cells.CD4	CBSX__TIL10__T.cells.CD8	CBSX__TIL10__Tregs	CBSX__TIL10__Dendritic.cells
IMMU-BC2-0118-FIXT-01	0	0	0	0	0	0	0.7232137785621279	0.03612051539317283	0	0.24066570604469925
IMMU-BC2-0118-FIXT-02	0	0.072470322227274	0	0	0	0	0.8661361139300692	0	0	0.06139356384265687
IMMU-BC2-0132-FIXT-01	0.03288705386801646	0.0954947604710024	0.06766320297263197	0	0.07255938643406579	0.04602088531051367	0	0.4461808067519759	0.01755693380878237	0.2216369703830114
IMMU-BC2-0140-FIXT-01	0.05594049402118657	0.012025857070573071	0	0	0	0	0.15819184390551785	0.33617331826830266	0.33729343828071773	0.10037504845370226
IMMU-BC2-0140-FIXT-03	0	0.4060589578472476	0.06330810486845659	0	0	0	0.23737281351888367	0.05765565212653682	0.00848446190037223	0.22712000973850305
IMMU-BC2-0145-FIXT-01	0	0.07749556501552536	0	0	0	0	0.8088844090641354	0	0	0.11362002592033904
IMMU-BC2-0151-FIXT-01	0	0	0	0.08220063021356497	0	0	0.6180299942479967	0.07819049873012385	0.22157887680831448	0
IMMU-BC2-0159-FIXT-02	0.08353080884385247	0.04528487517140154	0	0	0	0	0.5099747609736783	0.18152504623455007	0	0.17968450877651765
IMMU-BC2-0163-FIXT-01	0	0.16731889923764945	0	0	0	0	0	0.7261615969113812	0.10651950385096948	0
IMMU-BC2-0166-FIXT-01	0	0.10833432696961352	0	0	0	0	0.5474917960404947	0.01780854709405792	0	0.3263653298958338
IMMU-BC2-0167-FIXT-01	0	0.2312201179521771	0	0	0	0	0	0.00558110564867088	0.15925413984404638	0.6039446365551056
IMMU-BC2-0172-FIXT-01	0	0.2617271534334724	0	0	0	0	0	0.2467531468443152	0.18977606676814143	0.3017436329540709
IMMU-BC2-0197-FIXT-02	0.07843290863109867	0.17286744302288667	0.038712281401705	0	0.01374948375762286	0	0	0	0.6962378831866868	0
IMMU-BC2-0202-FIXT-01	0	0.3412511751460434	0	0	0	0	0.4031201929564648	0.12230173986971292	0	0.13332689202777873
IMMU-BC2-0210-FIXT-01	0	0.0488241124765725	0	0	0	0	0.01132539746681971	0.3330705723855317	0.1062230710242196	0.5005568466468564
IMMU-BC2-0211-FIXT-01	0	0.1759106751642987	0	0	0	0	0.5428863979348769	0.18631732109221577	0	0.09488560580860864
IMMU-BC2-0215-FIXT-01	0.01528941701368153	0.1054788619372004	0	0	0	0	0.16715274315014766	0.1909725831332073	0.1305064058077184	0.3905999889580447
IMMU-BC2-0217-FIXT-02	0	0.16122064660839716	0	0	0	0	0	0.3134493359307777	0.5253300174608252	0
IMMU-BC2-0218-FIXT-01	0	0.0752674738623852	0	0	0	0	0.8139104539159969	0	0	0.11082207222161782
IMMU-BC2-0218-FIXT-02	0.01296521220845002	0.12485663933553576	0	0	0	0	0.08442473419046714	0.4152129536364368	0.03501472023633604	0.32752574039277427
