Mixture	B	cancer	CD4	CD8	M0	M1	M2	Mono	Neu	NK	P-value	Correlation	RMSE
5085	0.04099157896438863	0.21511882987072103	0.04823002791816682	0.00447261722690674	0.00000000000000000	0.00721021000989822	0.00000000000000000	0.28294133433103102	0.39448679278276688	0.00654860889612072	0.00000000000000000	0.07701664311900913	1.00671613828095796
5087	0.11818143808242468	0.32961294967270055	0.07190659446269548	0.00807955230437055	0.00000000000000000	0.02617592113844096	0.00000000000000000	0.21274367942714481	0.22727168372021339	0.00602818119200955	0.00000000000000000	0.04556645343319269	1.00514034461653945
5088	0.06550618174298889	0.28226016273481669	0.09943179293715042	0.00359928698643039	0.00000000000000000	0.01739664688751521	0.00000000000000000	0.21371866623333816	0.30919202053172790	0.00889524194603229	0.00000000000000000	0.06985704947477192	1.00405321376307732
5091	0.06651635007941346	0.39914182848619240	0.04645410512968719	0.02042467380656914	0.00000000000000000	0.03537596375454082	0.00000000000000000	0.14865356893307705	0.28011827969661957	0.00331523011390053	0.00000000000000000	0.05224920773989393	1.00489026669639614
5092	0.05886237415871907	0.26143208307044041	0.01688109792434512	0.00000000000000000	0.00000000000000000	0.02750573244003686	0.00000000000000000	0.37612643084663283	0.25898163197692486	0.00021064958290079	0.00000000000000000	0.07170469028697163	1.00335017837816909
5093	0.00711956198947986	0.15750960228741989	0.06251921171218632	0.01291212354620389	0.00000000000000000	0.00249147757935284	0.00000000000000000	0.34350369296722255	0.41081877506591485	0.00312555485221985	0.00000000000000000	0.12680853878429033	0.99731254201728359
5094	0.09164148129838254	0.25435692771722285	0.05768597130308453	0.00624246356687726	0.00000000000000000	0.02243733774751408	0.00000000000000000	0.17258355748053050	0.37305691885520881	0.02199534203117939	0.00000000000000000	0.06988387583437718	1.00646489812618101
5095	0.07941776923266054	0.31180160564715459	0.07662665638019099	0.04226478982039679	0.00000000000000000	0.01965396729701100	0.00000000000000000	0.19793274406531589	0.26613689563385512	0.00616557192341514	0.00000000000000000	0.19639295812143698	0.98070282041201196
5097	0.07215156412509162	0.20092434667998005	0.13696804655700481	0.03886171253799805	0.00000000000000000	0.05488091760275539	0.00000000000000000	0.13751972134416574	0.35869369115300426	0.00000000000000000	0.00000000000000000	0.18517193940375742	0.98280008236254690
5098	0.01394957506130142	0.03851248540199629	0.03095076124709002	0.00000000000000000	0.00000000000000000	0.00437633690709510	0.00000000000000000	0.09901000655508149	0.81141235866659200	0.00178847616084378	0.00000000000000000	0.50143031299531371	0.87790326569687815
5103	0.06864271014899985	0.23780325618261899	0.02575006496902187	0.03680736472240232	0.00000000000000000	0.00535461007463583	0.00000000000000000	0.28203407129829011	0.33865533962679906	0.00495258297723178	0.00000000000000000	0.08073673502912350	1.00378439026804056
5104	0.03696477610478627	0.13994453307428342	0.08617816317409512	0.01095116197402695	0.00000000000000000	0.04237429045417403	0.00000000000000000	0.17523673536207210	0.49842946742591032	0.00992087243065165	0.00000000000000000	0.10358991178823990	1.00565802101559942
5105	0.02126948918368593	0.24878541626617365	0.05429337768151180	0.00000000000000000	0.00000000000000000	0.02278882416337833	0.00000000000000000	0.28377996503120556	0.36623841399216717	0.00284451368187758	0.00000000000000000	0.05851389285159191	1.00912252477536901
5108	0.05977152349408105	0.21379457603297586	0.04148990782577665	0.00000000000000000	0.00000000000000000	0.02350463107632411	0.00000000000000000	0.28542860744410942	0.37008966001913057	0.00592109410760257	0.00000000000000000	0.05231675393160307	1.01094681201156633
5115	0.00000000000000000	0.08115570156987431	0.06041992858081808	0.00000000000000000	0.00000000000000000	0.00542710960000735	0.00000000000000000	0.13243209956930621	0.70943150278218214	0.01113365789781202	0.00000000000000000	0.34960073993922147	0.93709031229017525
5117	0.09497532978235426	0.27107172243273558	0.00616370929463220	0.00642454886657198	0.00000000000000000	0.03188228225418475	0.00000000000000000	0.32492794446718970	0.26086302712821341	0.00369143577411797	0.00000000000000000	0.05251327609966888	1.00635513253892928
5120	0.03881613354405061	0.07736638868151970	0.18101048391512517	0.00000000000000000	0.00000000000000000	0.00802916962042800	0.00000000000000000	0.17433342480080402	0.50716261276416152	0.01328178667391096	0.00000000000000000	0.48471743639262060	0.90223501183914712
5122	0.00863402069388176	0.09807254743024427	0.16619301582352242	0.00000000000000000	0.00000000000000000	0.01092306865386131	0.00000000000000000	0.17174744257798072	0.54179177161841363	0.00263813320209589	0.00000000000000000	0.21632837589868054	0.97748598069337511
5124	0.06126537678808956	0.29937716039165591	0.04987863820952705	0.00000000000000000	0.00000000000000000	0.07394096769937075	0.00000000000000000	0.33440044391766865	0.17620343554798151	0.00493397744570662	0.00000000000000000	0.03987746596559388	1.00699838750942083
5133	0.01779249214126332	0.06845273736197990	0.18129285356636526	0.01942750667627341	0.00000000000000000	0.01733770779576422	0.00000000000000000	0.07838191673461847	0.60057299667104413	0.01674178905269133	0.00000000000000000	0.50619683870327792	0.88858813538056669
5137	0.03080938084188854	0.22955590318417762	0.04399927829270536	0.00342515941924120	0.00000000000000000	0.01585878357021313	0.00000000000000000	0.22803125967260718	0.43654659180292493	0.01177364321624198	0.00000000000000000	0.05870662400736636	1.01213325535942200
5138	0.10472909539771055	0.33072245215772755	0.10237747195534744	0.01357568325002966	0.00000000000000000	0.03285830945381813	0.00000000000000000	0.20546604509100660	0.20564143546304145	0.00462950723131871	0.00000000000000000	0.06100999225142497	1.00234264675582119
5140	0.11712533696515366	0.28339121886520763	0.07002575624619389	0.01431494722442025	0.00000000000000000	0.01478919188872198	0.00000000000000000	0.18077342863333382	0.31593924952930463	0.00364087064766428	0.00000000000000000	0.09393928853494540	0.99945168527138017
5143	0.05229409950576924	0.33196685038603796	0.00070168422106106	0.00482702492933892	0.00000000000000000	0.03889054699757247	0.00000000000000000	0.39807639513599524	0.17122789248160869	0.00201550634261628	0.00000000000000000	0.04181612167769574	1.00581314984514902
5149	0.04481765404020002	0.19197580113169085	0.03020980203669201	0.00000000000000000	0.00000000000000000	0.01896017543043444	0.00000000000000000	0.34444963298184933	0.36393120900928466	0.00565572536984864	0.00000000000000000	0.06449226931437614	1.00894952150601469
5152	0.07673785620327465	0.23465107876369903	0.03201306636482959	0.00000000000000000	0.00000000000000000	0.05961924393844534	0.00000000000000000	0.39171099964263645	0.20522539177481139	0.00004236331230366	0.00000000000000000	0.05191844846822804	1.00635487857213191
5153	0.08113971827672446	0.26275093735976085	0.03145404966864775	0.00251859294709917	0.00000000000000000	0.05120406841875180	0.00000000000000000	0.37913386248428133	0.19179877084473454	0.00000000000000000	0.00000000000000000	0.05007655841427162	1.00566733040229095
5154	0.05431241394633789	0.23224204456909811	0.10678431396139663	0.00000000000000000	0.00000000000000000	0.00544091408648779	0.00000000000000000	0.14100261647115309	0.44446424199852641	0.01575345496700013	0.00000000000000000	0.15525570780169715	0.99021751925515089
5155	0.05702270996182389	0.17542160545298582	0.07212854794484579	0.02902177601656127	0.00000000000000000	0.01469006750752177	0.00000000000000000	0.18125315626336527	0.46115848799206738	0.00930364886082884	0.00000000000000000	0.11062243540779720	1.00181612533822872
5158	0.05458182697879579	0.26249836917775815	0.08567089695686782	0.00000000000000000	0.00000000000000000	0.01835162733692750	0.00000000000000000	0.31652515108735968	0.24581241712776222	0.01655971133452886	0.00000000000000000	0.06580815485696090	1.00384533555263755
5171	0.06829923623152849	0.07910241251863191	0.18105428183914557	0.00000000000000000	0.00000000000000000	0.00732738352642859	0.00000000000000000	0.23899055033487468	0.40280689904197464	0.02241923650741620	0.00000000000000000	0.44115528523159769	0.92046214293305628
5172	0.15377324063817691	0.13773511103485273	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.08611121510463307	0.00000000000000000	0.35040984416298215	0.26838003818588341	0.00359055087347184	0.00000000000000000	0.05012227814003408	1.01026010367804253
5175	0.03400083332826756	0.22547843364554301	0.03756061034735921	0.00538834418390181	0.00000000000000000	0.01072213459743951	0.00000000000000000	0.27795888838289545	0.40130067267952363	0.00759008283506971	0.00000000000000000	0.11782061501392423	0.99794868422645200
5179	0.06038453831068753	0.26818046508698495	0.06093950705616254	0.00000000000000000	0.00000000000000000	0.04154072338123783	0.00000000000000000	0.16146251607419210	0.40429296953318117	0.00319928055755391	0.00000000000000000	0.05701891699548538	1.01004719918437358
5180	0.07298871820019830	0.36195957766644821	0.04411390928381973	0.00000000000000000	0.00000000000000000	0.05454402011312144	0.00000000000000000	0.16072645490327420	0.30352182670050948	0.00214549313262855	0.00000000000000000	0.04419284913191426	1.00762959336918612
5182	0.09074281095440544	0.22810530203524224	0.04608281842919013	0.00000000000000000	0.00000000000000000	0.07390890428347612	0.00000000000000000	0.33994831566822326	0.21794251638907169	0.00326933224039105	0.00000000000000000	0.04549642386964917	1.00795166613677645
5187	0.04560393915973242	0.26599033019047158	0.05465087562281050	0.01601393648520561	0.00000000000000000	0.03022633887490685	0.00000000000000000	0.23008770185408181	0.34644840369848312	0.01097847411430824	0.00000000000000000	0.06881475902260219	1.00599126795440474
5188	0.08652888680500788	0.42970785777281645	0.05342288892494416	0.00000000000000000	0.00000000000000000	0.03905480154716701	0.00000000000000000	0.19121948001328262	0.19365256883047569	0.00641351610630612	0.00000000000000000	0.05845916749874586	1.00167048567287087
5190	0.06931300436939702	0.19435019351188643	0.07737544730625460	0.00000000000000000	0.00000000000000000	0.01231054345306914	0.00000000000000000	0.14497394118948295	0.49644037082353071	0.00523649934637904	0.00000000000000000	0.11077278596777461	1.00231220325772008
5191	0.04181063831141596	0.21225945993019477	0.01061403144489802	0.00504801621093219	0.00000000000000000	0.02363606378004581	0.00000000000000000	0.36747557538526365	0.33540759935928294	0.00374861557796657	0.00000000000000000	0.08848465483531101	1.00287727711460994
5192	0.01511344892761086	0.20833699945251127	0.00848610740058086	0.01030451160300507	0.00000000000000000	0.01642798823667133	0.00000000000000000	0.19267808281771956	0.54671900504192739	0.00193385651997348	0.00000000000000000	0.05584859001889467	1.01857110519565697
5194	0.10175717479442950	0.18974205317417725	0.01651605080788413	0.00000000000000000	0.00000000000000000	0.03517586775505951	0.00000000000000000	0.41195781518084229	0.23972704827034391	0.00512399001726343	0.00000000000000000	0.07667216026039313	1.00295325046967565
5209	0.02375210274521355	0.03964842318851770	0.07078226957160995	0.00637391677879466	0.00000000000000000	0.00672737185258221	0.00000000000000000	0.02053842415283322	0.81687051953729428	0.01530697217315433	0.00000000000000000	0.55196855735265604	0.85686707278662666
5210	0.04165146447993835	0.17393388329407000	0.10657717172872544	0.02754373855664376	0.00000000000000000	0.00459041140153961	0.00000000000000000	0.29900823538036714	0.32286837518287426	0.02382671997584151	0.00000000000000000	0.19155768703327222	0.98143475748045095
