Samples	CBSX__scRNA-melanoma__Malignant	CBSX__scRNA-melanoma__Endothelial_cells	CBSX__scRNA-melanoma__CAF	CBSX__scRNA-melanoma__T_cells_CD8	CBSX__scRNA-melanoma__NK_cells	CBSX__scRNA-melanoma__Macrophages	CBSX__scRNA-melanoma__T_cells_CD4	CBSX__scRNA-melanoma__B_cells
IMMU-BC2-0784-FIXT-01	0.08069022548601588	0.00744986582566945	0.7413629773952825	0	0	0.0909138475749301	0.07958308371810209	0
IMMU-BC2-0785-FIXT-01	0.3614860257287569	0	0.4993017668462936	0	0	0.08697048111544244	0.03902152591022097	0.01322020039928615
IMMU-BC2-0792-FIXT-01	0.08577331350112037	0.00767928659223921	0.6691624943593502	0	0.01699757670772553	0.1187358289918704	0.09344957656565316	0.00820192328204106
IMMU-BC2-0794-FIXT-01	0.08013226693700469	0	0.8125949929961229	0	0	0.06160306867594772	0.04566967139092463	0
IMMU-BC2-0797-FIXT-01	0	0	0.695235451847804	0	0.00693684918628764	0.2183937371762638	0.07354256199479653	0.00589139979484807
IMMU-BC2-0801-FIXT-01	0	0	0.6687215768072815	0	0.01415626901642934	0.17214671878386834	0.14497543539242086	0
IMMU-BC2-0804-FIXT-01	0	0	0.3658165159779789	0.04177293662643232	0.01294191361004353	0.426318708290419	0.15300614586751204	1.4377962761417e-4
IMMU-BC2-0805-FIXT-01	0.10413149240932304	0	0.6694593678451267	0	0	0.18566375000115423	0.03991330705294494	8.3208269145107e-4
IMMU-BC2-0812-FIXT-01	0.15871911887662804	1.2930671548244e-4	0.6736645215290965	0	0	0.11143724075193036	0	0.05604981212686273
IMMU-BC2-0813-FIXT-01	0.09305017729844418	0.01753165002978814	0.775290400803613	0	0	0.04357928815859866	0	0.07054848370955608
IMMU-BC2-0815-FIXT-01	0	0	0.45836237127196466	0	0.0590437298798626	0.2957875003489079	0.18680639849926495	0
IMMU-BC2-0815-FIXT-01	0	0	0.49409482842587793	0	0.06691877429679749	0.2790965826172702	0.15988981466005428	0
IMMU-BC2-0829-FIXT-01	0.2533169565265175	0.00746399436052478	0.4060121312864934	0	0.01742749544026558	0.06342979352387942	0.25234962886231943	0
IMMU-BC2-0832-FIXT-01	0.0506472138027106	0	0.678678732524164	0	0.02044047260978629	0.09503279257926513	0.15520078848407395	0
IMMU-BC2-0834-FIXT-01	0.34559333920479957	0	0.3655819102346086	0	0.01326464761090931	0.11972118198325864	0.15583892096642382	0
IMMU-BC2-0842-FIXT-01	0.0801962686472668	0	0.7907729798440145	0	0	0.07792514657554368	0.00963482898992587	0.04147077594324904
IMMU-BC2-0843-FIXT-02	0.32432924508635275	0	0.4477996175388045	0	0.01416679857145687	0.09216968598580089	0.09467339276820089	0.02686126004938405
IMMU-BC2-0844-FIXT-02	0	0	0.3033524419894205	0	0.04466247182508117	0.10303608371984244	0.2537701153674706	0.2951788870981853
IMMU-BC2-0845-FIXT-01	0.00821719318238416	0.0168649448991759	0.8395549409987073	0	0	0.07959906929191812	0.05420954890293667	0.00155430272487757
IMMU-BC2-0856-FIXT-01	0.04314621513574279	0.00333844131097658	0.6505189464494073	0	0.00339869283567084	0.1044199415869299	0.07034980867833833	0.12482795400293414
IMMU-BC2-0862-FIXT-01	0.20355030960252973	0	0.6535436455637827	0	0	0.04175999175528694	0.02064953306618041	0.08049652001222019
IMMU-BC2-0876-FIXT-01	0	0	0.7436297305970808	0	0.04322817653238741	0.19345528653827496	0	0.01968680633225683
IMMU-BC2-0878-FIXT-01	0.04849476326312603	0.01529497838900931	0.4607462130781003	0	0.05273902185270362	0.17044942231379712	0.24432088387585668	0.00795471722740695
IMMU-BC2-0879-FIXT-01	0.06091462744588124	0	0.7497157318205185	0.0871157594720675	0	0.10225388126153276	0	0
IMMU-BC2-0880-FIXT-01	0.4590097096585162	0	0.4009670369037676	0	0	0.0996217673508958	0.04040148608682022	0
IMMU-BC2-0881-FIXT-01	0.17039452546872147	0	0.7772573064980085	0	0.00269921323972885	0.04964895479354116	0	0
IMMU-BC2-0885-FIXT-01	0.13802367474726213	0.0242642887059257	0.6497667709992218	0.00659903304951671	0	0.04562433541167984	0	0.1357218970863939
IMMU-BC2-0891-FIXT-01	0	0	0.4155904297225983	0	0.12408230494468309	0.17698732732751088	0.21841739188471695	0.06492254612049078
IMMU-BC2-0898-FIXT-01	0	0	0.7390712571511248	0	0	0.15721722051315043	0.10371152233572464	0
IMMU-BC2-0900-FIXT-02	0	1.5582921969374e-4	0.15662879689626225	0	0.01424044009522733	0.11718908758190824	0.23661898246031976	0.4751668637465888
IMMU-BC2-0925-FIXT-01	0	0	0.7714607569952922	0	0.00953530157805994	0.07540170915160697	0.14360223227504082	0
IMMU-BC2-0928-FIXT-01	0	0	0.5129447046656648	0.00312745465110027	0	0.20590960513577225	0.2004311011976476	0.0775871343498151
IMMU-BC2-0930-FIXT-01	0.0967472965979758	0	0.6647317215264371	0	0.04403669157120534	0.11460032608374876	0.0742023307657377	0.00568163345489522
IMMU-BC2-0931-FIXT-01	0.1619580253873826	0	0.6385199484672353	0.02763262583470114	0	0.14684241786066485	0	0.02504698245001605
IMMU-BC2-0931-FIXT-02	0.00139087713773982	0.00605347160630851	0.8721128314446857	0	0	0.02588645079598025	0.06323035285567699	0.03132601615960889
IMMU-BC2-0936-FIXT-01	0.13043762122103109	0	0.695840045048324	0	0	0.08663509776991131	0.07435811046860451	0.01272912549212906
IMMU-BC2-0946-FIXT-01	0	0.00696999068984174	0.7631036179481483	0	0	0.11782964545061868	0.08084858885065492	0.03124815706073641
IMMU-BC2-1000-FIXT-01	0	0	0.7720121246973395	0	0	0.07716909999220156	0.11017567419249533	0.04064310111796367
IMMU-BC2-1002-FIXT-01	0.211792604054918	0.0040368833945706	0.7027384681762696	0	0	0.06851895279121052	0.01291309158303126	0
IMMU-BC2-1003-FIXT-01	0.0210224420015197	0	0.8044442627269194	0	0	0.09122733430612252	0.08330596096543834	0
IMMU-BC2-1004-FIXT-01	0.04016756624329249	0.01391165373094076	0.8651804170086839	0	0	0.07584705375472865	0.00414073265193786	7.5257661041639e-4
IMMU-BC2-1006-FIXT-01	0.19471532088608787	0	0.7035795300505437	0	0	0.06921345902500373	0	0.03249169003836451
IMMU-BC2-1007-FIXT-01	0	0.01270678723363739	0.8094814733045942	0	0	0.12621961232126874	0.04609628368799679	0.00549584345250276
IMMU-BC2-1016-FIXT-01	0.2854057225188658	0.02268689088276669	0.4444192945624202	0	0	0.09557691143722236	0.15191118059872483	0
IMMU-BC2-1020-FIXT-01	0.31712599093884464	0.04581737574107161	0.4852632873864764	0	0	0.1440274877626549	0.00776585817095248	0
IMMU-BC2-1022-FIXT-01	0	0.00346677372189791	0.7430884059033498	0.1534157759575776	0	0.08696420057241325	0	0.01306484384476153
IMMU-BC2-1023-FIXT-01	0.2589902104044782	0.02385086290911882	0.5912632438751895	0	0.01620616229566463	0.06590916572232029	0.01844206013146098	0.02533829466176759
IMMU-BC2-1025-FIXT-01	0	0	0.7857100832105165	0	0	0.13034699478149714	0.0779351219728005	0.00600780003518582
IMMU-BC2-1026-FIXT-01	0.07192999737199904	0	0.5455713304132851	0	0.00716266423972197	0.18744036042109424	0.12028541303969668	0.06761023451420307
IMMU-BC2-1031-FIXT-01	0.301743910337293	0.00564148902845709	0.593694004324248	0	0.00792290371800445	0.07962885814978748	0.01136883444221004	0
IMMU-BC2-1035-FIXT-01	7.5174425220068e-4	0	0.4760837241920172	0	0	0.22955833084930688	0.05065580298056468	0.24295039772591065
IMMU-BC2-1036-FIXT-01	0.03218619289276238	0.0028751636775275	0.5902468972706449	0	0.02410889129333746	0.2697430663745028	0.08083978849122489	0
IMMU-BC2-1047-FIXT-01	0	0.01042842358391906	0.7558046364201833	0	0	0.1003862012973324	0.1025380836695753	0.03084265502899008
IMMU-BC2-1050-FIXT-01	0.26804298037425284	0.00138482808811519	0.68325421310584	0	0	0.01615897631082927	0.0281208895089938	0.00303811261196887
IMMU-BC2-1053-FIXT-01	0.03923845378274182	0	0.77286979014817	0	0	0.08341055327552277	0	0.10448120279356524
IMMU-BC2-1075-FIXT-01	0.01385743980840502	0	0.8293884031779761	0	0	0.15675415701361883	0	0
IMMU-BC2-1096-FIXT-01	0.07249786928197074	0	0.613770422662827	0	0.04867347691327796	0.22900119395577745	0.0359875258327462	6.951135340054e-5
