Mixture	Malignant	Endothelial cells	CAF	T cells CD8	NK cells	Macrophages	T cells CD4	B cells	P-value	Correlation	RMSE
Gide_Cancer-Cell_2019-10	0.87097967170690349	0.00000000000000000	0.06522376221249125	0.00000000000000000	0.00000000000000000	0.04314007863423334	0.02065648744637190	0.00000000000000000	0.00000000000000000	0.65332336290718995	0.76969539873176851
Gide_Cancer-Cell_2019-11	0.16469169899152852	0.02388800210623703	0.62800040594929507	0.00000000000000000	0.00000000000000000	0.11028706471948216	0.07313282823345718	0.00000000000000000	0.00000000000000000	0.33732424113095416	0.96216026830834078
Gide_Cancer-Cell_2019-12	0.32065136600715666	0.00000000000000000	0.62847486515268147	0.00000000000000000	0.00000000000000000	0.05087376884016176	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.42537212924300488	0.91050552896120895
Gide_Cancer-Cell_2019-13	0.94008000988771401	0.00000000000000000	0.04633898729360653	0.00000000000000000	0.00000000000000000	0.01230484399822447	0.00127615882045511	0.00000000000000000	0.00000000000000000	0.53837761221871638	0.84314725173703864
Gide_Cancer-Cell_2019-14	0.72390923563959664	0.00000000000000000	0.18218210392845360	0.00000000000000000	0.00000000000000000	0.09390866043194974	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.25806697351922375	0.99425126690444843
Gide_Cancer-Cell_2019-15	0.53144159171254235	0.00774049604576882	0.35876006142294559	0.00000000000000000	0.00000000000000000	0.06258669442579201	0.03947115639295129	0.00000000000000000	0.00000000000000000	0.29487344901348417	0.96772620332549752
Gide_Cancer-Cell_2019-16	0.30209990846404189	0.00000000000000000	0.65652635785887203	0.00000000000000000	0.00000000000000000	0.04137373367708600	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.48669824967034536	0.87492192630386112
Gide_Cancer-Cell_2019-17	0.19281915564960522	0.00663191178252921	0.57207420284954213	0.00000000000000000	0.00416997364736710	0.11807748105216491	0.10622727501879137	0.00000000000000000	0.00000000000000000	0.38776522812339875	0.93027524444617060
Gide_Cancer-Cell_2019-18	0.33515151356573830	0.00000000000000000	0.45688423392435751	0.00000000000000000	0.00000000000000000	0.12126023399752152	0.08670401851238276	0.00000000000000000	0.00000000000000000	0.45586454034201279	0.89027842928233125
Gide_Cancer-Cell_2019-19	0.81367191070539502	0.00000000000000000	0.13477135541956012	0.00000000000000000	0.00000000000000000	0.04604335654352446	0.00551337733152036	0.00000000000000000	0.00000000000000000	0.44424465700516219	0.89767798487326278
Gide_Cancer-Cell_2019-2	0.43962096789932747	0.01194198898359883	0.29546623271564632	0.00000000000000000	0.00000000000000000	0.15171588712271555	0.10125492327871176	0.00000000000000000	0.00000000000000000	0.36002008759190302	0.94032525487524432
Gide_Cancer-Cell_2019-21	0.49659279837455983	0.00000000000000000	0.35733181302797518	0.00000000000000000	0.00000000000000000	0.08914443704671905	0.05693095155074586	0.00000000000000000	0.00000000000000000	0.39228672592430941	0.92170057937260874
Gide_Cancer-Cell_2019-23	0.52936146938992545	0.00000000000000000	0.38007315527705343	0.00000000000000000	0.00000000000000000	0.06462437287374688	0.02594100245927424	0.00000000000000000	0.00000000000000000	0.47630105038137033	0.87928796522271579
Gide_Cancer-Cell_2019-25	0.78984469361351184	0.00000000000000000	0.12107100540529041	0.00000000000000000	0.00000000000000000	0.04222019960995961	0.04686410137123825	0.00000000000000000	0.00000000000000000	0.70753204945535209	0.74185590687855762
Gide_Cancer-Cell_2019-27	0.82914560170447937	0.00000000000000000	0.14568330656943126	0.00000000000000000	0.00000000000000000	0.01514106151517506	0.00000000000000000	0.01003003021091432	0.00000000000000000	0.10709484716011446	1.06966312172558831
Gide_Cancer-Cell_2019-29	0.92593388762930617	0.00000000000000000	0.06073335447191281	0.00000000000000000	0.00000000000000000	0.01333275789878104	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.30710452287262285	0.97959554455045994
Gide_Cancer-Cell_2019-3	0.91898199390707991	0.00026688985208794	0.05194533999407544	0.00000000000000000	0.00000000000000000	0.02098180455982526	0.00782397168693149	0.00000000000000000	0.00000000000000000	0.43287078682886027	0.90748310067363591
Gide_Cancer-Cell_2019-34	0.65499243200970581	0.00357318221362430	0.17007231472344991	0.00000000000000000	0.00000000000000000	0.09025141768334345	0.08111065336987650	0.00000000000000000	0.00000000000000000	0.43687561791258167	0.89969954629121196
Gide_Cancer-Cell_2019-35	0.20953108166386689	0.00000000000000000	0.40651670126182754	0.01848383274413207	0.00000000000000000	0.18684646011366063	0.14172483332768965	0.03689709088882302	0.00000000000000000	0.38980209103087005	0.93379336348367181
Gide_Cancer-Cell_2019-36	0.85616425987006450	0.00000000000000000	0.05848584824767009	0.00000000000000000	0.00000000000000000	0.04818270510636096	0.03716718677590434	0.00000000000000000	0.00000000000000000	0.55239978089041342	0.83495590801205843
Gide_Cancer-Cell_2019-38	0.00000000000000000	0.00000000000000000	0.55424037457492092	0.06192219449982610	0.00000000000000000	0.29350253840163432	0.09033489252361869	0.00000000000000000	0.00000000000000000	0.49417897672919486	0.90124048967253789
Gide_Cancer-Cell_2019-40	0.00000000000000000	0.00667100915240840	0.48307290374069883	0.00000000000000000	0.00000000000000000	0.24393655959306221	0.26631952751383042	0.00000000000000000	0.00000000000000000	0.40573995103160176	0.94161368098310294
Gide_Cancer-Cell_2019-41	0.70575491562577375	0.00000000000000000	0.18343237140883667	0.00000000000000000	0.00000000000000000	0.07457570093286259	0.03623701203252702	0.00000000000000000	0.00000000000000000	0.38910813500804664	0.92480850264990933
Gide_Cancer-Cell_2019-42	0.37025130296565212	0.02287512241834710	0.54451696755418799	0.00000000000000000	0.00000000000000000	0.04201036736026081	0.02034623970155204	0.00000000000000000	0.00000000000000000	0.47413264627524354	0.88038550530743231
Gide_Cancer-Cell_2019-44	0.41432638506559555	0.00491853185966528	0.23254164459185572	0.00000000000000000	0.00000000000000000	0.08935178921879751	0.25886164926408595	0.00000000000000000	0.00000000000000000	0.43609216735726603	0.90101184422065850
Gide_Cancer-Cell_2019-45	0.30510034768041211	0.00000000000000000	0.08447949681848328	0.11505937268105597	0.00000000000000000	0.27584296642949430	0.21951781639055445	0.00000000000000000	0.00000000000000000	0.29038860748235856	1.01815072546448637
Gide_Cancer-Cell_2019-46	0.83593037972599438	0.00000000000000000	0.08399103990944795	0.00671866633791427	0.00000000000000000	0.04671335842723516	0.02664655559940829	0.00000000000000000	0.00000000000000000	0.68074399436694000	0.75427975613272058
Gide_Cancer-Cell_2019-47	0.52309500657805197	0.00547619859304543	0.12461801943503775	0.00000000000000000	0.00000000000000000	0.24102969495828178	0.10578108043558301	0.00000000000000000	0.00000000000000000	0.42341212683421159	0.92230782120993438
Gide_Cancer-Cell_2019-48	0.60410513699302748	0.00000000000000000	0.17798111309330511	0.04763533135959577	0.00076775693989152	0.07075394014376443	0.06678694424614308	0.03196977722427265	0.00000000000000000	0.41394890100234777	0.91047521007102239
Gide_Cancer-Cell_2019-49	0.82842466603046894	0.00051532101948821	0.08592075792633709	0.00000000000000000	0.00000000000000000	0.05532157329886726	0.02981768172483855	0.00000000000000000	0.00000000000000000	0.53027744902575391	0.84848439700297396
Gide_Cancer-Cell_2019-5	0.92780654758246039	0.00000000000000000	0.05603960247012366	0.00000000000000000	0.00000000000000000	0.01585978846352922	0.00029406148388665	0.00000000000000000	0.00000000000000000	0.65786736256820932	0.76293481857990220
Gide_Cancer-Cell_2019-50	0.11985492625621495	0.00000000000000000	0.71736228774963628	0.03031281787069359	0.00000000000000000	0.13246996812345516	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.49857117675561280	0.87320594609716295
Gide_Cancer-Cell_2019-52	0.74075503778119567	0.00000000000000000	0.13585935518211117	0.00000000000000000	0.00000000000000000	0.04881548621338117	0.07457012082331192	0.00000000000000000	0.00000000000000000	0.39136838498806803	0.92313825043871256
Gide_Cancer-Cell_2019-53	0.00000000000000000	0.00551644164969288	0.24243207924353502	0.12789355471527894	0.00000000000000000	0.11567173000904844	0.44697174076051588	0.06151445362192894	0.00000000000000000	0.21674157015592549	1.00722674225394404
Gide_Cancer-Cell_2019-54	0.85412321742474706	0.00000000000000000	0.04911568013816066	0.00769184669347184	0.00000000000000000	0.04951214825060340	0.03955710749301691	0.00000000000000000	0.00000000000000000	0.65783687788260370	0.76821214112311420
Gide_Cancer-Cell_2019-6	0.60718859472146836	0.00476894417113408	0.05515943645086646	0.00000000000000000	0.00000000000000000	0.02576830707705299	0.24174402011522875	0.06537069746424937	0.00000000000000000	0.45412536439383866	0.89300411090414322
Gide_Cancer-Cell_2019-7	0.05721068886565677	0.00000000000000000	0.40089541756123803	0.01431745567946310	0.00000000000000000	0.37253377497266643	0.15504266292097571	0.00000000000000000	0.00000000000000000	0.45752857710138073	0.96099366966813848
Gide_Cancer-Cell_2019-9	0.31806926784624856	0.00000000000000000	0.52703037802326003	0.00000000000000000	0.00000000000000000	0.07049613122376057	0.08440422290673071	0.00000000000000000	0.00000000000000000	0.43370333596766292	0.90178890213917562
