Mixture	B.cells	Macrophages.M1	Macrophages.M2	Monocytes	Neutrophils	NK.cells	T.cells.CD4	T.cells.CD8	Tregs	Dendritic.cells	P-value	Correlation	RMSE
Gide_Cancer-Cell_2019-10	0.00000000000000000	0.10405706092125629	0.49320688273365715	0.35167758046010300	0.03383182973112813	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.01722664615385545	0.00000000000000000	0.00000000000000000	0.14283129447736456	1.08881028816979963
Gide_Cancer-Cell_2019-11	0.00000000000000000	0.00000000000000000	0.20345720459584654	0.79073205460456530	0.00581074079958811	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.30357811831295334	1.02960343527210507
Gide_Cancer-Cell_2019-12	0.00000000000000000	0.04408939589283613	0.28279331665699098	0.39658449247010025	0.00000000000000000	0.00000000000000000	0.27653279498007277	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.05606594235241892	1.07409800381876175
Gide_Cancer-Cell_2019-13	0.00000000000000000	0.04418060717145279	0.20642361931769168	0.46687834946130674	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.04283165291395666	0.23968577113559209	0.00000000000000000	0.00000000000000000	0.17933195332978991	1.02545346540447158
Gide_Cancer-Cell_2019-14	0.00445475685872955	0.01311029356688430	0.26673017174844021	0.67710694033582364	0.00000000000000000	0.00474920520576904	0.02894165200214516	0.00193483553055170	0.00297214475165642	0.00000000000000000	0.00000000000000000	0.41955011633941552	0.93158208654241492
Gide_Cancer-Cell_2019-15	0.00000000000000000	0.00000000000000000	0.09210638205212764	0.85533457301112981	0.00000000000000000	0.00000000000000000	0.05255904493674254	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.23172017323081506	1.08173348236063260
Gide_Cancer-Cell_2019-16	0.00000000000000000	0.01196286183557839	0.00000000000000000	0.56319811182192347	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.42483902634249809	0.00000000000000000	0.00000000000000000	-0.04710249137461393	1.14338827337297366
Gide_Cancer-Cell_2019-17	0.00000000000000000	0.09077756335596229	0.10233151801647501	0.68622557334843426	0.03545615052199413	0.00000000000000000	0.06788592231450533	0.01732327244262885	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.22756151380665848	1.05165606395828792
Gide_Cancer-Cell_2019-18	0.00000000000000000	0.14178583959269342	0.51813984977020489	0.00000000000000000	0.00501942679459707	0.00000000000000000	0.10651992037146243	0.00938028941697194	0.00000000000000000	0.21915467405407033	0.00000000000000000	0.14956911245414553	1.05934426420470085
Gide_Cancer-Cell_2019-19	0.00000000000000000	0.08666543503492614	0.10937145699057865	0.65717361803600827	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.14678948993848687	0.00000000000000000	0.00000000000000000	0.13485428000532698	1.08978875906281192
