Samples	CBSX__CD226__B	CBSX__CD226__CD4	CBSX__CD226__CD8CD226negNoAct	CBSX__CD226__CD8CD226negPostAct	CBSX__CD226__CD8CD226plusNoAct	CBSX__CD226__CD8CD226plusPostAct	CBSX__CD226__M1	CBSX__CD226__M2	CBSX__CD226__Mono	CBSX__CD226__Neu	CBSX__CD226__NK
LUNG-NSCLC2-0553	0.2476273768165339	0.06907621945968154	0	0	0.08382146051329599	0.12521886180836186	0.23551012496985865	0	0.14672739090966613	0.0920185655226019	0
LUNG-NSCLC2-0560	0.21879870425163225	0.03069810469960159	0	0	0.10050046926691436	0.07439267480281499	0.2966198648874465	0.10055778748496293	0.13218041977566056	0.04625197483096687	0
LUNG-NSCLC2-0561	0.17794814496034844	0.02823504793944634	0.02630341684512857	0	0.01764481507850017	0.12319860189611992	0.33445220499502626	0.1596130233944571	0.10542154149145416	0.02718320339951896	0
LUNG-NSCLC2-0563	0.2011546640525108	0.01005513478536558	0.02947170427422216	0.00496193212759978	0.01615808091004724	0.145898877502607	0.3770248562344948	0.11775307379750592	0.07989731260385495	0.01762436371179183	0
LUNG-NSCLC2-0565	0.23788070391733465	0.06688846757960483	0	0	0.10178539682914341	0.19328928255049593	0.2125982618524855	0.07868005422569412	0.08204130000143393	0.02683653304380764	0
LUNG-NSCLC2-0566	0.23534531917094711	0.02943610300117542	0	0.00557039730917594	0.08952295169123983	0.08235924706148925	0.29231974427061114	0.1308813960325233	0.08903262861072217	0.04553221285211597	0
LUNG-NSCLC2-0567	0.1939592587800767	0.17947075860426093	0.02095289330887531	0	0.05074527754853221	0.12181106722087189	0.20341303646119188	0.10854338003003576	0.11089434913012304	0.01020997891603235	0
LUNG-NSCLC2-0568	0.2197344641000886	0.07587218809229035	0	0	0.08584203570813119	0.07806365066989672	0.27356667476654106	0.17201113181380384	0.09490985484924828	0	0
LUNG-NSCLC2-0569	0.2118058800284982	0.02824652020003688	0	0	0.07912610373699797	0.09582199688208708	0.2913333210811836	0.13895544993787395	0.14040680797774407	0.01430392015557819	0
LUNG-NSCLC2-0571	0.2372062330778812	0.28500415135060525	0	0	0.06865032661091884	0.12890212176307975	0.12648979711774586	0.05520801401844399	0.09853935606132508	0	0
LUNG-NSCLC2-0572	0.22882771873909827	0.16865212892854906	0.03574383316329979	0	0.03126206263528881	0.11589547007570564	0.15727382054027025	0.1327475525646389	0.12165669075067656	0.00794072260247265	0
LUNG-NSCLC2-0576	0.1626022218506547	0.21336326188971255	0	0	0.08399386418096998	0.10381172429855204	0.194850737343315	0.11388106356158414	0.09143084612808	0.03606628074713153	0
LUNG-NSCLC2-0580	0.19946356295568363	0	0.0046210240145525	0	0.04509267874762911	0.16061727419580432	0.2711371338181016	0.10342412663104623	0.15184107116537376	0.06380312847180887	0
LUNG-NSCLC2-0583	0.17983098982335927	0	0	0	0.14785846147349924	0.1615757824906924	0.2956075758654856	0.11248866874469404	0.0869687845352541	0.01566973706701533	0
LUNG-NSCLC2-0584	0.2858549308520746	0.03638461652988571	0	0	0.06403213027067209	0.09950227129900564	0.26867358796050556	0.11978712302236884	0.09060458826167872	0.03516075180380876	0
LUNG-NSCLC2-0585	0.192035325128278	0.1018048956496038	0	0	0.04567063498741726	0.11770926123743693	0.2810597424392897	0.15496266599221967	0.09214817484406432	0.01460929972169026	0
LUNG-NSCLC2-0587	0.18870424332896865	0	0.00105765011659723	0	0.06690151276595899	0.15744947056813005	0.2918934542071431	0.14510498588601925	0.11567437383512325	0.03321430929205939	0
LUNG-NSCLC2-0588	0.0729179151144309	0	0	0	0.07309803857244475	0.06688071674670498	0.2549116365843009	0.27594996993411897	0.11029678378618224	0.14594493926181729	0
LUNG-NSCLC2-0590	0.16495349614946295	0.13959039650660487	0	0	0.0814581799514509	0.16167374196670709	0.2120681440987738	0.17284274213665943	0.06741329919034089	0	0
LUNG-NSCLC2-0592	0.21712999387018816	0.01915860078580475	0	0	0.05511237657909222	0.0601345299323987	0.31572846128388043	0.240160621956605	0.08651792581492061	0.00605748977711005	0
LUNG-NSCLC2-0593	0.2775353917969381	0.07050896992385457	0	0	0.1166621701174638	0.06903850766918451	0.28116324329545167	0.0766103864190808	0.10115905485409264	0.00732227592393387	0
LUNG-NSCLC2-0595	0.19187365158532177	0.23649855872412823	0.00890376663442498	0	0.05676659984026611	0.066124823156834	0.1859570131468118	0.1905964596344934	0.06327912727771982	0	0
LUNG-NSCLC2-0596	0.16035026987599635	0	0	0	0.06481233646608371	0.11201364239001008	0.2926340344863705	0.13702012811277234	0.13461881675812734	0.09855077191063974	0
LUNG-NSCLC2-0599	0.14302802468363304	0	0	0	0.0590022648957912	0.0506944012687156	0.2860569098349661	0.282516442298437	0.13198071489447538	0.04672124212398172	0
LUNG-NSCLC2-0602	0.08966571616311025	0	0.05127312448926444	0	0	0.05363894249610261	0.42240456514446545	0.2104066528984825	0.09091406360683556	0.0816969352017393	0
LUNG-NSCLC2-0603	0.21864608635017213	0.1255158096037048	0.01963083379615524	0	0.02987986293766332	0.1594906581879861	0.23441190857211003	0.13400146964353082	0.07227210056685712	0.0061512703418203	0
LUNG-NSCLC2-0607	0.15773082705885144	0.16230161466701887	0	0	0.11035863913846064	0.1497507534509017	0.17799732159844367	0.14760797791769398	0.0776571968552463	0.01659566931338335	0
LUNG-NSCLC2-0608	0.2061545912582976	0.2501474640652813	0	0	0.07665212325555126	0.08468044996527435	0.1470813090636611	0.12406363467910664	0.09382877635536932	0.01739165135745835	0
LUNG-NSCLC2-0610	0.1872544333367216	0.11591076488942584	0	0	0.06715817271089905	0.09789051056268833	0.19457562524956745	0.16856810439731787	0.10239020469345664	0.06625218415992314	0
LUNG-NSCLC2-0611	0.15094443420325332	0.0492878451005669	0	0	0.07259231597307124	0.1018697522089658	0.2682735803103643	0.21174139536180717	0.08567611627290055	0.05961456056907061	0
LUNG-NSCLC2-0612	0.20311531842586847	0.06849936274419684	0	0	0.1316611086071285	0.1874781625779336	0.2101879955545366	0.08811720908064659	0.1109408430096894	0	0
LUNG-NSCLC2-0613	0.1634570262727113	0.03455939061882592	0.02066222009330499	0	0.04303867757150683	0.1917011150294277	0.3155514237274876	0.12131121692782224	0.09096558479819392	0.01875334496071961	0
LUNG-NSCLC2-0614	0.1914140153209476	0.03984487970396464	0	0	0.06810566910937045	0.09888615342155728	0.26596547647092605	0.14621988449751638	0.14370899137050586	0.04585493010521154	0
LUNG-NSCLC2-0617	0.16991692214463106	0.01663978310739885	0	0	0.12471700643229444	0.17163906157790454	0.24951413263307973	0.15810104666998434	0.10043019819662784	0.00904184923807924	0
LUNG-NSCLC2-0622	0.1933900827703484	0.1903909336805758	0	0	0.03931033107869542	0.09568252738653114	0.21853541217511757	0.17781451434377393	0.0821582987889777	0.00271789977597996	0
LUNG-NSCLC2-0623	0.15871563466049482	0	0	0	0.11730760796284068	0.15366499741001743	0.26835325568452306	0.10566049527578078	0.12041522866204754	0.07588278034429567	0
LUNG-NSCLC2-0630	0.13855496076507515	0.14399545853460122	0	0	0.08071707156318528	0.12756133964571909	0.20451173319715232	0.13387853117841825	0.11164155274753434	0.0591393523683144	0
LUNG-NSCLC2-0631	0.18159098704647175	0.07626816112184664	0	0	0.07567406694545996	0.10188391086629436	0.27345440298064294	0.12337996548825424	0.13958147638672558	0.02816702916430436	0
LUNG-NSCLC2-0632	0.19571759572289185	0.0159157767226181	0	0	0.09563085402142207	0.17416629425792	0.2741664230024425	0.15891028219891576	0.05957759805340844	0.02591517602038119	0
LUNG-NSCLC2-0633	0.24175277421995245	0.04567906697913121	0	0	0.05546925075477643	0.07737364021292807	0.2957165266345348	0.16111480472880466	0.0977550982803662	0.02513883818950619	0
LUNG-NSCLC2-0635	0.2252524718631156	0.17400119076270668	0	0	0.09237109185209734	0.12285710237206382	0.21061331968955355	0.09326960743406612	0.08163521602639702	0	0
LUNG-NSCLC2-0636	0.1665712810759368	0.00709508018671089	0	0	0.05778820183340035	0.06458247218729023	0.36552575886533906	0.11583383790926652	0.17952524193849062	0.04307812600356557	0
LUNG-NSCLC2-0641	0.2234968391533458	0.0931038523734162	0	0	0.04291092045899511	0.0800984055602602	0.3175194376786548	0.10008015093933172	0.12223001040742112	0.02056038342857495	0
LUNG-NSCLC2-0648	0.18258819800552908	0.07151060456633297	0	0	0.04284370106955079	0.07877607041872398	0.27444230639731754	0.13639904127708746	0.1585656701556638	0.05487440810979455	0
LUNG-NSCLC2-0652	0.20685108671383137	0.09776457476060511	0.03341385263011142	0	0.00207926781680667	0.10381589033730264	0.1769231094982042	0.25639447040401564	0.06805903979905419	0.0546987080400687	0
LUNG-NSCLC2-0657	0.1322156548749201	0	0	0	0.06354403386164603	0.03775604686223757	0.29116356364686935	0.30464179314512296	0.1210712198137968	0.04960768779540711	0
LUNG-NSCLC2-0660	0.18990433611023613	0.01359083885224612	0	0	0.09597276284883306	0.08629052145471257	0.31943730485300487	0.21661338742430103	0.05948698827632182	0.01870386018034441	0
LUNG-NSCLC2-0665	0.16087445573479026	0.07081323945229193	0.02556000096150027	0	0.02518467311170201	0.09851409162225086	0.1914886963769924	0.3077329737911889	0.0990625865944212	0.02076928235486224	0
LUNG-NSCLC2-0672	0.18629983890002977	0.08532644924965105	0	0	0.05603263618918158	0.11581137429803032	0.2582224193751672	0.14320704616071	0.11835281835514894	0.03674741747208117	0
LUNG-NSCLC2-0677	0.19684479130848145	0.12212756716446334	0.00520001468898885	0	0.02361302330550052	0.1847324604806248	0.17847932312642367	0.10508202708684912	0.11227209039241566	0.06768547705154723	0.00396322539470522
LUNG-NSCLC2-0678	0.22366644024629465	0.02046950357139064	0	0	0.08577257690902448	0.13316905049199948	0.30804531017404324	0.02943438669119659	0.17914797854372802	0.02029475337232289	0
LUNG-NSCLC2-0679	0.1891616998530019	0	8.8058161389632e-4	0	0.03534273216538741	0.20115183906914225	0.328917892621439	0.11299657088270285	0.09243871684365436	0.03910996695077602	0
LUNG-NSCLC2-0680	0.2073904676573932	0.10924949687322982	0.00366471783093077	0	0.03278784978164342	0.1171529936586034	0.2896875561022984	0.15106740739765323	0.08899951069824762	0	0
LUNG-NSCLC2-0683	0.1957626787131188	0	0	0	0.07246620612402495	0.0731425329242629	0.3233744961703325	0.1573749961666943	0.09298634921255852	0.0848927406890079	0
LUNG-NSCLC2-0685	0.20971433557798247	0.05236460709890011	0	0	0.1058833680582422	0.09480724605844792	0.2993830640270057	0.1242140183878414	0.09435215771908212	0.01928120307249806	0
LUNG-NSCLC2-0687	0.16089375023904112	0	0.01539832546017569	0	0.02015499263443863	0.05965033318413612	0.2898719369790449	0.3391944133660159	0.0719356653549002	0.04290058278224752	0
LUNG-NSCLC2-0689	0.18022083278855136	0.20028488731928412	0.00793252807243232	0	0.0612624976985054	0.07932428008174945	0.16711895586170616	0.16610545680601166	0.08690932566195687	0.05084123570980287	0
LUNG-NSCLC2-0695	0.19234961774507883	0.1906654089134389	0	0	0.08300030065065406	0.13486913746006185	0.1369651467711648	0.14827319878712492	0.07841731127455191	0.0354598783979248	0
LUNG-NSCLC2-0696	0.21841615075750367	0.07097353680648723	0	0	0.054719028390208	0.1124873880899717	0.2092499712779247	0.165774827384216	0.1089033256932576	0.05947577160043108	0
LUNG-NSCLC2-0698	0.2348257767000234	0	0	0	0.11166030125095967	0.17424235618851033	0.2770299999000641	0.08248097779043011	0.07327592886303852	0.04648465930697393	0
LUNG-NSCLC2-0702	0.17194922987314945	0.11177471218647982	0	0	0.12896241714409892	0.14773984221215083	0.19243733089153803	0.14688583606801606	0.10025063162456706	0	0
LUNG-NSCLC2-0704	0.25178197110092004	0.02177614508155869	0	0	0.06069516079624782	0.07127475070803824	0.33292172413509635	0.1278110695235398	0.12507108142884082	0.00866809722575834	0
LUNG-NSCLC2-0705	0.2108165562345006	0	0	0	0.10169040831164576	0.17749959501938137	0.27458437889740894	0.05988724253786337	0.14720716987610594	0.02831464912309395	0
LUNG-NSCLC2-0707	0.1383590500866217	0.09986230703320464	0	0	0.06059794394113967	0.10180117374330336	0.23043546978120913	0.21999855313274655	0.0973479614887584	0.05159754079301666	0
LUNG-NSCLC2-0709	0.23422859398521564	0	0	0	0.11142927802391853	0.15378445315351716	0.33774648442486793	0.10114689729699793	0.06166429311548291	0	0
LUNG-NSCLC2-0711	0.17879847610971955	0.0633950556071873	0	0	0.09694145482558952	0.12373910361486122	0.2467866497778609	0.15735945690267086	0.11540350689082478	0.01757629627128582	0
LUNG-NSCLC2-0712	0.2827252280455908	0.21583310974225453	0.03759095679606884	0	0.02297671757681167	0.09699251958195232	0.18329091519438143	0.06597239034388257	0.07989155602959336	0.01472660668946466	0
LUNG-NSCLC2-0713	0.1810813727124971	0.09746989510916997	0.03900568014459687	0	0.03060877832991681	0.1784299193678263	0.23580966513462476	0.14356502311513308	0.05246053002364667	0.04156913606258829	0
LUNG-NSCLC2-0714	0.20434264155268095	0.19443526851169393	0	0	0.08513881657807054	0.07179142380142851	0.21467423884512915	0.11881663970788275	0.0731210745688443	0.03767989643426983	0
LUNG-NSCLC2-0715	0.20527237645662877	0.02093478231295029	0	0	0.06859945106696325	0.11235394483436605	0.26196614969766413	0.1565358447718037	0.1041419505540046	0.07019550030561912	0
LUNG-NSCLC2-0717	0.18830165236711724	0.2415611294132104	0	0	0.09837149209831332	0.11592551486087976	0.14972416743270864	0.115012996572484	0.09110304725528665	0	0
LUNG-NSCLC2-0718	0.1996349773052951	0.03468172902156978	0	0	0.03715313941683806	0.08698822650495756	0.31229534920092605	0.12157707036201336	0.11461180388409554	0.09305770430430452	0
LUNG-NSCLC2-0720	0.16622294791448045	0	0	0	0.1281868979233759	0.09157185865965188	0.2396854778909124	0.18881129673107783	0.11515598772602743	0.07036553315447408	0
