Mixture	T cells CD8	Monocytes	T cells CD4	NKT cells	B cells	NK cells	P-value	Correlation	RMSE
IMMU-BC2-0118-FIXT-01	0.14890154235528344	0.29427284254713837	0.00000000000000000	0.00000000000000000	0.55682561509757822	0.00000000000000000	0.00000000000000000	0.01617403507132689	1.24862118661571975
IMMU-BC2-0118-FIXT-02	0.25786209831644125	0.05023646724167512	0.00000000000000000	0.00000000000000000	0.62066403046027108	0.07123740398161253	0.00000000000000000	0.15978951744316389	1.04300871433086706
IMMU-BC2-0132-FIXT-01	0.26369906385574349	0.00730008234124941	0.00000000000000000	0.00000000000000000	0.69741221819421373	0.03158863560879324	0.00000000000000000	0.05287668161505420	1.09754554869569021
IMMU-BC2-0140-FIXT-01	0.05919046839215741	0.00000000000000000	0.40998995546909023	0.00000000000000000	0.48655782311669271	0.04426175302205954	0.00000000000000000	0.07131944601916211	1.04086184553515571
IMMU-BC2-0140-FIXT-03	0.26434332442369274	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.64923029854445191	0.08642637703185529	0.00000000000000000	0.06246853360672262	1.08555165283175636
IMMU-BC2-0145-FIXT-01	0.20659326375160389	0.19468809837903281	0.00000000000000000	0.00000000000000000	0.59871863786936330	0.00000000000000000	0.00000000000000000	0.04527855974557464	1.15766849798441607
IMMU-BC2-0151-FIXT-01	0.26491025829621506	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.73508974170378505	0.00000000000000000	0.00000000000000000	0.03995480825476345	1.11007188104322640
IMMU-BC2-0159-FIXT-02	0.03067269088347935	0.03707660073729280	0.36131132372391217	0.00000000000000000	0.56113120652856907	0.00980817812674659	0.00000000000000000	0.06799615830406727	1.06010676286341576
IMMU-BC2-0163-FIXT-01	0.27218565640588716	0.00000000000000000	0.28600499798966506	0.00000000000000000	0.44180934560444768	0.00000000000000000	0.00000000000000000	0.00697472808169841	1.06279611248324768
IMMU-BC2-0166-FIXT-01	0.14687506190848376	0.00000000000000000	0.61714905518895369	0.00000000000000000	0.23597588290256258	0.00000000000000000	0.00000000000000000	0.00970663951231882	1.03146706090799567
IMMU-BC2-0167-FIXT-01	0.29840230884777547	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.70159769115222448	0.00000000000000000	0.00000000000000000	0.06966982389614743	1.09000415811045581
IMMU-BC2-0172-FIXT-01	0.18474841642147949	0.09007840952976555	0.16410836827665204	0.00000000000000000	0.56106480577210283	0.00000000000000000	0.00000000000000000	0.07493406072954796	1.07808067638521576
IMMU-BC2-0197-FIXT-02	0.13900787543889709	0.00000000000000000	0.29944810974489261	0.00000000000000000	0.39966628660100867	0.16187772821520149	0.00000000000000000	0.09976242831923832	1.03024392592955594
IMMU-BC2-0202-FIXT-01	0.20639108216321683	0.00000000000000000	0.30240188671935503	0.00000000000000000	0.40932656507385112	0.08188046604357710	0.00000000000000000	0.03638811031366963	1.04947944351794620
IMMU-BC2-0210-FIXT-01	0.45092582906087553	0.00000000000000000	0.06751211554086216	0.00000000000000000	0.48156205539826241	0.00000000000000000	0.00000000000000000	0.06932328543979981	1.05731497303838551
IMMU-BC2-0211-FIXT-01	0.10992950993783702	0.00290849405556539	0.41925498834924657	0.00000000000000000	0.37596943949754719	0.09193756815980379	0.00000000000000000	0.05357555058542367	1.03636891071314641
IMMU-BC2-0215-FIXT-01	0.31651124812175480	0.00000000000000000	0.19155842941740983	0.00000000000000000	0.49193032246083535	0.00000000000000000	0.00000000000000000	0.13387987067331192	1.02587177613075853
IMMU-BC2-0217-FIXT-02	0.21249374900259049	0.00000000000000000	0.29648651870966308	0.00000000000000000	0.33047831258829130	0.16054141969945496	0.00000000000000000	0.09210438299266524	1.02941620491718622
IMMU-BC2-0218-FIXT-01	0.24340062098978060	0.04824253373866576	0.00000000000000000	0.00000000000000000	0.70835684527155374	0.00000000000000000	0.00000000000000000	0.02900722941906921	1.11774671198072539
IMMU-BC2-0218-FIXT-02	0.16651181851600719	0.00000000000000000	0.15565635194513766	0.00000000000000000	0.58715140727941006	0.09068042225944503	0.00000000000000000	0.02488040711322741	1.08311501295658297
IMMU-BC2-0223-FIXT-01	0.12986074814112583	0.00000000000000000	0.22836365613347845	0.00000000000000000	0.51495776180267394	0.12681783392272178	0.00000000000000000	0.05536014179887484	1.05882780309216207
IMMU-BC2-0223-FIXT-02	0.48404825886182468	0.00000000000000000	0.12876028311634746	0.00000000000000000	0.38719145802182781	0.00000000000000000	0.00000000000000000	0.01868581883209861	1.06460903893485681
IMMU-BC2-0225-FIXT-01	0.04735612034954139	0.62603442094637285	0.11748558287813761	0.00000000000000000	0.17313259197281217	0.03599128385313591	0.00000000000000000	0.28309707640587051	1.40568725063514210
IMMU-BC2-0228-FIXT-01	0.13330108059345749	0.61348487572878752	0.17382170268859526	0.00000000000000000	0.07939234098915965	0.00000000000000000	0.00000000000000000	0.07432605936882646	1.57135310310263310
IMMU-BC2-0229-FIXT-01	0.00000000000000000	0.00000000000000000	0.62170841139849431	0.00000000000000000	0.18143729328492744	0.19685429531657822	0.00000000000000000	-0.00059976091239780	1.03977543243835213
IMMU-BC2-0232-FIXT-01	0.37545203851348874	0.00000000000000000	0.25965382371164630	0.00000000000000000	0.36287538235148653	0.00201875542337836	0.00000000000000000	0.07292037282820099	1.03515146875729203
IMMU-BC2-0245-FIXT-01	0.52707915290613061	0.01078460980574903	0.18221596754653460	0.00000000000000000	0.27992026974158590	0.00000000000000000	0.00000000000000000	0.01186996144877893	1.05906029588537276
IMMU-BC2-0252-FIXT-01	0.11563702674517722	0.07128871058062987	0.19197614689316755	0.00000000000000000	0.61199800245027924	0.00910011333074615	0.00000000000000000	0.12330274133394431	1.05626104701078205
IMMU-BC2-0254-FIXT-01	0.40533307865617257	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.59466692134382737	0.00000000000000000	0.00000000000000000	0.07784784596410831	1.07046910318459920
IMMU-BC2-0260-FIXT-01	0.04110743207148947	0.00000000000000000	0.71923453927113445	0.00000000000000000	0.19889851834672942	0.04075951031064662	0.00000000000000000	0.02512129835305403	1.02366696888823072
IMMU-BC2-0261-FIXT-01	0.23660059272851605	0.02842774722989887	0.04618147103173522	0.00000000000000000	0.57078597838472789	0.11800421062512194	0.00000000000000000	0.07216998010615937	1.07206933579995467
IMMU-BC2-0265-FIXT-01	0.00000000000000000	0.00000000000000000	0.19936148560174818	0.00000000000000000	0.79732686933464103	0.00331164506361077	0.00000000000000000	0.06909791148234844	1.10206045777905803
IMMU-BC2-0277-FIXT-01	0.55899324928837413	0.00000000000000000	0.01334117842942466	0.00000000000000000	0.35684167449184584	0.07082389779035546	0.00000000000000000	0.03851583601431911	1.06768507587601236
IMMU-BC2-0279-FIXT-01	0.33482089108993934	0.00000000000000000	0.01300339038533944	0.00000000000000000	0.61770632120013647	0.03446939732458469	0.00000000000000000	0.09270403069820372	1.06600700607851473
IMMU-BC2-0282-FIXT-01	0.12439445150971722	0.00000000000000000	0.23930271389478222	0.00000000000000000	0.57515656380050895	0.06114627079499165	0.00000000000000000	0.05378424390195550	1.06508516846954682
IMMU-BC2-0283-FIXT-01	0.08101357929681002	0.00000000000000000	0.42571412335858161	0.00000000000000000	0.34899009017295013	0.14428220717165821	0.00000000000000000	0.06639239879168694	1.03181772631271906
IMMU-BC2-0283-FIXT-02	0.12313938572379554	0.05960295316025987	0.02991374386661830	0.00000000000000000	0.70845817579379178	0.07888574145553455	0.00000000000000000	0.25666420758187541	1.00499742367221967
IMMU-BC2-0285-FIXT-01	0.00000000000000000	0.00000000000000000	0.33200852748195042	0.00000000000000000	0.66799147251804958	0.00000000000000000	0.00000000000000000	0.04364808967089628	1.08328268977809161
