Mixture	T cells CD8	Monocytes	T cells CD4	NKT cells	B cells	NK cells	P-value	Correlation	RMSE
IMMU-BC3-0099	0.19338295761073399	0.05771305768649333	0.24798457282725370	0.00000000000000000	0.50091941187551903	0.00000000000000000	0.00000000000000000	0.04471105403325941	1.06950533774505385
IMMU-BC3-0101	0.15284553667876910	0.31833961820443518	0.21083296485234321	0.00000000000000000	0.31798188026445262	0.00000000000000000	0.00000000000000000	0.10996080797469082	1.18656871463745484
IMMU-BC3-0109	0.25131500255820682	0.00000000000000000	0.10077430570866916	0.00000000000000000	0.52110481373043160	0.12680587800269252	0.00000000000000000	0.15309453474952450	1.02677177537372577
IMMU-BC3-0111	0.00000000000000000	0.36754758438210705	0.00915192599189550	0.00000000000000000	0.62330048962599749	0.00000000000000000	0.00000000000000000	0.14148034136661355	1.24484254647155423
IMMU-BC3-0113	0.37220633998319552	0.00000000000000000	0.10474917490269194	0.00000000000000000	0.39491287808023440	0.12813160703387813	0.00000000000000000	0.00952692820137661	1.07427480852432211
IMMU-BC3-0119	0.23741558796125553	0.00000000000000000	0.20525139499813017	0.00000000000000000	0.55733301704061433	0.00000000000000000	0.00000000000000000	0.03348160037517086	1.07198830733281691
IMMU-BC3-0124	0.29748737126267144	0.00000000000000000	0.08962066862705909	0.00000000000000000	0.61289196011026947	0.00000000000000000	0.00000000000000000	0.07710440476027274	1.06786289962816738
IMMU-BC3-0126	0.30823376977804462	0.00000000000000000	0.19365112947789859	0.00000000000000000	0.35769128299031899	0.14042381775373777	0.00000000000000000	0.08811309525225194	1.03710093062999498
IMMU-BC3-0138	0.27763770991577491	0.48786924720236641	0.11277463539784977	0.00000000000000000	0.12171840748400892	0.00000000000000000	0.00000000000000000	0.00508943116102604	1.45242321477769409
IMMU-BC3-0139	0.00000000000000000	0.00000000000000000	0.39326610539250023	0.00000000000000000	0.49303560520136691	0.11369828940613289	0.00000000000000000	0.04203548571631586	1.05382994666807872
IMMU-BC3-0147	0.49660346847043002	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.50339653152956998	0.00000000000000000	0.00000000000000000	0.00637146516492372	1.09000839092581026
IMMU-BC3-0152	0.44322896863166628	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.55677103136833384	0.00000000000000000	0.00000000000000000	0.07044168423239651	1.06917932226408419
IMMU-BC3-0154	0.30983294711438586	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.57978744617156797	0.11037960671404609	0.00000000000000000	0.03920743554030123	1.08718425468750568
IMMU-BC3-0154	0.26512817069363021	0.00000000000000000	0.10863517823212152	0.00000000000000000	0.60329215460362018	0.02294449647062810	0.00000000000000000	0.03094150674736705	1.08481211748460105
IMMU-BC3-0155	0.38487385552661418	0.05131107976074409	0.04326026105415144	0.00000000000000000	0.52055480365849027	0.00000000000000000	0.00000000000000000	0.10784732382825932	1.05374127314197819
IMMU-BC3-0165	0.27135796088474246	0.10228768190344839	0.00000000000000000	0.00000000000000000	0.62635435721180910	0.00000000000000000	0.00000000000000000	0.18915295348723790	1.04138674117385444
IMMU-BC3-0168	0.24485767074371584	0.00000000000000000	0.31617557381433170	0.00000000000000000	0.29283962352000475	0.14612713192194760	0.00000000000000000	0.02298412652909591	1.04895819384558919
IMMU-BC3-0171	0.15239687007585784	0.00000000000000000	0.28798613477130780	0.00000000000000000	0.44565776892460790	0.11395922622822650	0.00000000000000000	0.14141060105501665	1.01686689841069744
IMMU-BC3-0177	0.38109808876533774	0.00000000000000000	0.31175662843627339	0.00000000000000000	0.30714528279838893	0.00000000000000000	0.00000000000000000	0.03517458662001487	1.04147593086975121
IMMU-BC3-0181	0.15567353224998121	0.06357065040284987	0.10738064071135184	0.00000000000000000	0.63966339546903139	0.03371178116678576	0.00000000000000000	0.00625465678906672	1.11422539917550756
IMMU-BC3-0187	0.25787276113372865	0.00000000000000000	0.26114229571552050	0.00000000000000000	0.47858616292497647	0.00239878022577435	0.00000000000000000	0.07556487793123885	1.04357086119699605
IMMU-BC3-0188	0.31759698007560438	0.00608744207556333	0.14756413654323397	0.00000000000000000	0.51040357866749964	0.01834786263809863	0.00000000000000000	0.12426495594920699	1.03376218926477814
IMMU-BC3-0189	0.33286927950529410	0.00000000000000000	0.31955070565328364	0.00000000000000000	0.34758001484142209	0.00000000000000000	0.00000000000000000	0.01174297515469421	1.05076400687338278
IMMU-BC3-0190	0.54646980178082427	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.45353019821917573	0.00000000000000000	0.00000000000000000	0.04611113164294980	1.06966496389030130
IMMU-BC3-0198	0.25613553301483943	0.00000000000000000	0.14108264988516073	0.00000000000000000	0.47716959614820670	0.12561222095179300	0.00000000000000000	0.04293625129954261	1.06481705464429988
IMMU-BC3-0199	0.41135330361566930	0.06866674933142129	0.00000000000000000	0.00000000000000000	0.51997994705290929	0.00000000000000000	0.00000000000000000	0.09409095945646154	1.06636180803012071
IMMU-BC3-0200	0.24330946993457950	0.00000000000000000	0.22341120111132001	0.00000000000000000	0.39707797042138460	0.13620135853271570	0.00000000000000000	0.05159151210071691	1.05017555953572672
IMMU-BC3-0204	0.05010659012428156	0.00000000000000000	0.23611652784350465	0.00000000000000000	0.70575901699289079	0.00801786503932301	0.00000000000000000	0.17135483845431015	1.03446622509260222
