Mixture	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE
Gide_Cancer-Cell_2019-10	0.02033936871033970	0.00000000000000000	0.01929535243579108	0.01635647149078940	0.05898107961287571	0.11219509034297019	0.01478845311536370	0.00515585103558386	0.00000000000000000	0.00000000000000000	0.03387915331447684	0.00000000000000000	0.00000000000000000	0.38853448976697513	0.01243884329062440	0.22473727951729600	0.00000000000000000	0.00737114394417232	0.00000000000000000	0.07404757949351062	0.01187984392923099	0.00000000000000000	0.00000000000000000	0.12344870381653252	1.09242168232250125
Gide_Cancer-Cell_2019-11	0.00000000000000000	0.01302942228772629	0.02965850267655097	0.00011164493463955	0.13121849501263261	0.10851404702521895	0.00000000000000000	0.01797607673264581	0.00000000000000000	0.00000000000000000	0.03453484430238209	0.00000000000000000	0.01385697416543993	0.17485191190599325	0.00416398213224615	0.10404294900928142	0.08373371451221946	0.00000000000000000	0.25852381246540745	0.02578362283761613	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.19159715548439044	1.01824098148253794
Gide_Cancer-Cell_2019-12	0.00296506738095284	0.00000000000000000	0.06890627566798180	0.00000000000000000	0.11701172218406522	0.02297747423629348	0.00000000000000000	0.03054444795150621	0.00000000000000000	0.00811377899134389	0.01639376495748116	0.00000000000000000	0.00000000000000000	0.41110690183968929	0.00790143434034162	0.20255291905902920	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.11152621339131537	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.25066219172994386	1.02814133417165254
Gide_Cancer-Cell_2019-13	0.14340510987486818	0.00000000000000000	0.30653683521649117	0.03068354046251408	0.01413555884936357	0.06076731860248866	0.00000000000000000	0.03322473641753114	0.00000000000000000	0.00414528270750569	0.00104172308746886	0.00000000000000000	0.00000000000000000	0.04275322368265276	0.00000000000000000	0.11751020732588326	0.06476528820116376	0.02607825630335744	0.06980649711721963	0.08514642215149171	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.01531272206177597	1.07745847369801551
Gide_Cancer-Cell_2019-14	0.00000000000000000	0.00000000000000000	0.14814719650752931	0.02511420990399591	0.00000000000000000	0.00000000000000000	0.12302237997825630	0.04589385640099099	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.02745823785925437	0.06115025159872608	0.07760790760925133	0.00000000000000000	0.11422719279742463	0.00136479535906437	0.04015081853907015	0.00000000000000000	0.22187100258491740	0.11399215086151913	0.00000000000000000	0.00000000000000000	0.02900476222156656	1.09248739248816706
Gide_Cancer-Cell_2019-15	0.00000000000000000	0.01820034485776571	0.20436511362973672	0.01456044386242005	0.05260817780242483	0.18424071883237164	0.00000000000000000	0.04814606100435852	0.00790136342869421	0.00000000000000000	0.02938094253933760	0.00000000000000000	0.01465629908202860	0.00000000000000000	0.02189888459226312	0.22603299061438820	0.05209267975465334	0.00000000000000000	0.12591597999955767	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.02124752208778504	1.06245915642042954
Gide_Cancer-Cell_2019-16	0.00000000000000000	0.03267027687084982	0.14006307705538293	0.02913083077442309	0.00000000000000000	0.12123735702221108	0.00000000000000000	0.00575534912829487	0.00000000000000000	0.00000000000000000	0.07701546845643020	0.00000000000000000	0.00000000000000000	0.25152043583541206	0.00000000000000000	0.30418945749118959	0.00000000000000000	0.00148809819705143	0.00000000000000000	0.00573339017092963	0.00374113549449412	0.02745512350333110	0.00000000000000000	0.07273122138776886	1.08492634737945859
Gide_Cancer-Cell_2019-17	0.00000000000000000	0.00323752859593657	0.05755760009924373	0.01831552887330663	0.02605975725120277	0.02326758537289269	0.03737452779290991	0.07604015825542841	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.02974950158964204	0.03391795966787196	0.24037633732105815	0.03304352933047353	0.21816686286230222	0.00000000000000000	0.00736706686084704	0.00000000000000000	0.15398168752752445	0.02870485998934967	0.01283950861001028	0.00000000000000000	0.15566575793763229	1.05099818259127842
Gide_Cancer-Cell_2019-18	0.00000000000000000	0.00236116665328843	0.02845933749675547	0.00000000000000000	0.04422682718587647	0.04485732245389311	0.11387251752390531	0.00188169000384550	0.00000000000000000	0.00000000000000000	0.04635868964771230	0.00000000000000000	0.00000000000000000	0.24625476837204946	0.00000000000000000	0.40829138990998076	0.00000000000000000	0.00531666898612019	0.00000000000000000	0.05528727280525440	0.00000000000000000	0.00283234896131866	0.00000000000000000	0.43854932029330973	0.90598581214805585
Gide_Cancer-Cell_2019-19	0.00000000000000000	0.00926433035059444	0.04152921649921309	0.00000000000000000	0.03002304244517100	0.00046230144070422	0.16720914381364516	0.03420907674579672	0.00000000000000000	0.00000000000000000	0.03840807431261747	0.00000000000000000	0.01136266654424566	0.21732552578619635	0.00000000000000000	0.13113183779644283	0.04249892450925939	0.02035350359341527	0.00000000000000000	0.11838150408404942	0.08933401035471250	0.04850684172393634	0.00000000000000000	0.04574964329988487	1.08454271547318104
