Mixture	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE
IMMU-BC2-0118-FIXT-01	0.03321185427973116	0.00000000000000000	0.00230109209031635	0.22187204251986037	0.00000000000000000	0.19442129549210241	0.00000000000000000	0.00151700976324639	0.15597097624584572	0.07808286735870831	0.00000000000000000	0.00000000000000000	0.07577867055880684	0.11597710215471145	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.02174352215987296	0.09912356737679789	0.00000000000000000	0.00000000000000000	-0.00236424474962062	1.11685866159705016
IMMU-BC2-0118-FIXT-02	0.00000000000000000	0.00000000000000000	0.00400171966517787	0.01166446319805560	0.00000000000000000	0.40821807960967443	0.00000000000000000	0.00000000000000000	0.08433086798833354	0.00000000000000000	0.02436080645466383	0.00000000000000000	0.04508856537245782	0.25131462330810783	0.00000000000000000	0.10331511146212290	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.04016396368444160	0.02203843754282976	0.00550336171413471	0.00000000000000000	0.02872079244595521	1.09934175426659042
IMMU-BC2-0132-FIXT-01	0.01621614236189784	0.00000000000000000	0.00000000000000000	0.25601172205768991	0.00000000000000000	0.19216964286909610	0.00000000000000000	0.00000000000000000	0.27270915951263613	0.00000000000000000	0.03422309508677659	0.00000000000000000	0.02419999592545157	0.17108971908221901	0.03288424479706689	0.00049627830716593	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.01041730672372354	1.13249468519539009
IMMU-BC2-0140-FIXT-01	0.00000000000000000	0.14133142398149401	0.00000000000000000	0.18554575448852570	0.00000000000000000	0.32491813390367347	0.00000000000000000	0.00000000000000000	0.17368992431178903	0.00000000000000000	0.01379088184847976	0.00725014864348793	0.04340672706346006	0.02916568403677202	0.00000000000000000	0.02261045977215196	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00401984582758042	0.03731847522368333	0.01695254089890215	0.00000000000000000	0.05612108780602902	1.10130110692913052
IMMU-BC2-0140-FIXT-03	0.03778680269486914	0.00000000000000000	0.00000000000000000	0.01534462213555485	0.00000000000000000	0.43910207510434585	0.05540685170631458	0.00000000000000000	0.05013449672573127	0.00000000000000000	0.09252056257131545	0.00000000000000000	0.05341898563752934	0.00000000000000000	0.00000000000000000	0.16509743335323118	0.00000000000000000	0.08267736583771887	0.00000000000000000	0.00013286490237179	0.00837793933101764	0.00000000000000000	0.00000000000000000	0.00154285592593533	1.10119977009701753
IMMU-BC2-0145-FIXT-01	0.06930486878429884	0.00000000000000000	0.06095723013582546	0.05151595642499805	0.00000000000000000	0.27775199204004530	0.00000000000000000	0.00000000000000000	0.16723691393544410	0.00000000000000000	0.04572937451704095	0.00000000000000000	0.02424124003891493	0.20401147082037854	0.01103100355789650	0.00000000000000000	0.00000000000000000	0.02406107796220790	0.00000000000000000	0.03830377747753429	0.02585509430541514	0.00000000000000000	0.00000000000000000	0.05741062236729226	1.07049897530935145
IMMU-BC2-0151-FIXT-01	0.00000000000000000	0.12774708416059594	0.00000000000000000	0.15885171105211265	0.00000000000000000	0.10476091053511426	0.00000000000000000	0.00000000000000000	0.34516452141243353	0.00000000000000000	0.00894502313771261	0.00000000000000000	0.00927929990581273	0.11383617230790090	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00299563709567857	0.12836844608650633	0.00000000000000000	0.00000000000000000	0.00005119430613261	0.00000000000000000	0.01834743339972312	1.10095763205637875
IMMU-BC2-0159-FIXT-02	0.02928077703315366	0.10977643052142526	0.00000000000000000	0.02402697227278050	0.18339833281810239	0.00000000000000000	0.36404462176925773	0.00000000000000000	0.05013077683082390	0.00000000000000000	0.00000000000000000	0.00497862609443916	0.01707626711517337	0.07638879633231468	0.00000000000000000	0.01977352537551998	0.00000000000000000	0.00000000000000000	0.04460638276259920	0.00000000000000000	0.07651849107441026	0.00000000000000000	0.00000000000000000	0.05972560018677497	1.05905680197745999
IMMU-BC2-0163-FIXT-01	0.00000000000000000	0.00557586320513802	0.00154046647745741	0.00000000000000000	0.00000000000000000	0.47364625535682103	0.00000000000000000	0.00000000000000000	0.24521915811987088	0.00000000000000000	0.07176956816002704	0.00000000000000000	0.01258815079738579	0.04090258380340668	0.00000000000000000	0.01625061360275062	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.12136783677050514	0.01113950370663754	0.00000000000000000	0.00000000000000000	-0.00835701341630868	1.14235696828674893
IMMU-BC2-0166-FIXT-01	0.00000000000000000	0.00966795721225044	0.00000000000000000	0.08183260201414218	0.00000000000000000	0.36958445390503541	0.00000000000000000	0.00000000000000000	0.23014449436558804	0.00000000000000000	0.00000000000000000	0.11446677734936324	0.04173136931991318	0.06006940066130188	0.00000000000000000	0.03774951829159027	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00411623108966800	0.05063719579114737	0.00000000000000000	0.00000000000000000	0.02608793160182479	1.12935256805293349
