Mixture	T cells CD8	Monocytes	T cells CD4	NKT cells	B cells	NK cells	P-value	Correlation	RMSE
LUNG-NSCLC2-0553	0.00000000000000000	0.00826202922094047	0.00000000000000000	0.11337908300552470	0.87835888777353488	0.00000000000000000	0.00000000000000000	0.22417598164126065	1.04186569983785526
LUNG-NSCLC2-0560	0.19137061066752523	0.01965094755158994	0.00000000000000000	0.00000000000000000	0.78897844178088483	0.00000000000000000	0.00000000000000000	0.23369527647390678	1.02350422194993818
LUNG-NSCLC2-0561	0.00000000000000000	0.19538249004963981	0.00000000000000000	0.37422416495223959	0.43039334499812065	0.00000000000000000	0.00000000000000000	0.05134899902503361	1.14085660035984771
LUNG-NSCLC2-0563	0.04393732601230159	0.00000000000000000	0.23759357566169678	0.01501735227302147	0.70345174605298022	0.00000000000000000	0.00000000000000000	0.25211329336646104	0.99543981057561659
LUNG-NSCLC2-0565	0.09187633179282668	0.00000000000000000	0.17864940347763017	0.00000000000000000	0.72947426472954324	0.00000000000000000	0.00000000000000000	0.35416008327355031	0.94702134748504874
LUNG-NSCLC2-0566	0.11353770278606329	0.07581248372940232	0.02310850822709512	0.00000000000000000	0.78754130525743937	0.00000000000000000	0.00000000000000000	0.49741833248740575	0.87123015361420597
LUNG-NSCLC2-0567	0.00000000000000000	0.06663487559092722	0.00000000000000000	0.26566941644624836	0.66769570796282451	0.00000000000000000	0.00000000000000000	0.12107981422269830	1.07246182824827407
LUNG-NSCLC2-0568	0.09436734187260241	0.02432779326449881	0.00000000000000000	0.00000000000000000	0.88130486486289883	0.00000000000000000	0.00000000000000000	0.49562162449590536	0.87484591230109066
LUNG-NSCLC2-0569	0.10886305463445217	0.01659743256812753	0.00000000000000000	0.00000000000000000	0.87453951279742026	0.00000000000000000	0.00000000000000000	0.35140943419580750	0.96736076351115530
LUNG-NSCLC2-0571	0.11847923249859678	0.01954022014187816	0.00000000000000000	0.00000000000000000	0.86198054735952512	0.00000000000000000	0.00000000000000000	0.17660770852673133	1.06732349135577742
LUNG-NSCLC2-0572	0.15398184401106013	0.00955035941138317	0.00000000000000000	0.00000000000000000	0.83646779657755677	0.00000000000000000	0.00000000000000000	0.28439294272405480	1.00140053519587235
LUNG-NSCLC2-0576	0.14878218453214401	0.01121004740357769	0.00000000000000000	0.00000000000000000	0.84000776806427835	0.00000000000000000	0.00000000000000000	0.07537650185753476	1.11573086043853009
LUNG-NSCLC2-0580	0.08295822382625599	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.91704177617374394	0.00000000000000000	0.00000000000000000	0.39437242530121724	0.94469274074898058
LUNG-NSCLC2-0583	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.19928158935258194	0.80071841064741800	0.00000000000000000	0.00000000000000000	0.11345520129283697	1.08718518080846693
LUNG-NSCLC2-0584	0.12908541988615474	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.87091458011384537	0.00000000000000000	0.00000000000000000	0.36689064078815825	0.95644428276837501
LUNG-NSCLC2-0585	0.05702363847777173	0.00380910941705920	0.00000000000000000	0.00000000000000000	0.93916725210516916	0.00000000000000000	0.00000000000000000	0.18576692982921444	1.07673938091520482
LUNG-NSCLC2-0587	0.12211120775978039	0.01671452210331942	0.07854696483564019	0.00000000000000000	0.78262730530126012	0.00000000000000000	0.00000000000000000	0.45308778173626152	0.89591374445645067
LUNG-NSCLC2-0588	0.11394436654801801	0.01804880967016790	0.00000000000000000	0.00000000000000000	0.86800682378181404	0.00000000000000000	0.00000000000000000	0.18438806084975384	1.06402493603064818
LUNG-NSCLC2-0590	0.16640626730432936	0.01747865240714816	0.00000000000000000	0.00000000000000000	0.81611508028852253	0.00000000000000000	0.00000000000000000	0.20553394436900377	1.04284954101196914
LUNG-NSCLC2-0592	0.01635199500317584	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.98364800499682414	0.00000000000000000	0.00000000000000000	0.71883439392046411	0.69859276941812021
LUNG-NSCLC2-0593	0.09121690228666436	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.90878309771333565	0.00000000000000000	0.00000000000000000	0.32878236728100496	0.98510297716555095
LUNG-NSCLC2-0595	0.18007645373987435	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.81992354626012565	0.00000000000000000	0.00000000000000000	0.24508881061387797	1.02042368333016342
LUNG-NSCLC2-0596	0.10245188881143955	0.01505725637582920	0.00000000000000000	0.00000000000000000	0.88249085481273126	0.00000000000000000	0.00000000000000000	0.23034849008044456	1.04046254119562231
LUNG-NSCLC2-0599	0.09024481835611425	0.01343752526664110	0.00000000000000000	0.00000000000000000	0.89631765637724459	0.00000000000000000	0.00000000000000000	0.44322668290121586	0.91094286782733191
LUNG-NSCLC2-0602	0.02046860110824745	0.00000000000000000	0.13067315494396267	0.00000000000000000	0.82684851604786636	0.02200972789992356	0.00000000000000000	0.43835940217808200	0.90652257658265156
LUNG-NSCLC2-0603	0.08245503575854317	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.91754496424145682	0.00000000000000000	0.00000000000000000	0.39343482449862643	0.94536411449898949
LUNG-NSCLC2-0607	0.00000000000000000	0.02974203317773791	0.00000000000000000	0.21461381339669908	0.75564415342556313	0.00000000000000000	0.00000000000000000	0.05690392436020177	1.11014945191695924
LUNG-NSCLC2-0608	0.09676534765205898	0.00213611497840836	0.00000000000000000	0.00000000000000000	0.90109853736953271	0.00000000000000000	0.00000000000000000	0.46000862315606750	0.89971934481787386
LUNG-NSCLC2-0610	0.17458102203635376	0.00486060760156595	0.00000000000000000	0.00000000000000000	0.82055837036208035	0.00000000000000000	0.00000000000000000	0.36947067973258940	0.94951773203721879
LUNG-NSCLC2-0611	0.11295536334094725	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.88704463665905264	0.00000000000000000	0.00000000000000000	0.46083255111240035	0.89794619331347358
LUNG-NSCLC2-0612	0.00000000000000000	0.04793922659820171	0.00000000000000000	0.25174921285439472	0.70031156054740362	0.00000000000000000	0.00000000000000000	0.04438881719420282	1.11022193453784124
LUNG-NSCLC2-0613	0.00000000000000000	0.24097229364205494	0.00000000000000000	0.43952639820628514	0.31950130815165984	0.00000000000000000	0.00000000000000000	0.02200159043222188	1.18709794440913674
LUNG-NSCLC2-0614	0.07971234142297831	0.03569993093142960	0.00000000000000000	0.00000000000000000	0.88458772764559201	0.00000000000000000	0.00000000000000000	0.31663437378381171	0.99189141155350879
LUNG-NSCLC2-0617	0.09826646489706323	0.02602652827800138	0.00000000000000000	0.00000000000000000	0.87570700682493530	0.00000000000000000	0.00000000000000000	0.24314459752704856	1.03303306774149917
LUNG-NSCLC2-0622	0.06031880865020948	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.93968119134979056	0.00000000000000000	0.00000000000000000	0.50500333365275207	0.87149969274038364
LUNG-NSCLC2-0623	0.13864589528605892	0.00000000000000000	0.00970020002614612	0.00000000000000000	0.85165390468779500	0.00000000000000000	0.00000000000000000	0.29392534235705936	0.99728275933507460
LUNG-NSCLC2-0630	0.10109999997242024	0.05131393041912812	0.00000000000000000	0.00000000000000000	0.84758606960845173	0.00000000000000000	0.00000000000000000	0.28304788921280638	1.00853935654158855
LUNG-NSCLC2-0631	0.12497565096970213	0.03027855378689498	0.00000000000000000	0.00000000000000000	0.84474579524340287	0.00000000000000000	0.00000000000000000	0.39350122792449971	0.93888252259830696
LUNG-NSCLC2-0632	0.15667817773028875	0.00000000000000000	0.00036021201228434	0.00000000000000000	0.84296161025742677	0.00000000000000000	0.00000000000000000	0.36728124864444167	0.95298670148646714
LUNG-NSCLC2-0633	0.03459799930827590	0.00234254283884763	0.00000000000000000	0.00000000000000000	0.96305945785287650	0.00000000000000000	0.00000000000000000	0.60833411235352497	0.79425846458200866
LUNG-NSCLC2-0635	0.00000000000000000	0.03920719707284612	0.00000000000000000	0.30555849654285505	0.65523430638429891	0.00000000000000000	0.00000000000000000	0.02683479135568398	1.11123325319431809
LUNG-NSCLC2-0636	0.07604188092418676	0.01790554019616323	0.00000000000000000	0.01444889588940731	0.89160368299024273	0.00000000000000000	0.00000000000000000	0.51726948541945772	0.86013237171456514
LUNG-NSCLC2-0641	0.08918448950517384	0.01362365320756178	0.00000000000000000	0.00000000000000000	0.89719185728726447	0.00000000000000000	0.00000000000000000	0.33032871372345940	0.98326848584142879
LUNG-NSCLC2-0648	0.07561057598588374	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.92438942401411628	0.00000000000000000	0.00000000000000000	0.51019878491496062	0.86669926618689452
LUNG-NSCLC2-0652	0.12001898236270103	0.00270582955784211	0.00000000000000000	0.00000000000000000	0.87727518807945692	0.00000000000000000	0.00000000000000000	0.43800147489707636	0.91222212162337857
LUNG-NSCLC2-0657	0.09048052566512868	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.90951947433487124	0.00000000000000000	0.00000000000000000	0.56526836514468326	0.82607496930672586
LUNG-NSCLC2-0660	0.12106600475306557	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.87893399524693450	0.00000000000000000	0.00000000000000000	0.35200188494128520	0.96660204707063535
LUNG-NSCLC2-0665	0.08750724129977162	0.00358497698273007	0.00000000000000000	0.00000000000000000	0.90890778171749831	0.00000000000000000	0.00000000000000000	0.46141680223484260	0.89949033544387802
LUNG-NSCLC2-0672	0.00000000000000000	0.02987198910146850	0.08552389755607510	0.03860892752452095	0.84599518581793554	0.00000000000000000	0.00000000000000000	0.49141047632919582	0.87517256805029098
LUNG-NSCLC2-0677	0.22046287355486460	0.07423428736959622	0.01913928057098663	0.06975056283833864	0.61641299566621388	0.00000000000000000	0.00000000000000000	0.33090993325045359	0.95970283263002898
LUNG-NSCLC2-0678	0.05530519363357056	0.05058385389107538	0.00000000000000000	0.00000000000000000	0.89411095247535410	0.00000000000000000	0.00000000000000000	0.19349891210510048	1.06909355812458218
LUNG-NSCLC2-0679	0.09648604682696968	0.03630558481459873	0.00000000000000000	0.00000000000000000	0.86720836835843151	0.00000000000000000	0.00000000000000000	0.34280271633652432	0.97343584800347893
LUNG-NSCLC2-0680	0.13235524345133837	0.00669061691916149	0.00000000000000000	0.00000000000000000	0.86095413962950007	0.00000000000000000	0.00000000000000000	0.20350098257525373	1.05092599670604714
LUNG-NSCLC2-0683	0.08802747620192733	0.00478025641018134	0.00000000000000000	0.00000000000000000	0.90719226738789127	0.00000000000000000	0.00000000000000000	0.44638002380920239	0.90950707324374780
