Samples	CBSX__NSCLC-scRNAseq__T_cells_CD8	CBSX__NSCLC-scRNAseq__Monocytes	CBSX__NSCLC-scRNAseq__T_cells_CD4	CBSX__NSCLC-scRNAseq__NKT_cells	CBSX__NSCLC-scRNAseq__B_cells	CBSX__NSCLC-scRNAseq__NK_cells
LUNG-NSCLC2-0702	0	0	0	0.22104652275811987	0.77895347724188	0
LUNG-NSCLC2-0704	0	0.02735625590311004	0	0.14302956268958314	0.8296141814073069	0
LUNG-NSCLC2-0705	0.05556881368217147	0	0	0	0.9444311863178285	0
LUNG-NSCLC2-0707	0.05313674893486307	0.0083327468015279	0	0.03130408265457617	0.907226421609033	0
LUNG-NSCLC2-0709	0.08351115453628069	0	0.02820817215387602	0	0.8882806733098432	0
LUNG-NSCLC2-0711	0.08993949375988804	0	0.10288822496602464	0	0.8071722812740874	0
LUNG-NSCLC2-0712	0.12580345498702392	0.00698477850267627	0	0	0.8672117665102999	0
LUNG-NSCLC2-0713	0.105859904043403	0.02367010385569902	0	0	0.8704699921008979	0
LUNG-NSCLC2-0714	0.13073212417996066	0.04552837445707442	0	0	0.8237395013629649	0
LUNG-NSCLC2-0715	0.08551792463002458	0.00495383437361054	0	0	0.9095282409963648	0
LUNG-NSCLC2-0717	0	0.06724445659351205	0	0.3146243357537595	0.6181312076527284	0
LUNG-NSCLC2-0718	0.00653162670369244	0	0.01994853469685092	0	0.9452955865060696	0.02822425209338698
LUNG-NSCLC2-0720	0.09468031191865509	0	0	0	0.905319688081345	0
LUNG-NSCLC2-0727	0.07181414545073177	0.03025379211396823	0	0	0.8979320624353	0
LUNG-NSCLC2-0728	0.11378527498584476	0	0	0	0.8862147250141553	0
LUNG-NSCLC2-0729	0.09748831401824158	0.04870395900936117	0	0	0.8538077269723973	0
LUNG-NSCLC2-0730	0.179701802721841	0.02444346343256627	0	0	0.7958547338455928	0
LUNG-NSCLC2-0732	0.09732227945295348	0.04462659831165881	0	0	0.8580511222353877	0
LUNG-NSCLC2-0733	0.09981429335374292	0.00260107482921221	0	0	0.8975846318170448	0
LUNG-NSCLC2-0734	0.05206481460190724	0	0.05079547532458414	0	0.8971397100735087	0
LUNG-NSCLC2-0736	0.11930868999460792	0.01419323068925473	0	0	0.8664980793161373	0
LUNG-NSCLC2-0737	0.09857343033847472	0.00917563391354839	0	0	0.8922509357479768	0
LUNG-NSCLC2-0738	0.1094841380029441	0.01213405502651282	0	0	0.8783818069705432	0
LUNG-NSCLC2-0740	0.1606290456963549	0.0028733441965994	0	0	0.8364976101070457	0
LUNG-NSCLC2-0742	0.12678698397627328	0.00604336613551779	0	0	0.867169649888209	0
LUNG-NSCLC2-0743	0.1069123150252762	0.00417655326257569	0	0	0.8889111317121482	0
