Samples	CBSX_BPRNACan_B	CBSX_BPRNACan_cancer	CBSX_BPRNACan_CD4	CBSX_BPRNACan_CD8	CBSX_BPRNACan_M0	CBSX_BPRNACan_M1	CBSX_BPRNACan_M2	CBSX_BPRNACan_Mono	CBSX_BPRNACan_Neu	CBSX_BPRNACan_NK
5085	0.04565110597639993	0.15498156179586642	0.05047738734440284	0.00650829260945198	0	0.00727337750633262	0	0.29108369083280594	0.43833924557843407	0.00568533835630621
5087	0.08994443578028843	0.31214155881272865	0.07958216249634836	0.02056355151961788	0	0.02764314245526797	0	0.24059051303118095	0.22663766962451945	0.00289696628004816
5088	0.06605849958130856	0.23023744510843036	0.1407252278049834	0.01076573935797394	0	0.01666408046792835	0	0.2128938931347031	0.3152082559604354	0.00744685858423689
5091	0.07530941870247929	0.33752199626632917	0.048007017596952	0.02179312693322014	0	0.04273808182945571	0	0.17769782128290107	0.2915683269854256	0.00536421040323688
5092	0.07129587244273108	0.19714096119121385	0.02792006764986297	0.00260542661028411	0	0.03152540119250833	0	0.3734256724691298	0.29608659844426993	0
5093	0.01424392217652995	0.09916323434847722	0.08992776569952836	0.01580531854836201	0	0.00312678389335936	0	0.31730782320294887	0.4590183350841775	0.00140681704661669
5094	0.08921140021761703	0.17223751996601713	0.09648941271415566	0.01987583388250025	0	0.02007329969472724	0	0.17393186122157603	0.4087569928590786	0.01942367944432805
5095	0.07805584197351652	0.2540239270806842	0.09960220773468856	0.04607332063034453	0	0.02146610713891409	0	0.21715881668201495	0.276947053626211	0.00667272513362595
5097	0.04229384077722338	0.09162742671694483	0.1349548883873574	0.0655692124448022	0	0.06712157043795769	0	0.16940708707170904	0.4290259741640056	0
5098	0	0.02660223132686861	0.0200245903393889	0	0	0.00662513072632348	0	0.12507597787104338	0.8193849551404084	0.00228711459596721
5103	0.07615214909978718	0.13113317484187698	0.0432341233857375	0.04336202811549013	0	0.00530678990748392	0	0.35979867742259763	0.3371542822394824	0.00385877498754433
5104	0.03654607910965467	0.10022292827366952	0.10364246348563354	0.01452901895006281	0	0.04803277719866862	0	0.16395757736427388	0.5252887291861542	0.00778042643188271
5105	0.02624741931534451	0.16757472366353512	0.04908113505287249	0.00418876456649099	0	0.02298256007667857	0	0.3560519911907319	0.3731025775741966	7.708285601497e-4
5108	0.06632531158124289	0.12852081586764785	0.03695579496307779	0	0	0.02481336984442035	0	0.33857686209997145	0.4018146544105002	0.00299319123313957
5115	0.0178776741047093	0.06454919108536546	0.06857574419886985	0.01979978100189397	0	0.0047570658979497	0	0.13110453096547742	0.6882146479065044	0.0051213648392299
5117	0.09863752453766168	0.2468339593327342	0.01472303398459951	0.00670882822396091	0	0.03046662233454235	0	0.32707607156902097	0.2719136700393994	0.00364028997808089
5120	0.03611146339175161	0.04222231502667793	0.1708555714047424	0.0117177405820313	0	0.01292735560989119	0	0.20384041138382333	0.5117351350820271	0.01059000751905525
5122	0.01184257649806238	0.07262103691279485	0.175881260416606	0.00250019923053246	0	0.0175104022225272	0	0.14926693283151077	0.5674658193317306	0.00291177255623574
5124	0.07250982135346816	0.1798094900225801	0.05822379928462224	0	0	0.09456749668709064	0	0.3759677324482488	0.21403304902282155	0.00488861118116862
5133	0.01361622957199099	0.05842372764565342	0.1891425194053314	0.02074764057192122	0	0.01681123165815913	0	0.10655518109660628	0.5776700914639497	0.01703337858638779
5137	0.0490841558941895	0.13930125281184969	0.0374164937962309	0.01663380687836133	0	0.01656455184958625	0	0.27824422269723853	0.4550327219365254	0.00772279413601844
5138	0.13148372888113805	0.22278708041152903	0.1388673401749344	0.01954357367855943	0	0.03415271445565437	0	0.21923893219762028	0.2305574632538948	0.00336916694666968
5140	0.13569680037915735	0.17252051853435138	0.10583242794206008	0.02632567878480354	0	0.01483074214158568	0	0.208581137860072	0.33436853067022376	0.00184416368774628
5143	0.0686832082968934	0.20115736493591965	0.01051312732029683	0.00509165016870784	0	0.0434399081279427	0	0.4573838243694562	0.21125821281989904	0.00247270396088443
5149	0.05963691574323713	0.09464585153807968	0.03709652625320655	0	0	0.02256095690102556	0	0.3806307486686143	0.4003144196672956	0.00511458122854116
5152	0.090209639202433	0.13968110874485698	0.03974486342323283	0.0018719268292484	0	0.07214766102299967	0	0.3949331044582736	0.2614116963189555	0
5153	0.09447069569860574	0.17407113296209825	0.0370154123472487	0.00147678395352148	0	0.05682162866597809	0	0.42182567094417805	0.2141919035113722	1.2677191699739e-4
5154	0.06820787162457491	0.16784078795912954	0.10085410749483974	0.00856679496505589	0	0.00470528399836465	0	0.1987608012555744	0.4442936261314535	0.00677072657100739
5155	0.0720918794395349	0.1287336011519139	0.08779472933544943	0.03318446557661134	0	0.02314599305273615	0	0.1774851026353922	0.4691159650398723	0.00844826376848972
5158	0.05833596634716563	0.18368765228531417	0.1292645345656405	0	0	0.0335732842221355	0	0.33364232544012273	0.2495430805838832	0.0119531565557382
5171	0.0777549322872922	0.06732633487650554	0.183110559115081	1.3821127361907e-4	0	0.00798358212517544	0	0.23854042656840593	0.41185917465091426	0.01328677910300664
5172	0.16491182037462088	0.09170417284793154	0.01760203741320249	0	0	0.08100136504754213	0	0.3746551207604444	0.2673230614209256	0.00280242213533296
5175	0.04869028394180389	0.14686319014963273	0.03542034034322257	0.01336468889106908	0	0.01364702776073583	0	0.2968183756567306	0.4399889864622973	0.00520710679450805
5179	0.06580321370222955	0.19612854410891323	0.05944918832511364	0	0	0.03969889301146118	0	0.1475866085404202	0.4898145724393907	0.00151897987247153
5180	0.07911421896954304	0.2567799191097841	0.06620882187084258	0	0	0.06067402240561174	0	0.16782338083232295	0.365025891315063	0.00437374549683264
5182	0.08322735370262727	0.16990966226989396	0.05405469951533763	0	0	0.09269177169012494	0	0.37019637886751183	0.2260655838676786	0.00385455008682579
5187	0.04783690028047406	0.16072297314273826	0.0852625563574457	0.03446559707937119	0	0.03181468579887528	0	0.2139088229129524	0.4232343024349052	0.00275416199323805
5188	0.10377077785077794	0.3022386045350043	0.08884176665398455	0.00677104908822439	0	0.05337862795056971	0	0.2230446870340133	0.2167216318690733	0.00523285501835254
5190	0.07022999674936338	0.16363620233171666	0.08482527557384507	0.00740430260546602	0	0.01900460166150179	0	0.14539084720856238	0.5055440714259763	0.00396470244356841
5191	0.04152800475072547	0.18282188507319208	0.02375131627871484	0.01047996583764736	0	0.02397029465025063	0	0.371539550550618	0.3428047046763433	0.00310427818250841
5192	0.01891568129466981	0.15077882328550657	0.02413785802808151	0.01181863327810559	0	0.01610805442142627	0	0.20674880372829169	0.569783599303869	0.0017085466600495
5194	0.10774712878454074	0.16863343647625387	0.02998686268725917	0	0	0.03461412307411428	0	0.408511115759206	0.24650375175622932	0.00400358146239666
5209	0.01392589126552794	0.02847797453797899	0.06750597877877802	0.01879106071570249	0	0.00762142667974272	0	0.03025109603741478	0.8203463890223411	0.01308018296251396
5210	0.03134180514907978	0.08970383295710614	0.1299180433556347	0.03630628690433559	0	0.0087921721879136	0	0.2982442656841605	0.3824629970438456	0.02323059671792398
5217	0.09725393289973008	0.23959698479623737	0.08637838590444333	0	0	0.03576950701704494	0	0.2761424129264577	0.25966970587308985	0.00518907058299672
5220	0.04900218403623711	0.06048008942967767	0.03004981492367259	0	0	0.05945769025353767	0	0.3111339223312648	0.4881872168125808	0.00168908221302949
5222	0.04416122481533229	0.2108139096594202	0.03439939796771314	3.02422622162e-6	0	0.0303238217108478	0	0.3329992198626776	0.3417446195052782	0.00555478225250892
5224	0.06631813325842298	0.10121964509731778	0.15219191226121784	0.00141700749119985	0	0.00940932279206828	0	0.2586282999418587	0.4051918544920895	0.0056238246658249
5225	0.08429422856201609	0.21646472732810965	0.03687621770525459	0.00861887889025496	0	0.02378804032420426	0	0.3749701889073357	0.25060141561713234	0.00438630266569236
5226	0.10501333360877922	0.1915546588631875	0.1156645275384234	0.02775437080064502	0	0.01211144999655384	0	0.2361133932627885	0.2838844837003034	0.02790378222931916
5233	0.04256160859267566	0.09821304498752947	0.03227822896390588	0.00436481617476743	0	0.00548836979944158	0	0.26783823452685185	0.5352328104133601	0.01402288654146799
5250	0.1542779463303547	0.05560528516629904	0.16416723994334473	0.01951363999177257	0	0.00807346463997627	0	0.19500999088784543	0.36555066552638854	0.0378017675140187
5251	0.0649786688108562	0.21399295370842736	0.01542302175658246	0.00842708833020373	0	0.0642130461970429	0	0.46212887484963144	0.16803854669988638	0.00279779964736963
5252	0.07916799074750792	0.19221784952339496	0.01371536707394793	0.00921055065556581	0	0.03930962124634799	0	0.44796737214745863	0.21841124860577665	0
5260	0.08790447388714087	0.10271237862273036	0.05025494747480489	0.04464806406838947	0	0.01867360888470978	0	0.2802531328387663	0.4083329358377929	0.00722045838566547
5262	0.06125259651012711	0.27246542401487706	0.18180703448195376	0	0	0.1691534748971677	0	0.07847136120774256	0.21586612455266635	0.02098398433546535
5267	0.07909644222994693	0.16461271105688963	0.03482365749193155	0.00765956561517835	0	0.03871284544638131	0	0.34783505602206877	0.3226449642866415	0.00461475785096197
5271	0.02124998399634213	0.0485497046105044	0.06055919864255509	0.01072864518114227	0	0.00651521374541878	0	0.22451868787404133	0.6262523286806867	0.00162623726930944
5275	0.03906182257778652	0.06420892747213391	0.04702232083629258	0.00106092725175066	0	0.00921766347639038	0	0.39908429858191535	0.43532692638197384	0.00501711342175675
