Mixture	B cells	T cells CD8	T cells CD4	Macrophages	Dendritic cells	Mast cells	Myocytes	CAFs	Endothelial cells	Malignant cells	P-value	Correlation	RMSE
Gide_Cancer-Cell_2019-10	0.00000000000000000	0.00000000000000000	0.02145066019974818	0.23000196046125698	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.36851655009236634	0.00000000000000000	0.38003082924662845	0.00000000000000000	0.02766866749543729	1.07327975665121911
Gide_Cancer-Cell_2019-11	0.00000000000000000	0.00000000000000000	0.01700578222185777	0.02350631952637222	0.00000000000000000	0.00562985797900684	0.00000000000000000	0.19760307276773914	0.00000000000000000	0.75625496750502408	0.00000000000000000	0.22617539470406930	1.06939131806376508
Gide_Cancer-Cell_2019-12	0.01977791178459772	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.01682671431635276	0.00000000000000000	0.00000000000000000	0.75912138985347488	0.08057241426952011	0.12370156977605455	0.00000000000000000	0.08121874873539051	1.04349119599226947
Gide_Cancer-Cell_2019-13	0.09540372102270658	0.00000000000000000	0.00000000000000000	0.02136488737230253	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.22218656192760636	0.00000000000000000	0.66104482967738454	0.00000000000000000	0.06101931743304800	1.12996532612103473
Gide_Cancer-Cell_2019-14	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.15559374660959935	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.33963404627258814	0.01236726319036814	0.49240494392744433	0.00000000000000000	0.05956052414828978	1.08351248789407273
Gide_Cancer-Cell_2019-15	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.05067484316670159	0.00000000000000000	0.00000000000000000	0.78557202100524692	0.00382068967238171	0.15993244615566973	0.00000000000000000	0.13362557565094990	1.02699729811733076
Gide_Cancer-Cell_2019-16	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.09303449529405368	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.89473223886270492	0.01223326584324135	0.00000000000000000	0.00000000000000000	0.14191651894561627	1.03115623966964587
Gide_Cancer-Cell_2019-17	0.00766400179463236	0.00000000000000000	0.07986467898012656	0.23072116106151178	0.00000000000000000	0.00275879128438931	0.00000000000000000	0.62149230686938306	0.04013878622765060	0.01736027378230635	0.00000000000000000	0.05739398767710038	1.04193403489702452
Gide_Cancer-Cell_2019-18	0.05003601044669079	0.00000000000000000	0.08138260500237458	0.15765388536243721	0.02987685908667206	0.00041562767525313	0.02281453210851398	0.64658768284048063	0.01123279747757761	0.00000000000000000	0.00000000000000000	0.06438284133268529	1.03694896765121625
Gide_Cancer-Cell_2019-19	0.05912756240555629	0.00000000000000000	0.00000000000000000	0.11848803386192693	0.02403184514422877	0.00000000000000000	0.00000000000000000	0.14910448830166173	0.00000000000000000	0.64924807028662623	0.00000000000000000	0.10092199988950683	1.10491323835974775
Gide_Cancer-Cell_2019-2	0.00000000000000000	0.00000000000000000	0.08174678508252058	0.35122476216991944	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.56661660749843057	0.00041184524912941	0.00000000000000000	0.00000000000000000	0.12799702664864587	1.02212867434287524
Gide_Cancer-Cell_2019-21	0.00000000000000000	0.00000000000000000	0.08702508726912757	0.31040974842445879	0.05256190577875812	0.00000000000000000	0.00000000000000000	0.54712397203471097	0.00287928649294456	0.00000000000000000	0.00000000000000000	0.10221834238268838	1.02826563376299518
Gide_Cancer-Cell_2019-23	0.00000000000000000	0.00000000000000000	0.04489856773695882	0.16042407795997501	0.00000000000000000	0.00201974297279751	0.04151108680764565	0.70566562584703751	0.04548089867558552	0.00000000000000000	0.00000000000000000	0.09427496016464978	1.03294160340565977
