Samples	CBSX__TIL10__B.cells	CBSX__TIL10__Macrophages.M1	CBSX__TIL10__Macrophages.M2	CBSX__TIL10__Monocytes	CBSX__TIL10__Neutrophils	CBSX__TIL10__NK.cells	CBSX__TIL10__T.cells.CD4	CBSX__TIL10__T.cells.CD8	CBSX__TIL10__Tregs	CBSX__TIL10__Dendritic.cells
LUNG-NSCLC2-0592	0	0.22480856631497367	0.19260502283437875	0	0	0.05121336333585101	0.2931287806686848	0	0	0.2382442668461117
LUNG-NSCLC2-0593	0	0.07284835068271389	0.05496109062192892	0	0	0	0.5505964037307172	0	0.01811415994279869	0.30347999502184136
LUNG-NSCLC2-0595	0	0.4490772529728352	0	0	0	0.11801135554396396	0	0	0.08677891583831036	0.3461324756448904
LUNG-NSCLC2-0596	0	0.6349299876478575	0	0	0.06040911807294515	0.05953779089877591	0	0	0.06547409325128101	0.17964901012914045
LUNG-NSCLC2-0599	0	0.9607184672358987	0	0	0	0.010948435571100531	0	0	0	0.02833309719300077
LUNG-NSCLC2-0602	0	0.4692690114716555	0.02783886740147675	0	0.05756215916266852	0	0	0	0.4453299619641994	0
LUNG-NSCLC2-0603	0	0.6534507569239418	0.02353262379766387	0	0	0	0	0.04790634163698503	0.2088864202386208	0.06622385740278855
LUNG-NSCLC2-0607	0	0.2293200382188278	0	0	0	0.05457438582720928	0.3788167287086811	0	0	0.3372888472452818
LUNG-NSCLC2-0608	0	0.3074357008302612	0.05663778316318704	0	0	0.11788229966201474	0.518044216344537	0	0	0
LUNG-NSCLC2-0610	0	0.9984964030740316	0.00150359692596826	0	0	0	0	0	0	0
LUNG-NSCLC2-0611	0	0.28576966145588134	0.12479689957590329	0	0	0.08907092309952545	0	0	0.11605342079710856	0.38430909507158134
LUNG-NSCLC2-0612	0	0.33017443062324314	0	0	0	0	0.6366500591096954	0	0	0.03317551026706143
LUNG-NSCLC2-0613	0	0.39102475455316593	0	0	0.01218581499537676	0	0	0	0.21526828224371003	0.38152114820774735
LUNG-NSCLC2-0614	0	0.46229872254840654	0.01054667610978801	0	0.04313076484859484	0.09756009345057752	0.17742810596463612	0	0	0.209035637077997
LUNG-NSCLC2-0617	0	0.13094397271574512	0	0.3686038915204456	0.01173817511839847	0.02932248561005288	0.459391475035358	0	0	0
LUNG-NSCLC2-0622	0	0.5052307484785644	0.20911699956835392	0	0	0	0	0	0.1569654391580326	0.12868681279504915
LUNG-NSCLC2-0623	0	0.5658184091060589	0	0	0	0	0	0.1125650892919515	0.32161650160198973	0
LUNG-NSCLC2-0630	0	0.38128860477574655	0	0	0.04178042966533677	0	0.5769309655589167	0	0	0
LUNG-NSCLC2-0631	0	0.4935652562788104	0	0	0	0.02652708678815819	0.218949417678279	0	0.13071726428161842	0.13024097497313397
LUNG-NSCLC2-0632	0	0.5262612693869567	0	0	0	0	0.35489730660208424	0.03437375336261206	0	0.08446767064834704
LUNG-NSCLC2-0633	0	0.3393876968765505	0.1161143078022958	0	0	0.0133034120425547	0.27233647897444735	0	0.13593741378692673	0.12292069051722496
LUNG-NSCLC2-0635	0	0.3232996896230783	0	0	0	0	0.4976089229123324	0	0	0.1790913874645894
LUNG-NSCLC2-0636	0	0.678873529225032	0.03201304071810876	0	0	0	0	0	0	0.2891134300568592
LUNG-NSCLC2-0641	0	0.2716732023987037	0	0	0	0	0.6686746332755363	0	0	0.05965216432576009
LUNG-NSCLC2-0648	0	0.4052700433294181	0	0	0	0.117919678128714	0	0	0.3711666132005308	0.1056436653413371
LUNG-NSCLC2-0652	0	0.6421824802043011	0.00728432104242711	0	0	0	0	0	0.35053319875327166	0
LUNG-NSCLC2-0657	0	0.5507351493939207	0	0	0	0	0	0.06099637115508764	0.2841018632349235	0.10416661621606828
LUNG-NSCLC2-0660	0	0.5675082502751476	0	0	0	0.1161159643159604	0	0	0.16235970756913737	0.1540160778397546
LUNG-NSCLC2-0665	0	0.7232565285128729	0	0.01172598891034639	0	0	0	0.06897888437047471	0.19603859820630593	0
LUNG-NSCLC2-0672	0.04099368953058789	0.43571331653715134	0	0	0	0.0498149283868058	0.11167771192414686	0	0.10062718900744516	0.2611731646138628
LUNG-NSCLC2-0677	0.12564300708577733	0.15566754975850614	0	0	0.00867167035680867	0.07683459562974217	0.3710331927392027	0.02703007404274979	0	0.23511991038721328
LUNG-NSCLC2-0678	0	0.5062699253358577	0	0	0	0	0.03264013605969932	0	0	0.461089938604443
LUNG-NSCLC2-0679	0	0.2777970451857295	0.09001942460765629	0	0	0	0	0.05897023599738527	0	0.573213294209229
LUNG-NSCLC2-0680	0	0.3404039540887757	0	0	0	0.03598015373708091	0.1822509766570299	0	0	0.4413649155171134
LUNG-NSCLC2-0683	0	0.41887397395328535	0	0	0	0.152257772946924	0	0	0.3621496688728332	0.06671858422695742
LUNG-NSCLC2-0685	0	0.3496807300224848	0.18204706136727417	0	0	0	0	0	0.15670217155907376	0.3115700370511673
LUNG-NSCLC2-0687	0	0.5387945240411529	0	0.15716780045567724	0.0752042287638552	0	0	0.03746497356066789	0.19136847317864675	0
LUNG-NSCLC2-0689	0	0.25057937870606123	0.04353407094435479	0	0	0	0.6313607876967745	0	0	0.07452576265280944
LUNG-NSCLC2-0695	0	0.2233053752071966	0	0	0	0	0.2616836196965064	0	0	0.5150110050962969
LUNG-NSCLC2-0696	0	0.1891029429126297	0.00837558293466029	0	0	0	0.6513381089049599	0	0	0.15118336524775003
LUNG-NSCLC2-0698	0	0.5635559145287737	0.00661673916665926	0	0	0.2169729577009059	0.03476364403453527	0	0.1780907445691258	0
LUNG-NSCLC2-0702	0	0	0	0	0	0	0.05388207049309853	0	0	0.9461179295069015
LUNG-NSCLC2-0704	0	0.3641444655150417	0	0	0	0	0.6358555344849584	0	0	0
LUNG-NSCLC2-0705	0	0.5140649569114072	0	0	0	0	0.2653485957395908	0	0	0.22058644734900196
LUNG-NSCLC2-0707	0	0.41445086561212247	0.11768286252445752	0	0	0	0.1804076275109554	0	0	0.2874586443524645
LUNG-NSCLC2-0709	0	0.35668439815630587	0	0	0	0	0.12499615927311047	0	0	0.5183194425705837
LUNG-NSCLC2-0711	0	0.4506108067179864	0	0	0	0	0.3840349209441285	0.01801554461953614	0	0.14733872771834908
LUNG-NSCLC2-0712	0	0.35027612246680834	0.1994787020645047	0	0.04232789339775306	0.03730868241134287	0	0	0.068112552834919	0.3024960468246722
LUNG-NSCLC2-0713	0	0.6476458981488505	0	0	0	0.04725064506697302	0.01416900761784209	0	0	0.2909344491663343
LUNG-NSCLC2-0714	0	0.4966089491606168	0.1686300516614036	0	0.00996646262529972	0	0	0	0	0.3247945365526798
LUNG-NSCLC2-0715	0	0.42757336201229235	0.10341550109030397	0	0	0.10902980934736042	0	0	0.117420900382725	0.24256042716731843
LUNG-NSCLC2-0717	0	0.08431940442580627	0	0.37978731292101214	0	0	0.5358932826531815	0	0	0
LUNG-NSCLC2-0718	0	0.38695940288677066	0	0	0	0.27197458353297477	0	0	0.34106601358025457	0
LUNG-NSCLC2-0720	0	0.46702845438881063	0	0	0	0	0.50705140498556	0	0	0.02592014062562936
LUNG-NSCLC2-0727	0	0.40943542955498863	0	0	0.00298344545282967	0	0	0.02035805137825707	0.44666551231315	0.1205575613007746
LUNG-NSCLC2-0728	0	0.6639985723481958	0	0	0	0.0445268752157124	0	0	0.13464628463604303	0.15682826780004883
LUNG-NSCLC2-0729	0	0.4505596943261226	0.05079509448290032	0	0.02862319191038125	0	0	0	0.20297568233838884	0.267046336942207
LUNG-NSCLC2-0730	0	0.4946578419492194	0	0	0	0	0	0	0.1780515674087632	0.32729059064201727
LUNG-NSCLC2-0732	0	0.5540192470794454	0	0	0.02859023069431881	0.09906087358229149	0	0	0	0.31832964864394436
LUNG-NSCLC2-0733	0	0.48214458428902374	0.13918578207024834	0	0	0	0	0	0	0.378669633640728
LUNG-NSCLC2-0734	0	0.20765821764751108	0.04316466890054829	0	0	0.15225137253950047	0.443639650832194	0	0	0.15328609008024616
LUNG-NSCLC2-0736	0	0.40275924241098393	0.2173297379513794	0	0	0	0	0.00385386075187839	0	0.37605715888575825
LUNG-NSCLC2-0737	0	0.5982951520001004	0	0	0	0.1231083132715352	0	0	0.2785965347283643	0
LUNG-NSCLC2-0738	0	0.6780845233852842	0	0	0	0	0	0	0.19335154349279568	0.12856393312191997
LUNG-NSCLC2-0740	0.00210937273172022	0.22810647134711873	0.08289191258335986	0	0.02437098358415143	0.02132918978854755	0.27198994810253857	0	0	0.3692021218625637
LUNG-NSCLC2-0742	0	0.34800563203183404	0.06784854183070571	0	0.02649328284894571	0.07505604806436063	0.262578123316291	0	0.08096379125193695	0.13905458065592596
LUNG-NSCLC2-0743	0	0.43907441739976494	0.12713909625049466	0	0	0	0.4337864863497404	0	0	0
