Mixture	B cells	T cells CD8	T cells CD4	Macrophages	Dendritic cells	Mast cells	Myocytes	CAFs	Endothelial cells	Malignant cells	P-value	Correlation	RMSE
LUNG-NSCLC2-0553	0.00000000000000000	0.00000000000000000	0.11096045729595623	0.03964256356801937	0.05809933555560835	0.00000000000000000	0.00000000000000000	0.50063933137834082	0.29065831220207516	0.00000000000000000	0.00000000000000000	0.15831498934240601	0.99691633976614002
LUNG-NSCLC2-0560	0.00000000000000000	0.00000000000000000	0.05925796762963472	0.06631738959118118	0.07494177915639863	0.00000000000000000	0.00000000000000000	0.52753820966373399	0.27194465395905143	0.00000000000000000	0.00000000000000000	0.18724460369200013	0.98967977576873689
LUNG-NSCLC2-0561	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00335159789158899	0.00000000000000000	0.00000000000000000	0.15513990330928423	0.02467429836915041	0.81683420042997645	0.00000000000000000	0.18369600195988042	1.08940679524891637
LUNG-NSCLC2-0563	0.00595904420911032	0.00000000000000000	0.20322670568738943	0.04381512483582386	0.10354217917393393	0.00000000000000000	0.00000000000000000	0.38419097365307231	0.04873665632100053	0.21052931611966957	0.00000000000000000	0.15271142663471080	0.99668342361893869
LUNG-NSCLC2-0565	0.00008295642233007	0.00000000000000000	0.33793341379124314	0.02531964283702974	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.48329266637816659	0.15337132057123051	0.00000000000000000	0.00000000000000000	0.05128820929968195	1.02162938552611604
LUNG-NSCLC2-0566	0.00354812273043302	0.00000000000000000	0.30290863769533177	0.11683091319031268	0.22799235444447447	0.00000000000000000	0.00000000000000000	0.27884949823911220	0.06987047370033581	0.00000000000000000	0.00000000000000000	0.23899228375273304	0.97228477164807703
LUNG-NSCLC2-0567	0.00078788147787108	0.00000000000000000	0.09610216826469739	0.04847715850701041	0.05358551317278424	0.00000000000000000	0.00000000000000000	0.55285981582516475	0.04261828606427961	0.20556917668819263	0.00000000000000000	0.20663988105924669	0.98418765841748379
LUNG-NSCLC2-0568	0.00000000000000000	0.00000000000000000	0.05060077276631454	0.28196977003255763	0.05369372347614813	0.00000000000000000	0.00000000000000000	0.41322599540737942	0.20050973831760033	0.00000000000000000	0.00000000000000000	0.17275391127603912	1.00039284318179966
LUNG-NSCLC2-0569	0.00624677754712173	0.00000000000000000	0.25937611567997770	0.27970087895698981	0.11859477533229001	0.00000000000000000	0.00000000000000000	0.29392943469845545	0.04215201778516516	0.00000000000000000	0.00000000000000000	0.10176291571184903	1.02151471315291409
LUNG-NSCLC2-0571	0.00000000000000000	0.00000000000000000	0.12141317645101886	0.12747770236068537	0.10288211855096228	0.00000000000000000	0.00000000000000000	0.51090623390827294	0.13732076872906063	0.00000000000000000	0.00000000000000000	0.14136277468758879	1.00301531421504819
LUNG-NSCLC2-0572	0.00000000000000000	0.00000000000000000	0.05211624431808543	0.12330653367001372	0.03724123775839234	0.00793951758659737	0.00000000000000000	0.35962435027010731	0.14192860413585037	0.27784351226095338	0.00000000000000000	0.25735936792600528	0.96875137848453008
LUNG-NSCLC2-0576	0.00000000000000000	0.00000000000000000	0.37006584210823273	0.04704661947090127	0.17919143868976270	0.00000000000000000	0.00000000000000000	0.25554621469735683	0.14814988503374646	0.00000000000000000	0.00000000000000000	0.04468160449430358	1.02193330185413611
LUNG-NSCLC2-0580	0.00349733552881005	0.00000000000000000	0.14753023980553370	0.09663169864873059	0.03270602996839522	0.00000000000000000	0.00000000000000000	0.48614524018591171	0.23348945586261866	0.00000000000000000	0.00000000000000000	0.18503563581267848	0.98842313388376601
LUNG-NSCLC2-0583	0.00132232075321014	0.00000000000000000	0.11651409811559278	0.04126734618352804	0.05263639940795922	0.00000000000000000	0.00000000000000000	0.70308362595166118	0.02979624320497996	0.05537996638306876	0.00000000000000000	0.14673795948701537	1.00474704816650284
LUNG-NSCLC2-0584	0.00020178271221447	0.00000000000000000	0.11102345218841184	0.10070255153807302	0.06385407453768382	0.00000000000000000	0.00000000000000000	0.35398823233137988	0.37022990669223704	0.00000000000000000	0.00000000000000000	0.19369187851355746	0.98606309680476067
LUNG-NSCLC2-0585	0.00000000000000000	0.00000000000000000	0.11051295512335627	0.13499580846753292	0.15505462656226063	0.00000000000000000	0.00000000000000000	0.52471100926707714	0.07472560057977305	0.00000000000000000	0.00000000000000000	0.11435515460697943	1.01294803712133374
LUNG-NSCLC2-0587	0.02410951022130293	0.00000000000000000	0.26840715205082233	0.11040432500326361	0.03450182872187167	0.00000000000000000	0.00000000000000000	0.28958716603402818	0.08831468108044213	0.18467533688826901	0.00000000000000000	0.20313175184797097	0.98131394488353507
LUNG-NSCLC2-0588	0.00000000000000000	0.00000000000000000	0.11076052146474200	0.05002061505834493	0.00000000000000000	0.00838566480554283	0.00000000000000000	0.55629740829335983	0.27453579037801046	0.00000000000000000	0.00000000000000000	0.23649310627974310	0.97410980464286723
LUNG-NSCLC2-0590	0.00000000000000000	0.00000000000000000	0.16128973207513658	0.16421230468524978	0.19038331231695518	0.00000000000000000	0.00000000000000000	0.33346972401361652	0.15064492690904199	0.00000000000000000	0.00000000000000000	0.08853462327671029	1.01899622024266634
