Samples	CBSX__HNSCC__B_cells	CBSX__HNSCC__T_cells_CD8	CBSX__HNSCC__T_cells_CD4	CBSX__HNSCC__Macrophages	CBSX__HNSCC__Dendritic_cells	CBSX__HNSCC__Mast_cells	CBSX__HNSCC__Myocytes	CBSX__HNSCC__CAFs	CBSX__HNSCC__Endothelial_cells	CBSX__HNSCC__Malignant_cells
IMMU-BC2-0202-FIXT-01	0	0	0.06754620871520867	0.03551128138346987	0	0	0	0.7558568617904502	0	0.14108564811087113
IMMU-BC2-0210-FIXT-01	0.0063112560199391	0	0.27142041898120395	0.02270620044446534	0.12624098253325453	0	0	0.573321142021137	0	0
IMMU-BC2-0211-FIXT-01	0.00226802749186591	0	0.30469177647411017	0	0.06143561013425723	0	0	0.6142854444601435	0.01731914143962315	0
IMMU-BC2-0215-FIXT-01	0.00473785180663189	0	0.20406588878850168	0.08934072184192875	0	0	0	0.6723190332955838	0.02953650426735381	0
IMMU-BC2-0217-FIXT-02	0	0	0.16865863927468758	0.07767228848371488	0	0	0	0.6913385441073805	0.06233052813421703	0
IMMU-BC2-0218-FIXT-01	0	0	0.10388182829390664	0.00727341152611068	0	0	0	0.8888447601799827	0	0
IMMU-BC2-0218-FIXT-02	0	0	0.21197679419934295	0	0.06261393278264585	0	0	0.7254092730180112	0	0
IMMU-BC2-0223-FIXT-01	0	0	0.05147329864621025	0	0	0	0	0.7325627696174916	0.06928202950809853	0.1466819022281996
IMMU-BC2-0223-FIXT-02	0	0	0.1009853945077912	0	0.01778701249759755	0	0	0.6679582133235435	0.05985177560073502	0.1534176040703328
IMMU-BC2-0225-FIXT-01	0.00310628899039441	0	0.3185043703848072	0.12776855082823593	0.08294872021487723	0	0	0.41292687060590577	0	0.05474519897577958
IMMU-BC2-0228-FIXT-01	0	0	0.07616163354832743	0	0	0	0	0.8244731141497164	0.06642052798484348	0.03294472431711285
IMMU-BC2-0229-FIXT-01	0	0	0.14523626578081908	0	0.06820715648820326	0	0	0.6945353776368617	0.092021200094116	0
IMMU-BC2-0232-FIXT-01	0.00340500676484985	0	0.16828779961702892	0	0.02732221394435011	0	0	0.8000243668189176	9.6061285485364e-4	0
IMMU-BC2-0245-FIXT-01	0	0	0.05581424669990583	0	0.00739810714656894	0	0	0.6843435952390593	0.06117501302764633	0.19126903788681968
IMMU-BC2-0252-FIXT-01	0.01985935261014427	0	0.37368320862091325	0.2099927267190326	0.03980614165114253	0	0	0.33141070784973026	0.02524786254903712	0
IMMU-BC2-0254-FIXT-01	0	0	0	0	0	0	0	0.7610898033948889	0.2389101966051113	0
IMMU-BC2-0260-FIXT-01	0	0	0.1502631062190831	0	0	0	0	0.8393107166023397	0	0.0104261771785772
IMMU-BC2-0261-FIXT-01	0	0	0.05843078895674692	0.03431657235910174	0	0	0	0.86857364982782	0	0.03867898885633142
IMMU-BC2-0265-FIXT-01	0	0	0.06842237292944396	0.07250739894841078	0	0	0	0.8203273117660024	0.01508089809425131	0.02366201826189143
IMMU-BC2-0277-FIXT-01	0	0	0.1547316280796459	0.12173130565217696	0.02017747907945821	0	0	0.633936325483266	0.06942326170545317	0
IMMU-BC2-0279-FIXT-01	0	0	0.2556114523679003	0.20163214944319563	0	0	0	0.5427563981889042	0	0
IMMU-BC2-0282-FIXT-01	2.4867535130704e-4	0	0.05929882886033015	0.02480920273622261	0	0	0	0.7477724601180493	0	0.16787083293409108
IMMU-BC2-0283-FIXT-01	0	0	0.2442288446066156	0.05072106227712617	0.0674390421180051	0	0	0.633515648462116	0.00409540253613697	0
IMMU-BC2-0283-FIXT-02	0	0	0.19989223140113185	0.4003930753828414	0	0	0	0.3997146932160268	0	0
IMMU-BC2-0285-FIXT-01	0	0	0.01991424098738062	0.0095553392898588	0	0	0	0.8753492496596711	0.07530867262715289	0.01987249743593664
IMMU-BC2-0288-FIXT-01	0	0	0.0984964022131971	0	0.17493032202860154	0	0	0.7243483985212648	0.00222487723693662	0
IMMU-BC2-0290-FIXT-01	0	0	0.2033167433707112	0.07192985094811523	0	0	0	0.7247534056811734	0	0
IMMU-BC2-0298-FIXT-01	0	0	0.02278973274080017	0	0	0	0	0.9572506747282482	0.01995959253095156	0
IMMU-BC2-0309-FIXT-01	0.00418904128474476	0	0.23578736987808735	0.04568979197816109	0	0	0	0.6555467638411249	0.05878703301788199	0
IMMU-BC2-0312-FIXT-01	0	0	0.02385827224273938	0.03500925683289968	0	0	0	0.5540116592579629	0.16551608507143611	0.22160472659496191
IMMU-BC2-0316-FIXT-01	5.8034649431747e-4	0	0.06452297044608571	0	0	0	0	0.8344218394346541	0.00682518574945702	0.09364965787548582
IMMU-BC2-0333-FIXT-01	0	0	0.16484460344192975	0	0.22512349881366084	0	0	0.6094044079016788	6.2748984273061e-4	0
IMMU-BC2-0339-FIXT-01	0.02259368942360907	0	0.34024218390346944	0	0.1511655332731745	0	0	0.48344044620522536	0.00255814719452159	0
IMMU-BC2-0355-FIXT-01	0	0	0.25341814827177284	0.00534827148430921	0	0	0	0.733738807683892	0.00749477256002587	0
IMMU-BC2-0362-FIXT-01	0	0	0.36690189766948145	0	0.1733497273070876	0	0	0.25415479379292266	0	0.20559358123050825
IMMU-BC2-0371-FIXT-01	0	0	0.17839132061531696	0	0.01768633022219927	0	0	0.7987193210242691	0.00520302813821459	0
IMMU-BC2-0372-FIXT-01	0	0	0.1260139818842823	0	0.04265984745552844	0	0	0.7196733253260582	0.111652845334131	0
IMMU-BC2-0374-FIXT-01	0	0	0.02233024346318789	0.01780742161941829	0.03777129766595747	0	0	0.9220910372514364	0	0
IMMU-BC2-0374-FIXT-02	0.00137708903376336	0	0.0672142005359408	0	0.01812160427384374	0	0	0.902556082540603	0.01073102361584899	0
IMMU-BC2-0377-FIXT-01	0	0	0.04909260643574107	0	0.02020812794870478	0	0	0.9240856730466438	0.00661359256891026	0
IMMU-BC2-0380-FIXT-01	0.01056695766601592	0	0.2477722377779274	0	0.03877815846547635	0	0	0.7028826460905803	0	0
IMMU-BC2-0387-FIXT-01	0	0	0.06078268116359276	0.077679648097157	0	0	0	0.5528990802682895	0.03888270640019854	0.2697558840707623
IMMU-BC2-0391-FIXT-01	0	0	0.20203851224262043	0	0	0	0	0.7426322382288996	0.00607234495008513	0.04925690457839466
IMMU-BC2-0392-FIXT-01	0	0	0.15180892856833095	0.0225043769641272	0	0	0	0.5960689676082636	0.05567218957262302	0.17394553728665532
IMMU-BC2-0402-FIXT-01	0	0	0.09668094409920458	0	0	0	0	0.8515432870911622	0.05177576880963318	0
IMMU-BC2-0403-FIXT-01	0	0	0	0	0.13816228560315358	0	0	0.841669753625655	0.02016796077119139	0
IMMU-BC2-0404-FIXT-01	0	0	0.27242956486242376	0	0	0	0	0.7275704351375764	0	0
IMMU-BC2-0405-FIXT-01	0	8.1104396869117e-4	0	0	0.0146537458552085	0	0	0.06981744796640857	0.01363873238029136	0.9010790298294004
IMMU-BC2-0409-FIXT-01	0.0221453946791324	0	0.11845973329347428	0.13682314508318286	0	0	0	0.6912119298414467	0.03135979710276372	0
IMMU-BC2-0414-FIXT-01	0.00323862183230836	0	0.23688983527098056	0.10942645429925374	0	6.3468224309298e-4	0	0.6290422607513675	0.01809332991342893	0.00267481568956805
IMMU-BC2-0430-FIXT-01	0	0	0.3522288646362235	0	0.01902399666018999	0	0	0.5015474853726533	0	0.12719965333093328
IMMU-BC2-0538-FIXT-01	0.01270443079134018	0	0.20895183776450288	0.11119913522124276	0	0	0	0.5741305994833736	0.05433142277318637	0.03868257396635418
IMMU-BC2-0546-FIXT-02	0	0	0.14648505194828526	0	0.0222036120378551	0	0	0.7580292053791691	0	0.07328213063469045
IMMU-BC2-0744-FIXT-01	0	0	0.02155189197813158	3.0003140519106e-4	0	0	0	0.9595015884798858	0	0.01864648813679161
IMMU-BC2-0748-FIXT-01	0	0	0.01776306459967688	0	0	0	0	0.7928630942119792	0.08455756713058643	0.10481627405775752
IMMU-BC2-0752-FIXT-01	0	0	0.01313963654044452	0.01153490805586459	0	0	0	0.910306616150456	0.03058575794188235	0.03443308131135252
IMMU-BC2-0753-FIXT-01	0	0	0.13779907912443318	0.00445210597990947	0.12684267158505153	0	0	0.7309061433106059	0	0
IMMU-BC2-0755-FIXT-01	0	0	0.1402508990567668	0	0	0	0	0.8321801325680608	0.02756896837517234	0
IMMU-BC2-0756-FIXT-01	0.0032596197668074	0	0.0975488148227314	0	0	0	0	0.8540261276856845	0.01479259861488813	0.03037283910988846
IMMU-BC2-0764-FIXT-01	0	0	0	0.04351488861344834	0.02564598177609719	0	0	0.6189013467374491	0.09232605824628508	0.21961172462672027
IMMU-BC2-0775-FIXT-01	0	0	0	0.01716754061105838	0.0527979345706994	0	0	0.5847787000459698	0.03810796954393704	0.3071478552283354
IMMU-BC2-0776-FIXT-01	0	0	0.16558897731834513	0	0.10451312396316156	0	0	0.7257756311273059	0.00412226759118735	0
IMMU-BC2-0776-FIXT-02	0	0	0.09080200087467688	0.04944479479751955	0	0	0	0.8568645935690854	0.00288861075871829	0
IMMU-BC2-0777-FIXT-01	0	0	0.0857469923260991	0	0	0	0	0.9126311775171098	0.00162183015679106	0
IMMU-BC2-0778-FIXT-01	0	0	0.15367458175713547	0.16797366302254113	0	0	0	0.672069846009449	0.00628190921087444	0
IMMU-BC2-0781-FIXT-01	0	0	0.09368601122484373	0	0.18769558308458983	0	0	0.6706466601156337	0.04797174557493275	0
IMMU-BC2-0784-FIXT-01	0	0	0.12083306463584643	0.00274688529028953	0.00422092505734078	0	0	0.8135806535873087	0.05861847142921445	0
IMMU-BC2-0785-FIXT-01	0	0	0.05133615113897024	0.05449745994726248	0	0	0	0.8941663889137673	0	0
IMMU-BC2-0792-FIXT-01	0	0	0.17566542979170915	0.01543880358668637	0.0657811600037513	0	0	0.7079969792456585	0.03511762737219468	0
IMMU-BC2-0794-FIXT-01	0	0	0.02319500270131509	0.07497488734871105	0	0	0	0.8434383148533219	0	0.05839179509665188
IMMU-BC2-0797-FIXT-01	0.00432902999293522	0	0.1723885726481611	0.10273337103314208	0	0	0	0.6961388698027806	0	0.02441015652298096
IMMU-BC2-0801-FIXT-01	0	0	0.13978758638689498	0.0091650467312118	0.0459550208191224	0	0	0.8001375398036418	0.00495480625912905	0
IMMU-BC2-0804-FIXT-01	0.00441892897696024	0	0.3039875759471735	0.20292831831657007	0	0	0	0.48708838742948224	0.00157678932981398	0
IMMU-BC2-0805-FIXT-01	0	0	0.05913202113205427	0.05457092115355174	0	0	0	0.8710366009268052	0.01526045678758878	0
IMMU-BC2-0812-FIXT-01	0	0	0.29463147242515664	0	0.04410565733180145	0	0	0.6574083999285351	0.0038544703145068	0
IMMU-BC2-0813-FIXT-01	0	0	0.07252490747371979	0	0	0	0	0.8177792382473671	0.10969585427891317	0
IMMU-BC2-0815-FIXT-01	0	0	0.24526445327093951	0.1744497903532926	0.08875392314745097	0	0	0.4889191174578654	0.00261271577045127	0
IMMU-BC2-0815-FIXT-01	0	0	0.4132983936113662	0.14570142072235462	0.07643758052092697	0	0	0.35526963792986743	0.00929296721548471	0
IMMU-BC2-0829-FIXT-01	0	0	0.2687462370014721	0	0	0	0	0.4561626000290532	0	0.27509116296947467
IMMU-BC2-0832-FIXT-01	0	0	0.073967511844013	0.10217199598489672	0.00548062453493073	0	0	0.5881278424737971	0	0.23025202516236248
IMMU-BC2-0834-FIXT-01	0	0	0.07586146866890427	0	0.17591544591568256	0	0	0.7482230854154132	0	0
IMMU-BC2-0842-FIXT-01	0	0	0.06574134329496327	0	0.02894674670922004	0	0	0.7801959648940434	0	0.12511594510177323
IMMU-BC2-0843-FIXT-02	0.01223620018579164	0	0.093845755132045	0.00649467655078996	0	0	0	0.6869266845925202	0.20049668353885317	0
IMMU-BC2-0844-FIXT-02	0.0055967208911067	0	0.20999083791111608	0.01115892054437677	0.11974729190360928	0	0	0.653506228749791	0	0
IMMU-BC2-0845-FIXT-01	0	0	0.08765886437231085	0.03496410341686498	0	0	0	0.8263291271450705	0.01850014851392532	0.03254775655182852
IMMU-BC2-0856-FIXT-01	0.0014565410585861	0	0.15909651424259846	0.09497049496626288	0	0	0	0.7197171373545581	0.01528371015557377	0.00947560222242057
IMMU-BC2-0862-FIXT-01	0	0	0.1024996414702702	0	0.02740252230565017	0	0	0.8700978362240797	0	0
IMMU-BC2-0876-FIXT-01	0.03350780126210828	0	0.42949027053105304	0	0.0932390430503016	0	0	0.4003008456322144	0.04346203952432278	0
IMMU-BC2-0878-FIXT-01	0.01387930441449082	0	0.42714537159300114	0	0.04895125233412936	0	0	0.5100240716583786	0	0
IMMU-BC2-0879-FIXT-01	0	0	0.0196657930352497	0	0.07595052808755477	0	0	0.8965677447736201	0.00781593410357539	0
IMMU-BC2-0880-FIXT-01	0.00202737513108384	0	0.254630226227529	0.05482187936541987	0	0	0	0.4786818898554542	0.20983862942051296	0
IMMU-BC2-0881-FIXT-01	0	0	0.0382698902950474	0	0	0	0	0.8047633170646836	0	0.156966792640269
IMMU-BC2-0885-FIXT-01	0	0	0.06613481576638973	0	0	0	0	0.8814601939365931	0.05240499029701719	0
IMMU-BC2-0891-FIXT-01	0	0	0.07667090071795661	0	0.2700875791270049	0	0	0.6532415201550386	0	0
IMMU-BC2-0898-FIXT-01	0	0	0.12742351726416043	0.01685609062499727	0.026139528304422	0	0	0.8006506662175527	0.02893019758886771	0
IMMU-BC2-0900-FIXT-02	0.00198069185933009	0	0.5007680710882391	0.03494798127786788	0.08111119103479321	0	0	0.35728378727312204	0.02390827746664779	0
IMMU-BC2-0925-FIXT-01	0	0	0.2856582538498637	0	0.05125430039201138	0	0	0.6003565923213526	0.06273085343677223	0
IMMU-BC2-0928-FIXT-01	0.00704475940328371	0	0.2675511367410081	0.1277274459592005	0	0	0	0.5976766578965077	0	0
IMMU-BC2-0930-FIXT-01	0.00640510548309253	0	0.10558681452415496	0	0.06071947925470604	0	0	0.665289441117741	0.16199915962030537	0
IMMU-BC2-0931-FIXT-01	0	0	0.0971755151542278	0	0.02946149303304529	0	0	0.8733629918127269	0	0
IMMU-BC2-0931-FIXT-02	0	0	0	0	0	0	0	0.8787735240956089	0.05471504201254377	0.06651143389184737
IMMU-BC2-0936-FIXT-01	0	0	0.13727844197733458	0	0.03144493434333294	0	0	0.5942901349829721	0.2369864886963604	0
IMMU-BC2-0946-FIXT-01	0	0	0.13730371908784142	0.07909886022126499	0	0	0	0.782197185841008	0.00140023484988527	0
IMMU-BC2-1000-FIXT-01	0.00334634013411735	0	0.2590120491940185	0	0.0697393060427849	0	0	0.6622696147327353	0.00563268989634406	0
IMMU-BC2-1002-FIXT-01	0	0	0.14714697420869427	0	0.00280755905695692	0	0	0.7752036234146992	0.01287917732057597	0.06196266599907367
IMMU-BC2-1003-FIXT-01	0	0	0.25728701756164374	0.02431472314955684	0	0	0	0.5881423260701141	0.00917416468676651	0.12108176853191892
IMMU-BC2-1004-FIXT-01	0	0	0.056700763925978843	0	0	0	0	0.8955072971350245	0.00628834673332574	0.04150359220567097
IMMU-BC2-1006-FIXT-01	0	0	0.1468436353716422	0.02131568791378533	0.01896818339452986	0	0	0.8128724933200425	0	0
IMMU-BC2-1007-FIXT-01	0	0	0.08464969406481575	0.14109012296452672	0.03600794339382824	0	0	0.7156032044109698	0.02264903516585951	0
IMMU-BC2-1016-FIXT-01	0	0	0.0649850789759106	0.0584114512565953	0	0	0	0.728738440689422	0.01190061347574249	0.13596441560232972
IMMU-BC2-1020-FIXT-01	0	0	0.0521224289171173	0.03087510220511602	0	0	0	0.8759502625278605	0.04105220634990622	0
IMMU-BC2-1022-FIXT-01	0	0.05091254126065427	0	0	0	0	0	0.9173980722070014	0.03168938653234436	0
IMMU-BC2-1023-FIXT-01	0	0	0.08828409020659819	0.07592562855880391	0	0	0	0.7725996780752687	0.06319060315932919	0
IMMU-BC2-1025-FIXT-01	0.00189171703895938	0	0.1982990596553127	0	0.09993868522101532	0	0	0.6186556621858331	0.08121487589887942	0
IMMU-BC2-1026-FIXT-01	0.00171771580908615	0	0.134835745096236	0.06660269266841991	0	0	0	0.7968438464262579	0	0
IMMU-BC2-1031-FIXT-01	1.0874464720141e-4	0	0.09710987121811568	0	0.02233168076652753	0	0	0.8571444545366713	0.023305248831484	0
IMMU-BC2-1035-FIXT-01	2.4549819263163e-4	0	0.38573418072216525	0.17137307988539488	0.00853520571439103	0	0	0.4287163182464141	0.00539571723900313	0
IMMU-BC2-1036-FIXT-01	0	0	0.1335633138260411	0.19174395151675927	0	0	0	0.5877468159116928	0.0869459187455068	0
IMMU-BC2-1047-FIXT-01	3.1625991815077e-4	0	0.1806053182967902	0	0.02042745834912346	0	0	0.5943820281164618	0.03253847099085988	0.17173046432861394
IMMU-BC2-1050-FIXT-01	3.627636727722e-4	0	0.1958803449959008	0	0.02417274044354014	0	0	0.7748741774700603	0.00470997341772657	0
IMMU-BC2-1053-FIXT-01	0	0	0.14628350783275448	0	0.05876546425293432	0	0	0.7053392715507083	0.08961175636360287	0
IMMU-BC2-1075-FIXT-01	0	0	0	0.06003057503883245	0.07025174778043643	0	0	0.8189348743511355	0.050782802829595713	0
IMMU-BC2-1096-FIXT-01	0.00151135813606345	0	0.27055083562917276	0.1487101938646188	0.01087702048941161	0	0	0.38460360408539696	0.02951102264800452	0.15423596514733193
