Mixture	B cells	T cells CD8	T cells CD4	Macrophages	Dendritic cells	Mast cells	Myocytes	CAFs	Endothelial cells	Malignant cells	P-value	Correlation	RMSE
IMMU-BC3-0099	0.00000000000000000	0.00000000000000000	0.03363320481543387	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.92795123488880982	0.03841556029575633	0.00000000000000000	0.00000000000000000	0.07487977292340682	1.04837491694387097
IMMU-BC3-0101	0.00000000000000000	0.00000000000000000	0.29831112056556480	0.03835339831816995	0.00867516361488890	0.00000000000000000	0.00000000000000000	0.55245444107687103	0.10220587642450535	0.00000000000000000	0.00000000000000000	0.03270109197301552	1.02976183837708635
IMMU-BC3-0109	0.00000000000000000	0.00000000000000000	0.27364170389013831	0.14232477310164326	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.53898317144743713	0.04505035156078131	0.00000000000000000	0.00000000000000000	0.06578874580495349	1.02372952335240419
IMMU-BC3-0111	0.00000000000000000	0.00000000000000000	0.10485565920763951	0.07361255688004596	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.65442062540672152	0.16137163125532769	0.00573952725026543	0.00000000000000000	0.05429437469629896	1.03385248878987102
IMMU-BC3-0113	0.00000000000000000	0.00000000000000000	0.18078245743459331	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.67738283331188265	0.14183470925352393	0.00000000000000000	0.00000000000000000	0.04057921393933703	1.03683823664532926
IMMU-BC3-0119	0.00000000000000000	0.00000000000000000	0.10503865413526843	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.80725822498281130	0.08770312088192031	0.00000000000000000	0.00000000000000000	0.03533541753797839	1.04993453189383557
IMMU-BC3-0124	0.00020425450643827	0.00000000000000000	0.05228171656012650	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.91133081699283092	0.03618321194060437	0.00000000000000000	0.00000000000000000	0.08975063446668603	1.04064919609935203
IMMU-BC3-0126	0.00171246950370458	0.00000000000000000	0.23645847780793455	0.07696936992771465	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.56844414060783621	0.11641554215281000	0.00000000000000000	0.00000000000000000	0.05395027173481424	1.02628258221245794
IMMU-BC3-0138	0.00000000000000000	0.00000000000000000	0.09027833394710313	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.78825452962009435	0.12146713643280244	0.00000000000000000	0.00000000000000000	0.04830154939260944	1.04475905437601768
IMMU-BC3-0139	0.00129015497188547	0.00000000000000000	0.09194196832447471	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.78347712948541104	0.12329074721822879	0.00000000000000000	0.00000000000000000	0.04985074622329917	1.04377846538265251
IMMU-BC3-0147	0.00000000000000000	0.00000000000000000	0.04369344067666389	0.00000000000000000	0.01776318572628746	0.00000000000000000	0.00000000000000000	0.84388481667936655	0.09465855691768220	0.00000000000000000	0.00000000000000000	0.05955568616829250	1.04637263316675710
IMMU-BC3-0152	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.01411947612924961	0.00000000000000000	0.00000000000000000	0.83047765782308092	0.15540286604766934	0.00000000000000000	0.00000000000000000	0.05101287869272501	1.05080059466145270
IMMU-BC3-0154	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.84615247814254035	0.15384752185745956	0.00000000000000000	0.00000000000000000	0.03097192732522331	1.05972205198902270
IMMU-BC3-0154	0.00000000000000000	0.00000000000000000	0.00912314558778025	0.00000000000000000	0.00117883191301295	0.00000000000000000	0.00000000000000000	0.88763669249865029	0.10206133000055650	0.00000000000000000	0.00000000000000000	0.08649259738777630	1.04180848510311796
IMMU-BC3-0155	0.00558811370172688	0.00000000000000000	0.20516622960054223	0.05725144329020913	0.01440600304525200	0.00000000000000000	0.00000000000000000	0.65682165259283842	0.06076655776943134	0.00000000000000000	0.00000000000000000	0.06480442165668000	1.02735939288677258
IMMU-BC3-0165	0.00000000000000000	0.00000000000000000	0.16824211619064261	0.14708149578824720	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.64370468652042223	0.04097170150068789	0.00000000000000000	0.00000000000000000	0.10677948867298685	1.01732187014665199
IMMU-BC3-0168	0.01288797166847389	0.00000000000000000	0.44287809387271848	0.00000000000000000	0.01784657222005677	0.00000000000000000	0.00000000000000000	0.45120128093570089	0.07518608130305007	0.00000000000000000	0.00000000000000000	0.02307345060591979	1.02704332592886849
IMMU-BC3-0171	0.00000000000000000	0.00000000000000000	0.30264468769304587	0.02728950619294003	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.48836973410133522	0.18169607201267893	0.00000000000000000	0.00000000000000000	0.03523353764361597	1.02661037805833710
IMMU-BC3-0177	0.00000000000000000	0.00000000000000000	0.55498950563017602	0.04866052685925299	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.39634996751057106	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.02129329109386688	1.02871317295172138
