Samples	CBSX__HNSCC__B_cells	CBSX__HNSCC__T_cells_CD8	CBSX__HNSCC__T_cells_CD4	CBSX__HNSCC__Macrophages	CBSX__HNSCC__Dendritic_cells	CBSX__HNSCC__Mast_cells	CBSX__HNSCC__Myocytes	CBSX__HNSCC__CAFs	CBSX__HNSCC__Endothelial_cells	CBSX__HNSCC__Malignant_cells
IMMU-BC3-0322	0	0	0.0688700223798163	0	0	0	0	0.8331551999868541	0.09797477763332968	0
IMMU-BC3-0325	0	0	0.05068483591183112	0	0	0	0	0.8248445754783907	0.1244705886097782	0
IMMU-BC3-0332	1.8261087584529e-4	0	0.20394124895205903	0	0	0	0	0.7435287254608003	0.0523474147112953	0
IMMU-BC3-0338	0	0	0.3213062481599872	0	0	0	0	0.6436906180750308	0.03500313376498188	0
IMMU-BC3-0341	0	0	0.06540990155963328	0.08405597239409814	0.05803318287272343	0	0	0.7687978599302961	0.02370308324324898	0
IMMU-BC3-0352	0	0	0.13534782661684913	0	0	0	0	0.7577352488028604	0.10691692458029066	0
IMMU-BC3-0357	0.02314223512403369	0.00154349076328208	0.00218524321201268	0	0.00533564615473476	0	0	0.9046487315543232	0.06314465319161357	0
IMMU-BC3-0361	0	0	0	0.06835669866386004	0.04245038383837182	0	0	0.8344450581398876	0.05474785935788065	0
IMMU-BC3-0376	0	0	0.02388210495095259	0.04612919595251926	0	0	0	0.9057171637554507	0.00390690986978602	0.0203646254712914
IMMU-BC3-0381	0.01318557435002211	0	0.42745473676451234	0.13116657127424655	0	0	0	0.405276639727098	0.02291647788412113	0
IMMU-BC3-0382	0	0	0.22243257269831573	0	0	0	0	0.5384517675560853	0.23911565974559887	0
IMMU-BC3-0389	0	0	0.04524744047625779	0	0.02355890067628356	0	0	0.9140279358826768	0.01716572296478187	0
IMMU-BC3-0390	0	0	0.11736826055168348	0	0.04155142726033554	0	0	0.841080312187981	0	0
IMMU-BC3-0393	0	0	0.05509383283936584	0.05904889401234271	0	0	0	0.8680502401708649	0	0.01780703297742666
IMMU-BC3-0412	0	0	0.17254079560803687	0	0	0	0	0.8005910764204103	0.02686812797155289	0
IMMU-BC3-0413	0	0	0.00593468895335152	0	0.02978636417713739	0	0	0.9229542017352138	0.04132474513429729	0
IMMU-BC3-0415	0	0	0.03231304976076098	0	0	0	0	0.9184876495735516	0.04919930066568762	0
IMMU-BC3-0421	0.01769715128970537	0	0.3935583005812998	0	0	0	0	0.5223813148389277	0.06636323329006724	0
IMMU-BC3-0423	0	0	0.25604166401940015	0	0	0	0	0.7171985686838096	0.02675976729679018	0
IMMU-BC3-0428	0	0	0.21178175743081393	0	0	0	0	0.701422885928854	0.08679535664033214	0
IMMU-BC3-0428	0	0	0	0	0	0.0012943660584938	0	0.8979053224778852	0.10075921423653456	4.10972270863e-5
IMMU-BC3-0431	0	0	0.3784551815018481	0	0	0	0	0.5835561501259143	0.03798866837223754	0
IMMU-BC3-0537	0	0	0.21071433314468563	0	0.01511082550308194	0	0	0.7418131328384098	0.0323617085138226	0
IMMU-BC3-0542	0	0	0.04041515048255074	0.03209267532795642	0	0	0	0.8797666916500483	0.04772548253944445	0
IMMU-BC3-0543	0.00565723782323195	0	0.14232132804285846	0	0.0988124348105756	0	0	0.7532089993233341	0	0
IMMU-BC3-0545	0.00229409823821137	0	0.02683288175693396	0.11246494979969004	0	0	0	0.8584080702051646	0	0
IMMU-BC3-0547	0.01264610228590002	0	0.07171119171702976	0	0	0	0	0.849692228886093	0.01582623534713631	0.050124241763840983
IMMU-BC3-0759	0.01084383646566811	0	0.11953717766676124	0.0772338624829829	0.1101261400546514	0	0	0.6355816667348524	0.04667731659508395	0
IMMU-BC3-0760	0.00173727501956143	0	0.3638704028567494	0	0.01338175362968743	0	0	0.6210105684940017	0	0
IMMU-BC3-0761	0	0	0.15310021667029602	0	0	0	0	0.80093046325598	0.04596932007372394	0
IMMU-BC3-0774	0	0	0.4296940320816205	0	0.00995528910096152	0	0	0.463447611056001	0.09690306776141702	0
IMMU-BC3-0787	0.0034403612513511	0	0	0	0.01055353469934726	0	0	0.8331312239344523	0.15287488011484923	0
IMMU-BC3-0788	0	0	0.07738778720581688	0	0	0	0	0.8842714403315604	0.03834077246262287	0
IMMU-BC3-0791	8.1901734949764e-4	0	0.13121634626970635	0	0.10295429192088008	0	0	0.7115273969082975	0.05348294755161846	0
IMMU-BC3-0796	0	0	0.00151636934862219	0	0	0	0	0.903237214272718	0.05457412400061347	0.04067229237804632
IMMU-BC3-0799	3.4925635151099e-4	0	0.05956683082502114	0	0.11656131197590104	0	0	0.7549924942573102	0.06853010659025649	0
IMMU-BC3-0800	0	0	0.04454476524932501	0.00345546065767226	0	0	0	0.8331847361489116	0.11017105011922725	0.00864398782486376
IMMU-BC3-0807	0	0	0	0	0.08975242343220716	0	0	0.907862908390051	0.00238466817774178	0
IMMU-BC3-0811	7.8799469596639e-4	0	0.22325482587160547	0	0.01794510292772841	0	0	0.7000658150157953	0.05794626148890445	0
IMMU-BC3-0817	0	0	0.10283341859309356	0	0	0	0	0.8408893830804249	0.05627719832648144	0
IMMU-BC3-0817	0	0	0.04066911114217885	0	0	0	0	0.8955607996586178	0.06377008919920334	0
IMMU-BC3-0818	0	0.04670357022753459	0	0	0	0	0	0.9527569813319139	5.3944844055138e-4	0
IMMU-BC3-0818	0	0.00597887564307287	0	0	0	0	0	0.9480617860601556	0.04595933829677159	0
IMMU-BC3-0819	4.924615246902e-4	0	0.06027106548956469	0	0.02654149991295177	0	0	0.8228341392642748	0.04242114841818791	0.04743968539033058
IMMU-BC3-0819	0	0	0.13186671471676836	0	0.06291600618791222	0	0	0.743930146286602	0.0612871328087172	0
IMMU-BC3-0820	0	0	0.07692065093472637	0	0	0	0	0.9045978710177541	0.01848147804751967	0
IMMU-BC3-0821	0	0	0.07581068958548655	0.13012049002369996	0	0	0	0.7940688203908136	0	0
IMMU-BC3-0825	0	0	0.02327381380054422	0	0	0.0026611067044233	0	0.8848756902498438	0.08918938924518867	0
IMMU-BC3-0825	0	0	0.00993928261929593	0.0304336969428208	0	0.00607721592626045	0	0.8648613581798087	0.08868844633181444	0
IMMU-BC3-0826	0.00376560358341044	0	0.11978379640614541	0	0	0	0	0.8039001266780462	0.07255047333239803	0
IMMU-BC3-0828	0	0	0.091512210084476	0	0.07349882615235705	0	0	0.71851217171058	0.01326288816433593	0.10321390388825093
IMMU-BC3-0830	0	0	0.08051771399033161	0	0.06467225824490572	0	0	0.8415857987271592	0.0132242290376035	0
IMMU-BC3-0833	0	0	0.13118963739504602	0	0.00945394944499484	0	0	0.8482655902539193	0.01109082290603978	0
IMMU-BC3-0835	0	0	0	0	0	0	0	0.9096054446744289	0.09039455532557109	0
IMMU-BC3-0836	0.0173129856054156	0	0.2639186577176678	0	0.09183896589071786	0	0	0.6269293907861986	0	0
IMMU-BC3-0837	0	0	0.3064797169752112	0	0	0	0	0.5540742444644189	0.1394460385603699	0
IMMU-BC3-0838	0	0	0.30802026289090156	0.08876168621302465	0.03902801028515353	0	0	0.55123761143765	0.0129524291732702	0
IMMU-BC3-0839	0	0	0.18576661742642517	0.02225729331562434	0.032628868593084	0	0	0.7175445535377558	0.04180266712711057	0
IMMU-BC3-0846	0	0	0.03811690774038151	0	0	0	0	0.9000242625876063	0.06185882967201225	0
IMMU-BC3-0848	0	0	0.09243467549362494	0.05201073057672265	0.03249522391164662	0	0	0.8230593700180058	0	0
IMMU-BC3-0849	3.0733404404987e-4	0	0.09094346067888548	0	0	0	0	0.8739942624284507	0.03475494284861393	0
IMMU-BC3-0850	4.0206906998513e-4	0	0.1600037948429597	0	0.01176283977121995	0	0	0.735213796271522	0.09261750004431311	0
IMMU-BC3-0851	0	0	0.05081534274889671	0.07112681131024028	0	0	0	0.7159626999491214	0.04128818236480534	0.12080696362693624
IMMU-BC3-0858	0	0	0.05550149511588257	0	0.02055854371150396	0	0	0.913256358761585	0.01068360241102839	0
IMMU-BC3-0873	0	0	0.02374449895744965	0	0	0	0	0.8387628204941447	0.07007137598640516	0.06742130456200043
IMMU-BC3-0893	0	0	0.097354588304552	0	0	0	0	0.8643185773579786	0.0383268343374694	0
IMMU-BC3-0903	0	0	0.15547345644109736	0	0	0	0	0.8214830642892379	0.02304347926966482	0
IMMU-BC3-0904	0.00317113146813804	0	0.28598026819801525	0.18303713794035387	0.03280413217913258	0	0	0.4855432623007944	0.0094640679135658	0
IMMU-BC3-0912	0.00536298896747741	0	0.08769101212356921	0	0	0	0	0.8445012250877852	0.06244477382116816	0
IMMU-BC3-0916	0	0	0.19060228450470576	0	0.05158928710925663	0	0	0.6941691805114094	0.06363924787462819	0
IMMU-BC3-0923	6.8272880646912e-4	0	0.06474638483641368	0	0	0	0	0.9242844986500061	0.01028638770711116	0
IMMU-BC3-0929	0	0	0.14362104726182565	0	0	0	0	0.8449047722620081	0.01147418047616613	0
IMMU-BC3-0935	0	0	0	0.09280119127323486	0	0	0	0.9071988087267652	0	0
IMMU-BC3-0937	0	0	0.21826666567623343	0	0	0	0	0.3764556723458872	0.03135559612316939	0.37392206585471
IMMU-BC3-0938	0	0	0.04332575039482737	0	0	0	0	0.9566742496051727	0	0
IMMU-BC3-0944	0	0	0.09928542316545792	0.1025488761475791	0	0	0	0.7481019015116616	0.05006379917530134	0
IMMU-BC3-1001	0	0	0	0	0.00150421209029536	0	0	0.9628466746151808	0.03564911329452385	0
IMMU-BC3-1033	0	0	0.2881113320109206	0	0.02800517618903668	0	0	0.6325804688090199	0.0513030229910228	0
IMMU-BC3-1063	0	0	0.30845448206182213	0	0	0	0	0.6915455179381779	0	0
