Samples	CBSX__TIL10__B.cells	CBSX__TIL10__Macrophages.M1	CBSX__TIL10__Macrophages.M2	CBSX__TIL10__Monocytes	CBSX__TIL10__Neutrophils	CBSX__TIL10__NK.cells	CBSX__TIL10__T.cells.CD4	CBSX__TIL10__T.cells.CD8	CBSX__TIL10__Tregs	CBSX__TIL10__Dendritic.cells
IMMU-BC3-0212	0	0.0061185490790569	0	0	0	0	0.694795963028072	0.08899937008218109	0	0.2100861178106899
IMMU-BC3-0220	0	0	0	0	0	0	0.01823356479239883	0.2874126611154527	0.4204950571701616	0.27385871692198693
IMMU-BC3-0221	0	0	0.05503646618772712	0	0	0	0.3504839048653496	0.16568498930987594	0	0.4287946396370473
IMMU-BC3-0222	0	0.11836966212504728	0	0	0	0	0.5710973333388719	0.01020869620425336	0	0.30032430833182755
IMMU-BC3-0230	0.03335842976299863	0.02228247917606968	0	0	0	0	0.868140007515829	0.06164506457723323	0	0.0145740189678696
IMMU-BC3-0233	0	0.16472818906453263	0	0	0	0	0.32478588141410786	0.5104859295213595	0	0
IMMU-BC3-0234	0	0	0	0	0	0	0.8023743702368087	0.03539630683638167	0	0.16222932292680955
IMMU-BC3-0235	0	0	0.04074847573552558	0	0	0	0.7049921321134126	0.05726203504103151	0	0.19699735711003025
IMMU-BC3-0238	0	0.00761009391593335	0	0	0	0	0.8551954103916202	0.00920296283349931	0	0.12799153285894707
IMMU-BC3-0239	0	0.23893283953625397	0	0	0	0	0.3886741444363956	0	0	0.3723930160273504
IMMU-BC3-0240	0	0	0	0.01380774220570662	0	0	0.8591381793164596	0.1270540784778337	0	0
IMMU-BC3-0241	0	0	0	0.04316602144441659	0	0	0.5621362657283678	0.26344961743728823	0	0.13124809538992738
IMMU-BC3-0251	0	0.09471064263228328	0	0	0	0	0.8446586981242499	0.02395161827864593	0	0.03667904096482096
IMMU-BC3-0251	0	0.12559581179864956	0	0	0	0	0.6239097823168239	0.01733812407085455	0	0.233156281813672
IMMU-BC3-0255	0	0	0	0	0	0	0.6398789254608928	0.15209496031465666	0	0.20802611422445044
IMMU-BC3-0256	0	0.13686671811111625	0	0	0	0	0	0.19683807070942877	0.17803102960816297	0.488264181571292
IMMU-BC3-0262	0	0	0.02303548689556491	0	0	0	0	0.20676863108072233	0.5390830595968664	0.2311128224268464
IMMU-BC3-0263	0	0	0	0.00315595539876349	0.00116784656430431	0	0	0.6175508299992845	0.37304593719007106	0.00507943084757682
IMMU-BC3-0263	0	0	0	0	0	0	0.7581665553566249	0.24183344464337497	0	0
IMMU-BC3-0267	0	0	0	0	0	0	0.656155655169879	0	0	0.3438443448301211
IMMU-BC3-0269	0	0.05634239293684502	0	0	0	0	0.8128869328002695	0	0	0.13077067426288563
IMMU-BC3-0272	0	0.04544084436580613	0	0	0	0	0.6596404133407463	0.04276807717604149	0	0.25215066511740597
IMMU-BC3-0273	0	0.06387892024168064	0	0	0	0	0	0.3146664759651453	0.12003293552627783	0.5014216682668962
IMMU-BC3-0274	0	0.44849237501844874	0	0	0.0243946189349913	0	0	0.13298324400900766	0.3941297620375524	0
IMMU-BC3-0275	0	0	0	0	0	0	0	0.379487374950588	0.2068564279263184	0.41365619712309354
IMMU-BC3-0275	0	0.18987359600400408	0	0	0	0	0.01961144041101825	0.29785985303416246	0	0.4926551105508152
IMMU-BC3-0276	0	0.04610701711742432	0	0.028942968678176	0	0	0.879872305666852	0.04507770853754783	0	0
IMMU-BC3-0278	0	1.1262616002367e-4	0	0	0	0	0	0.14922519783695706	0.46165133430314786	0.38901084169987155
IMMU-BC3-0281	0	0	0	0	0	0	0	0	0.9190346344492916	0.0809653655507086
IMMU-BC3-0281	0.09641117892251186	0.0839985358487599	0	0	0	0	0.5585666228154931	0.03443005330553835	0.08754895790290494	0.13904465120479187
IMMU-BC3-0286	0	0.02219527830806517	0	0	0	0	0.30393724590697646	0.18979513740124232	0.18440859050860756	0.2996637478751086
IMMU-BC3-0291	0.00493739318365982	0.06899618285658148	0	0	0	0	0.3580231548925648	0.21300725489706432	0	0.3550360141701296
IMMU-BC3-0296	0	0.05472496092188918	0	0	0	0	0.8414112909368259	0	0	0.103863748141285
IMMU-BC3-0299	0.00137585932962574	0	0	0	0	0	0.5713352397833779	0.1282742437290791	0.1482603016107776	0.1507543555471396
IMMU-BC3-0307	0	0.1419253430466165	0	0	0	0	0	0	0.07620019961174054	0.7818744573416428
IMMU-BC3-0315	0	0	0	0	0	0	0	0.20571973466680055	0.3585697717940361	0.43571049353916336
IMMU-BC3-0321	0	0.05311178037058726	0	0	0	0	0.5075386222722893	0	0.15366239869128262	0.2856871986658407
IMMU-BC3-0322	0	0	0	0	0	0	0.6185390519336308	0	0.10785741647272648	0.2736035315936428
IMMU-BC3-0325	0	0	0	0.43530672626032274	0	0	0.21286902850291103	0.35182424523676625	0	0
IMMU-BC3-0332	0.02867152858498428	0	0.01555653180572098	0	0	0	0	0.5625490520659256	0.05178242189435828	0.34144046564901076
IMMU-BC3-0338	0	0	0	0	0	0	0	0.1665708732419064	0.2494734025723737	0.58395572418572
IMMU-BC3-0341	0	0.1862239673873564	0	0	0	0	0.4267418911963952	0.05085308816596694	0.13559777230730127	0.20058328094298025
IMMU-BC3-0352	0	0.0310520289620324	0	0	0	0	0.14816518902424688	0	0.10300130366163096	0.7177814783520898
IMMU-BC3-0357	0	0.0487046800583639	0	0	0	0	0.6735101653576756	0.2777851545839606	0	0
IMMU-BC3-0361	0	0.06921248455590828	0	0	0	0	0.35273090836913834	0.23050153782669913	0	0.34755506924825424
IMMU-BC3-0376	0.06750544232970737	0.26618559364913413	0	0	0.00172002070814179	0	0	0.27131236411291765	0.1459827158100621	0.24729386339003684
IMMU-BC3-0381	0.04659855829861302	0	0	0	0	0	0.2760022813694878	0.2792088553365077	0.10942465883880192	0.28876564615658956
IMMU-BC3-0382	0	0	0	0	0	0	0	0.02155334230749886	0.01570126234314937	0.9627453953493517
IMMU-BC3-0389	0	0	0	0	0.00257952289708699	0	0.452850891884897	0.26763996550172725	0.24332471824666088	0.03360490146962782
IMMU-BC3-0390	0	0.06926020012624584	0	0	0	0	0	0.5113337921916496	0.1234865330110725	0.29591947467103197
IMMU-BC3-0393	0.00867695245637396	0.06773957389100536	0	0	0	0	0	0.13444208281517228	0.44365221400300103	0.3454891768344473
IMMU-BC3-0412	0	0.07364682218219375	0	0	0	0	0.33276393224367135	0.09663119682606	0.32312345804105275	0.17383459070702226
IMMU-BC3-0413	0	0.05884788148942215	0	0	0	0	0	0.7161001791955683	0.05329097820569493	0.1717609611093146
IMMU-BC3-0415	0	0.02625317263831688	0	0	0	0	0	0.24025384493960847	0.07973137065893271	0.653761611763142
IMMU-BC3-0421	0	0	0	0	0	0	0.3047223894377875	0.30620215625132347	0.05607110834451818	0.33300434596637074
IMMU-BC3-0423	0.12691833951756312	0	0.0364964660854292	0	0	0	0	0.5129711151696988	0.01352871047546288	0.310085368751846
IMMU-BC3-0428	0	0.13950868233404176	0	0	0	0	0.7217818305284536	0	0	0.1387094871375046
IMMU-BC3-0428	0	0	0	0	0	0	0.9153219002453551	0	0.08467809975464498	0
IMMU-BC3-0431	0	0.0398530111119231	0	0	0	0	0	0	0.6565485527552287	0.30359843613284804
IMMU-BC3-0537	0	0	0	0	0	0	0	0.14387779655777558	0.5839736643496566	0.27214853909256786
IMMU-BC3-0542	0	0.12702286963275136	0	0	0	0	0	0.10863269978596592	0.5280607668669638	0.23628366371431897
IMMU-BC3-0543	0	0	0	0	0	0	0.1320713588741168	0.43189944014934895	0.06559689383385985	0.3704323071426742
IMMU-BC3-0545	0	0.22256523421765345	0	0	0	0	0.08425596128268487	0.07084926570776855	0.1286610523454135	0.4936684864464797
IMMU-BC3-0547	0.0463843637301409	0	0	0	0	0	0.4852731872729528	0.05995459137194991	0	0.4083878576249564
IMMU-BC3-0759	0	0.18183463470222688	0	0	0	0	0.05683388379840364	0.08756594477128794	0.1586500015603933	0.5151155351676883
IMMU-BC3-0760	0	0	0	0	0	0	0	0.3375105991314781	0.4504460282143668	0.21204337265415524
IMMU-BC3-0761	0	0	0	0	0	0	0.782998025006299	0.2165850877940434	0	4.1688719965763e-4
IMMU-BC3-0774	0.03986694544343516	0.10299723494055722	0	0	0	0	0.5264373228865901	0.08915454030298171	0	0.24154395642643584
IMMU-BC3-0787	0	0	0.04330533888803382	0	0	0	0	0.03118302172399041	0.7261862724678688	0.19932536692010705
IMMU-BC3-0788	0	0	0	0	0	0	0.6074657438007682	0	0	0.39253425619923177
IMMU-BC3-0791	0	0.1378722503286636	0	0	0	0	0.537092531312316	0	0	0.3250352183590204
IMMU-BC3-0796	0	0.10262363582230956	0	0	0	0	0.6833859276262326	0	0	0.2139904365514579
IMMU-BC3-0799	0	0.00390161922073082	0	0	0	0	0.47387741668941247	0.08018267241799872	0	0.442038291671858
IMMU-BC3-0800	0	0.19325086544970793	0	0	0	0	0.08902229963908663	0.18115127027774255	0.18713681695338027	0.34943874768008254
IMMU-BC3-0807	0	0.0498467559402945	0	0	0	0	0.73436481511117635	0.01752491617821888	0	0.19826351277031043
IMMU-BC3-0811	0	0.163155944697551	0.10041228371560793	0	0	0	0.5550609020838347	0.02779560431015679	0	0.15357526519284953
IMMU-BC3-0817	0	0	0	0	0	0	0.4942324100978105	0.15846960209442096	0	0.34729798780776855
IMMU-BC3-0817	0	0.04926929618487716	0	0	0	0	0.6549573652757867	0.0436425686436887	0	0.25213076989564737
IMMU-BC3-0818	0	0.13565914351394476	0	0	0	0	0.5390420599690389	0.00278792312756666	0	0.3225108733894496
IMMU-BC3-0818	0	0.04866584445491361	0	0	0	0	0.5001880144090445	0.02997937512345377	8.3582730341802e-4	0.42033093870917015
IMMU-BC3-0819	0	0.05019641195980749	0.01088474643382623	0	0	0	0	0.5192393856252701	0.12601561051961951	0.2936638454614766
IMMU-BC3-0819	0	0.05753626859470739	0	0	0	0	0	0.33812440311246744	0.33955477281407703	0.26478455547874813
IMMU-BC3-0820	0	0.06215544359719729	0	0	0	0	0.6378501369647694	0	0	0.2999944194380332
IMMU-BC3-0821	0	0.2881399295817714	0	0	0	0.0360673164040075	0	0.0951275388440986	0.407316540712774	0.1733486744573483
IMMU-BC3-0825	0.02810043636341638	0.3535935939600932	0	0	0	0	0	0.28884686102345486	0	0.3294591086530355
IMMU-BC3-0825	0	0	0	0.09797106186567768	0	0	0.9020289381343223	0	0	0
IMMU-BC3-0826	0	0	0	0	0	0	0	0.7110870686639598	0.068442328214176	0.2204706031218642
IMMU-BC3-0828	0	0	0	0	0	0	0	0.3997518289245921	0.192426170204563	0.4078220008708448
IMMU-BC3-0830	0	0	0.01482964685070837	0	0	0	0	0	0.44449717325738897	0.5406731798919027
IMMU-BC3-0833	0	0	0	0	0	0	0	0.1619045171528345	0.45065275940165334	0.38744272344551217
IMMU-BC3-0835	0	0.0143111648181625	0	0	0	0	0.6150682127748626	0.00195913775527396	0	0.36866148465170107
IMMU-BC3-0836	0.00293994710624894	0	0	0	0	0	0.24023270216911588	0.21800963459885248	0.4657095728934534	0.07310814323232936
IMMU-BC3-0837	0.07754038343158104	0	0	0	0	0	0	0.12997821782900007	0.4178200329808844	0.3746613657585344
IMMU-BC3-0838	0.02820333394928395	0.01859657877495763	0	0	0	0	0.10352772617301408	0.1398871633219974	0.34927998095615437	0.36050521682459263
IMMU-BC3-0839	0	0.07197072092030078	0	0	0	0	0.7103373019204706	0.06004607828607706	0	0.15764589887315156
IMMU-BC3-0846	0	0.12192629926224244	0	0	0	0	0.20543685252232508	0.10835512776830226	0	0.5642817204471303
IMMU-BC3-0848	0	0.09669940673083448	0	0	0	0	0.10065793411897316	0.02871578301829384	0.7124606128220513	0.06146626330984724
IMMU-BC3-0849	0	0.20311952551011567	0	0	0	0	0.4902588660131508	0.19377387577025312	0.0091988314866468	0.10364890121983364
IMMU-BC3-0850	0	0	0	0	0	0	0.721927394288853	0	0	0.27807260571114717
IMMU-BC3-0851	0	0.02536640502667368	0	0	0	0	0.7445094891824966	0	0	0.2301241057908296
IMMU-BC3-0858	0	0.14817763388411054	0	0	0	0	0.5798700517981693	0	0	0.27195231431772027
IMMU-BC3-0873	0	0.05215404305174129	0	0	0	0	0.9478459569482587	0	0	0
IMMU-BC3-0893	0	0.04663803743821546	0	0	0	0	0.7744567480308806	0	0	0.17890521453090413
IMMU-BC3-0903	0	0	0	0	0	0	0.9152919551738471	0	0	0.08470804482615292
IMMU-BC3-0904	0	0.11189458818165432	0	0	0	0	0.5202258523057283	0.21584456957331205	0	0.15203498993930534
IMMU-BC3-0912	0	0.01132647832427625	0	0	0	0	0.17737683526290624	0.3041237376685412	0.08481400624813806	0.42235894249613815
IMMU-BC3-0916	0	0.14419163222974418	0	0	0	0	0	0.19381760795678676	0.02279699798624617	0.6391937618272229
IMMU-BC3-0923	0	0.07987731950780061	0	0	0	0	0.4400889876204131	0	0	0.48003369287178627
IMMU-BC3-0929	0	0	0	0	0	0	0.36906177214687247	0.09669775769310988	0.02669147253258628	0.5075489976274313
IMMU-BC3-0935	0	0.05075469966929413	0.02238317456377863	0	0	0	0.659472803351013	0	0	0.26738932241591434
IMMU-BC3-0937	0	0.13529404928956748	0	0	0	0	0.2789961536561354	0.2571658450787179	0	0.3285439519755792
IMMU-BC3-0938	0	0.1039561779755066	0	0	0	0	0.5670433302314747	0	0	0.32900049179301866
IMMU-BC3-0944	0	0.24072005585424172	0	0	0	0	0.7592799441457583	0	0	0
IMMU-BC3-1001	0	0.00967826223983749	0	0	0	0	0.5429716826890556	0	0.20520334430614587	0.24214671076496108
IMMU-BC3-1033	0	0	0	0	0	0	0.7237403089400389	0.00736719096908109	0	0.26889250009088006
IMMU-BC3-1063	0	0.04971076441230984	0	0	0	0	0.7720556334696661	0	0	0.1782336021180242
