Samples	CBSX__CCLE-TIL10__Cancer.cells	CBSX__CCLE-TIL10__B.cells	CBSX__CCLE-TIL10__Macrophages.M1	CBSX__CCLE-TIL10__Macrophages.M2	CBSX__CCLE-TIL10__Monocytes	CBSX__CCLE-TIL10__Neutrophils	CBSX__CCLE-TIL10__NK.cells	CBSX__CCLE-TIL10__T.cells.CD4	CBSX__CCLE-TIL10__T.cells.CD8	CBSX__CCLE-TIL10__Tregs	CBSX__CCLE-TIL10__Dendritic.cells
IMMU-BC2-0225-FIXT-01	0.234818370325644	0	0.26539805948068224	0	0	0	0	0.09015711631456642	0.1640691188406714	0.04070825680112985	0.20484907823730616
IMMU-BC2-0228-FIXT-01	0.09135333321396176	0	0.11065541992168423	0	0	0	0	0.01740372921514046	0.27026263854883426	0.29297839017502886	0.2173464889253504
IMMU-BC2-0229-FIXT-01	0.43433991525815474	8.6833956678114e-4	0.04730794012812731	0.00452803891251514	0	0	0	0.23728104005577363	0.2419044327970254	0	0.03377029328162257
IMMU-BC2-0232-FIXT-01	0.22899482852204275	0.0129954320305367	0.20773462130522713	0	0	0	0	0.13547941452185985	0.10357997534861664	0.1096499367488091	0.20156579152290785
IMMU-BC2-0245-FIXT-01	0.35430814398863436	0	0.08136241382564206	0	0	0	0	0.1370908220599325	0.1027857252043052	0	0.3244528949214859
IMMU-BC2-0252-FIXT-01	0.20149838502428144	0	0	0	0	0	0	0.21486321441494155	0.0680082118228192	0	0.5156301887379577
IMMU-BC2-0254-FIXT-01	0.6268235484781116	0	0.00241248561667136	0	0	0	0	0.30135004430669554	0.04411952024927906	0	0.02529440134924237
IMMU-BC2-0260-FIXT-01	0.13341659820389443	0.0235599235667162	0.01521261648626714	0	0	0	0	0.4613845939020827	0.1912733261553538	0.0539115157151023	0.1212414259705834
IMMU-BC2-0261-FIXT-01	0.1978543183636108	0	0.27115835660944576	0	0	0	0	0	0.23754494104503376	0.17963707864505135	0.11380530533685836
IMMU-BC2-0265-FIXT-01	0.1449883898157884	0	0.04254461168394336	0.13650907549938757	0	0	0	0.30203474844654127	0.26054505070050465	0	0.11337812385383476
IMMU-BC2-0277-FIXT-01	0.42118095223892427	0	0	0	0	0	0	0	0.12421166658392326	0.3032592198793195	0.15134816129783296
IMMU-BC2-0279-FIXT-01	0.4598056183415474	0	0.05481818283267104	0	0	0	0	0.38921342834379985	0	0	0.09616277048198188
IMMU-BC2-0282-FIXT-01	0.4493887885974251	0	0	0	0	0	0	0	0.22421533906038535	0.18287858317148983	0.14351728917069967
IMMU-BC2-0283-FIXT-01	0.3713177778887947	0	0.25052448076204054	0	0	0	0	0	0.15449091935349468	0.1529623004094737	0.0707045215861964
IMMU-BC2-0283-FIXT-02	0.06464747286767707	0	0.5423961109613398	0	0	0	0	0	0.2534664002461165	0.077534744262524255	0.06195527166234236
IMMU-BC2-0285-FIXT-01	0.4889513801078038	0	0.16870306004175795	0	0	0	0	0.317296913928714	0.01081531779275346	0	0.01423332812897061
IMMU-BC2-0288-FIXT-01	0.35935667344512945	0	0	0	0	0	0	0.19901123057642628	0.33259692723947093	0	0.1090351687389732
IMMU-BC2-0290-FIXT-01	0.32586579279980243	0.01377630663473828	0.0306790515148512	0	0	0	0	0.42132610298799944	0.0813414800000477	0	0.12701126606256086
IMMU-BC2-0298-FIXT-01	0.25138963518364765	0.01633236175412562	0.11303337490236964	0	0.08402451677361551	0.14512111130355604	0.13178053551287092	0	0.07120588009441904	0.18711258447539564	0
IMMU-BC2-0309-FIXT-01	0.25862313588853236	0.0015822275097576	0.1686818783042228	0	0	0	0	0.41481460444263	0	0	0.1562981538548572
IMMU-BC2-0312-FIXT-01	0.36878640306291727	0	0	0	0	0	0	0.08885627671889357	0.0170132894797998	0.00513410368112873	0.5202099270572607
IMMU-BC2-0316-FIXT-01	0.6713954517125924	0.03405667357091404	0.0577447660129744	0	0	0	0	0	0.06218298118357125	0	0.17462012751994793
IMMU-BC2-0333-FIXT-01	0.29345449493963915	0	0.11155784020205647	0.0071313401989485	0	0	0	0.3384845076520548	0.22298740730789365	0	0.02638440969940736
IMMU-BC2-0339-FIXT-01	0.3097023855525146	0	0	0	0	0	0	0.06066190890116871	0.30446873754341724	0.1784507862627054	0.14671618174019413
IMMU-BC2-0355-FIXT-01	0.3316191781779804	3.62520132336e-6	0.149665871643942	0	0	0	0	0	0.24952922998814847	0.1171365496415942	0.1520455453470116
IMMU-BC2-0362-FIXT-01	0.48856046204849474	0	0.0351115309316077	0	0	0	0	0.02030074465230112	0.15070012630568916	0	0.3053271360619073
IMMU-BC2-0371-FIXT-01	0.616535178729361	0	0.03478512876786528	0	0	0	0	0.03264306154446666	0.23753562172385467	0	0.07850100923445226
IMMU-BC2-0372-FIXT-01	0.36733903246142774	0	0.07432158221304425	0	0	0	0	0.24703673174593743	0.08967173312112678	0	0.22163092045846375
IMMU-BC2-0374-FIXT-01	0.5424200400966241	0	0.05859289250187465	0	0	0	0	0.1594112343856902	0.13372336160469842	0	0.1058524714111124
IMMU-BC2-0374-FIXT-02	0.04738428227090635	0	0.2397746672331082	0	0	0	0	0.2224993271131371	0.2530979867532102	0.06045369747218328	0.17679003915745478
IMMU-BC2-0377-FIXT-01	0.24516750096520917	0	0	0.01736949748922081	0	0	0	0.7374630015455701	0	0	0
IMMU-BC2-0380-FIXT-01	0.33983240624712857	0	0.12792155810194825	0	0	0	0	0.12904069049644265	0.16322662589409415	0	0.23997871926038639
IMMU-BC2-0387-FIXT-01	0.3036264318318647	0.01281605878892129	0.0684114130466346	0	0	0	0	0	0.2532135435254627	0.01808514386949974	0.343847408937617
IMMU-BC2-0391-FIXT-01	0.45441431290487416	0	0	0	0	0	0	0	0.29969866180719096	0.08934723460514118	0.1565397906827936
IMMU-BC2-0392-FIXT-01	0.3208244062986703	0.136791652672267	0.02154343705365989	0.02851200561306468	0	0	0	0.09799695539110262	0.11536350676624678	0.03083118643323711	0.24813684977175163
IMMU-BC2-0402-FIXT-01	0.3651924220889929	0	0.00485148927994263	0	0	0	0	0.00986997611531485	0.4426167993466803	0.06206104020786964	0.11540827296119964
IMMU-BC2-0403-FIXT-01	0.4954923157263163	0.00163453155436697	0.00947351974678103	0	0	0	0	0.00800000202150844	0.22147048165089855	6.5081949530469e-4	0.26327832980482396
IMMU-BC2-0404-FIXT-01	0.1724674483623377	0.00195142078508119	0	0	0	0.0078291857128209	0	0.5395034203322141	0.06671827275000568	0.00344109864383646	0.20808915341370396
IMMU-BC2-0405-FIXT-01	0.6888562115329688	0	0	0	0	0	0	0	0.17534262391751168	0	0.1358011645495194
IMMU-BC2-0409-FIXT-01	0.1526313126765927	0.00725586765114132	0.10900979251730172	0	0	0	0	0	0.2601393833925203	0.3826419473070062	0.08832169645543789
IMMU-BC2-0414-FIXT-01	0.10422471451142212	0.05475780279930684	0.2681326076951661	0	0	0	0	0	0.206513365169842	0.16498238888149977	0.20138912094276312
IMMU-BC2-0430-FIXT-01	0.2991087238852724	0	0.0781472869767679	0	0	0	0	0.3145264073659024	0.12024342929834383	0	0.18797415247371352
IMMU-BC2-0538-FIXT-01	0.1246137801505026	0.05271064272140845	0.06612149933349697	0	0	0	0	0	0.15855367481533583	0.08846009445420663	0.5095403085250495
IMMU-BC2-0546-FIXT-02	0.38147500577534166	0	0.0012280758299603	0	0	0	0	0.31690318991355837	0.04936566059458027	0	0.25102806788655935
IMMU-BC2-0744-FIXT-01	0.3264471773416117	0	0.13243755487726647	0	0	0	0	0.4913944438064536	0.04972082397466808	0	0
IMMU-BC2-0748-FIXT-01	0.17728890203384023	0	0	0	0	0	0	0.485820485984755	0.23574764889256047	0	0.10114296308884432
IMMU-BC2-0752-FIXT-01	0.23272206120879987	0	0.12111588886980572	0	0	0	0	0	0.28825103496774834	0.04336700599078462	0.3145440089628615
IMMU-BC2-0753-FIXT-01	0.3232297595231597	0	0.08427780311926956	0.0059663448834871	0	0	0	0.2906780104382264	0.08665894509402801	0	0.20918913694182936
IMMU-BC2-0755-FIXT-01	0.3647321179080568	0	0.04062664974700771	0	0	0	0	0	0.15822443521861004	0.03132336294187248	0.405093434184453
IMMU-BC2-0756-FIXT-01	0.4258073340389591	0.0567829927956295	0.19345350065771524	0	0	0	0	0.04134882802534844	0.07299655955724405	0	0.20961078492510368
IMMU-BC2-0764-FIXT-01	0.7960958150695915	0	0.14302557156842094	0	0	0	0	0	0	0	0.06087861336198758
IMMU-BC2-0775-FIXT-01	0.4464566477538597	0	0.04686996260202264	0.00805456489548063	0	0.00398110973595839	0	0	0.26930818042278454	0.10703176293346614	0.11829777165642806
IMMU-BC2-0776-FIXT-01	0.4999549004617071	0	0.09163831493352112	0	0	0	0	0	0.11858946231373368	0.2212846202551288	0.06853270203590923
IMMU-BC2-0776-FIXT-02	0	0	0.5534804194399439	0	0.06086725531995579	0	0	0.2785013082175318	0.10715101702256874	0	0
IMMU-BC2-0777-FIXT-01	0.29265882659285	0	0.0889575887511011	0	0	0.00277359210367127	0	0.27956540769509985	0.14681377114775612	0	0.18923081370952163
IMMU-BC2-0778-FIXT-01	0.5868015979449257	0	0	0	0	0	0	0	0.18131646764875456	0	0.23188193440631977
IMMU-BC2-0781-FIXT-01	0.44941664523724306	0	0.07761891014518407	0	0	0	0	0	0.01500913138769838	0.05208130832499364	0.405874004904881
IMMU-BC2-0784-FIXT-01	0.2411954497642212	0	0.22048279621650407	0	0	1.260323452873e-5	0	0.2855745555982249	0.01008549681359412	0	0.2426490983729269
IMMU-BC2-0785-FIXT-01	0.16328508759110164	0	0.01364222167640811	0	0	0	0	0.6554909910214785	0.06145005826586845	0	0.10613164144514338
IMMU-BC2-0792-FIXT-01	0.5682329948315664	0.02142207028868632	0.2173634361052879	0	0	0	0	0.1376598081423468	7.2058062082514e-4	0	0.05460111001128728
IMMU-BC2-0794-FIXT-01	0.06813045628368818	0	0.15934555324525637	0	0	0	0	0.7725239904710555	0	0	0
IMMU-BC2-0797-FIXT-01	0.2111952533236596	0	0.41282850005168426	0	0	0	0	0.12158520535595506	0.05196905702542282	0.05803079055027428	0.14439119369300396
IMMU-BC2-0801-FIXT-01	0.5615018827689332	0	0.2968733270593898	0	0	0	0	0	0.04823397035421342	0.04920112664525919	0.04418969317220439
IMMU-BC2-0804-FIXT-01	0.11469989150445511	0.00402209941614749	0.1432376003004474	0	0	0	0	0	0.22399266646706112	0.30573674264318945	0.20831099966869931
IMMU-BC2-0805-FIXT-01	0.5026961759819397	0	0.06489195385748278	0	0	0	0	0	0.20666089560352605	0.05074352935206742	0.175007445204984
IMMU-BC2-0812-FIXT-01	0.6882878471408401	0	0.02609137017303258	0	0	0	0	0	0.11678238543928766	0	0.16883839724683963
IMMU-BC2-0813-FIXT-01	0.05151429137614569	0	0.11433901749055855	0	0	0	0	0	0.15231578457312206	0.3751941199103241	0.30663678664984967
IMMU-BC2-0815-FIXT-01	0.36540133921973567	0	0	0	0	0	0	0	0.4288330572761397	0.02706956235188463	0.1786960411522402
IMMU-BC2-0815-FIXT-01	0.5368802449530624	0	0	0	0	0	0	0.04729104919811767	0.2567971926078762	0.07208776753262135	0.08694374570832238
IMMU-BC2-0829-FIXT-01	0.5913440036271281	0	2.11655232239e-4	0	0	0	0	0.20549752611002792	0.02196146306740935	0	0.18098535196319543
IMMU-BC2-0832-FIXT-01	0.190514057558404	0	0.12417334198434866	0	0	0	0	0	0.21252475982151195	0.07935629237213666	0.3934315482635988
IMMU-BC2-0834-FIXT-01	0.2568681950124025	0	0	0	0	0	0	0.3544599777853119	0.13810658264499157	0	0.250565244557294
IMMU-BC2-0842-FIXT-01	0.37473706320752775	0	0.0811002488765079	0	0	0	0	0.4119453344169767	0.01067837234178095	0	0.12153898115720672
IMMU-BC2-0843-FIXT-02	0.09804894991883274	0	0	0	0	0	0	0.3336900652976965	0.24080474515118727	0	0.3274562396322833
IMMU-BC2-0844-FIXT-02	0.36481480973311375	0.12691048223498477	0.1668373086864366	0	0	0	0	0	0.18652184991420792	0	0.1549155494312571
IMMU-BC2-0845-FIXT-01	0.601697463211317	0	0	1.9748290339116e-4	0	0	0	0	0.2053239339493063	0	0.19278111993598557
IMMU-BC2-0856-FIXT-01	0.03650357891465302	0.07331901350047625	0.1680211391963353	0	0	0	0	0.00379544679955105	0.13303181730882627	0.21337224088120743	0.3719567633989506
IMMU-BC2-0862-FIXT-01	0.49886270090843393	0	0.04093917972506889	0	0	0	0	0	0.16836665333199252	0.01950359827467479	0.27232786775982987
IMMU-BC2-0876-FIXT-01	0.34943328579032507	0	0.04913672456553179	0	0	0	0	0.07660534088169291	0.20664892910532912	0	0.31817571965712105
IMMU-BC2-0878-FIXT-01	0.601099230308101	0	0	0	0	0	0	0	0.1888835220695479	0.05320846212806867	0.15680878549428254
IMMU-BC2-0879-FIXT-01	0.34884155134082157	0	0.00672604029052827	0	0	0	0	0.29607857371627383	0.09777934723377528	0	0.25057448741860094
IMMU-BC2-0880-FIXT-01	0.8356531104682722	0	0	0	0	0	0	0.0059015756593777	0.02526890281209779	0	0.13317641106025227
IMMU-BC2-0881-FIXT-01	0.5941092088632843	0	0.167014587134079	0	0	0	0	0.07754459714186858	0.11580846068050386	0	0.04552314618026429
IMMU-BC2-0885-FIXT-01	0.16463957778267693	0.00571126682621387	0.20385501425521857	0	0	0	0	0.4698867377770236	0.0444253885027004	0	0.11148201485616664
IMMU-BC2-0891-FIXT-01	0.20546116440865497	0	0.1401936198115252	0	0	0	0	0	0.17577913259606773	0.40243779408960006	0.07612828909415212
IMMU-BC2-0898-FIXT-01	0.2952718585482025	0	0	0.00209703111084165	0	0	0	0.26702366351463047	0.1626603421963378	0	0.2729471046299875
IMMU-BC2-0900-FIXT-02	0.39428321501229147	0.07531368231973566	0	0	0	0	0	0	0.24448805874259472	0.03528595694800906	0.2506290869773691
IMMU-BC2-0925-FIXT-01	0.43501982002341927	0	0	0	0	0	0	0.2792692152965298	0.15218018449979925	0	0.1335307801802516
IMMU-BC2-0928-FIXT-01	0.1690215011795848	2.8439773946112e-4	0.09445984477162758	0	0	0	0	0.33053099271829084	0.24638860869076887	0	0.15931465490026683
IMMU-BC2-0930-FIXT-01	0.441705698213789	0	9.7902058542372e-4	0	0	0	0	0.06916218544226009	0	0	0.4881530957585272
IMMU-BC2-0931-FIXT-01	0.2998366312197129	0	0	0	0	0	0	0.2785037208760302	0	0	0.421659647904257
IMMU-BC2-0931-FIXT-02	0	0	0.16010523770782065	0	0.17744439383571278	0	0	0.10398390765827498	0.3580184770594254	0.2004479837387662	0
IMMU-BC2-0936-FIXT-01	0.37792237881923374	0	0	0	0	0	0	0.30267925464113205	0	0	0.3193983665396341
IMMU-BC2-0946-FIXT-01	0.2018012271986137	0.01127775562453842	0.2464811543834071	0	0	0	0	0.21118372634952592	0.06277981036395419	0.03948434864742895	0.22699197743253163
IMMU-BC2-1000-FIXT-01	0.16088317539342256	0	0.19872434020174168	0	0	0	0	0.18280470031966067	0.12134459850362105	0.11743442943057888	0.2188087561509753
IMMU-BC2-1002-FIXT-01	0.14043257452559416	0	0.12309590071160333	0	0	0	0	0.12961653933277045	0.43616531922652046	0	0.17068966620351156
IMMU-BC2-1003-FIXT-01	0.6242770372093284	0	0.05978524419497518	0	0	0	0	0	0.11591268911635372	0	0.20002502947934284
IMMU-BC2-1004-FIXT-01	0.6391018676164408	0	0	0	0	0.00835735151418811	0	0	0.19638524635644364	0.06513032811489501	0.09102520639803229
IMMU-BC2-1006-FIXT-01	0.32823817549803896	0.00194323105728413	0.09394751168029532	0	0	0.02837512417254453	0	0.19262140465363708	0.03141262928331517	0	0.32346192365488485
IMMU-BC2-1007-FIXT-01	0.5027798484948256	0	0.03176393683597602	0.01959900311195938	0	0	0	0.1157797492461043	0.107262478253304	0.03433291432066125	0.18848206973716936
IMMU-BC2-1016-FIXT-01	0.1543211639004675	0	0.01384201187691398	0	0	0	0	0.06360748934450929	0.03399115680501379	0	0.7342381780730953
IMMU-BC2-1020-FIXT-01	0.5806616649801879	0	0.00371876539134107	0	0	0	0	0	0	0.3641764656533066	0.05144310397516449
IMMU-BC2-1022-FIXT-01	0.26159143046670186	0	0	0	0	0	0	0.2946539651130719	0.2886346838585546	0	0.15511992056167168
IMMU-BC2-1023-FIXT-01	0.5416653127642	0	0.10123176301819968	0	0	0	0	0.13837674434714373	0.11054957245766513	0	0.10817660741279152
IMMU-BC2-1025-FIXT-01	0.33088668308743124	0	0.13812446937805717	0	0	0	0	0.2834092066939824	0.08777517523037684	0	0.15980446561015255
IMMU-BC2-1026-FIXT-01	0.31965537723308096	0.0038919572136025	0	0.02295985697456505	0	0	0	0.2268854706715594	0.28310147810243297	0	0.14350585980475905
IMMU-BC2-1031-FIXT-01	0.14991105928138265	0	0.00479413729771668	0.00796843739111634	0.00859479961528433	0.00583337010291109	0	0.4359789026371065	0.2433542698436736	0.14356502383080866	0
IMMU-BC2-1035-FIXT-01	0.5751849825184183	0.01140821634601394	0	0	0	0.00264772068328177	0	0	0.1846698820373612	0.11276870345405042	0.1133204949608743
IMMU-BC2-1036-FIXT-01	0.506508904265556	0	0.20932412385700297	0	0	0	0	0.28416697187744105	0	0	0
IMMU-BC2-1047-FIXT-01	0.3466032485667245	0.02076267411619535	0.05409726989756034	0	0	0.00296014377900019	0.00590874947905585	0	0.1957755035671407	0.1474302711823214	0.2264621394120016
IMMU-BC2-1050-FIXT-01	0.5915617462355982	0	0.04242267343458542	0	0	0.00603495647878691	0	0	0.02710181027827928	0.103867561806667	0.2290112517660832
IMMU-BC2-1053-FIXT-01	0.10213217342876608	0	0.05619931259044532	0	0	0	0	0.4755927862738501	0.12542269347578996	0	0.2406530342311484
IMMU-BC2-1075-FIXT-01	0.4315974152936479	0	0.11577352811601292	0	0	0	0	0	0.02235698674540852	0.18009088892114097	0.25018118092378977
IMMU-BC2-1096-FIXT-01	0.5942224788048653	0	0.1181459678115705	0	0	0.00133943803598041	0	0.09762812067080996	0.18866399467677383	0	0
