Samples	CBSX__scRNA-melanoma__Malignant	CBSX__scRNA-melanoma__Endothelial_cells	CBSX__scRNA-melanoma__CAF	CBSX__scRNA-melanoma__T_cells_CD8	CBSX__scRNA-melanoma__NK_cells	CBSX__scRNA-melanoma__Macrophages	CBSX__scRNA-melanoma__T_cells_CD4	CBSX__scRNA-melanoma__B_cells
IMMU-BC3-0220	0	0.00703110607382651	0.8194910601665168	0	0.01957374317364856	0.05022621718136981	0.10367787340463828	0
IMMU-BC3-0221	0.05569530677463608	0	0.9100936726504131	0	0	0.03421102057495094	0	0
IMMU-BC3-0222	0.08977062565776847	0.0114010939991437	0.8158046315706389	0	0.00525347562138901	0.04273240667116483	0.03503776647989499	0
IMMU-BC3-0230	0.2311833428714609	0.07132127633122574	0.594496747760933	0.01290335923659326	0	0.05740850377087231	0	0.03268677002891477
IMMU-BC3-0233	0.22242041373796875	0.0166910452135563	0.5173406550501867	0	0	0.07976993356302599	0	0.1637779524352623
IMMU-BC3-0234	0.12910659709975075	0	0.8315191238461342	0	0	0.02703567962542496	0	0.01233859942869006
IMMU-BC3-0235	0.2096680910320052	0.03451256797563683	0.49941382227849546	0	0	0.10056509699252716	0.1548096767162459	0.00103074500508928
IMMU-BC3-0238	0.1936036213380241	0	0.7684013553101696	0.00319518812322451	0	0.03479983522858178	0	0
IMMU-BC3-0239	0.1023364282147232	7.2181259423546e-4	0.7577735307751047	0	0	0.1391682284159367	0	0
IMMU-BC3-0240	0	0.01714934149861391	0.6836261598845499	0	0.04196755503754278	0.14951725665203466	0.1077396869272588	0
IMMU-BC3-0241	0.05829997391918599	0.01998861431592925	0.800671577416444	0.01800779898297274	0	0.06598713885509704	0	0.03704489651037084
IMMU-BC3-0251	0.06448306273263571	0.01490387338528292	0.6631101422634301	0.0973330950955693	0	0.05639290028589268	0	0.10377692623718927
IMMU-BC3-0251	0.02110758656494646	0.0136503782151216	0.8286198630768868	0	0	0.04508311451960949	0.08604021976935239	0.0054988378540832
IMMU-BC3-0255	0.20512076794356685	0	0.31704967174639	0	0.03659633039662442	0.1578925712569467	0.2660644910230284	0.01727616763344371
IMMU-BC3-0256	0.06457329445841423	2.7923035560864e-4	0.8414764815906083	0.00335045816884614	0	0.08966186067776602	0	6.5867474875668e-4
IMMU-BC3-0262	0.1874160142566103	0.0202961709333881	0.6796917355703685	0	0	0.06354807519133018	0.01727828576477303	0.03176971828352972
IMMU-BC3-0263	0.1805308318295088	0.00541741993810637	0.7129149291811774	0	0	0.01080139532750581	0	0.09033542372370158
IMMU-BC3-0263	0.09333524311136936	0.01562913818519636	0.7340690852030449	0	0	0.02751571969134935	0.09392835039787847	0.03552246341116153
IMMU-BC3-0267	0.517679790801038	0.02156407903780305	0.14906099798586336	0	0.00310851935693368	0.02640669423581294	0.282179918582549	0
IMMU-BC3-0269	0.14523368928104333	0	0.8319557577063865	3.8755565298405e-4	0	0.00499664951402776	0	0.0174263478455583
IMMU-BC3-0272	0.06790351523240011	0.00680175595064436	0.6054159479717814	0	0.00744871401802125	0.2532914340654934	0.05884773034805152	2.9090241360803e-4
IMMU-BC3-0273	0	0.00930494521070645	0.7349047953640517	0.07856543934207369	0	0.02170845785384978	0	0.15551636222931825
IMMU-BC3-0274	0.0123363125826473	0	0.7867817736147158	0	0	0.12995989102568645	0.07092202277695035	0
IMMU-BC3-0275	0	0.00684097282370625	0.723300144064967	0.04660550065980262	0	0.12370806490680852	0	0.09954531754471543
IMMU-BC3-0275	0.09060606086284598	0	0.7091467264250223	0	0.00798680174620421	0.03782010560522119	0	0.15444030536070644
IMMU-BC3-0276	0.12753532676905152	0	0.7543018072392436	0	0	0.11816286599170504	0	0
IMMU-BC3-0278	0.27293977657463625	0	0.35252306248589943	0	0.03452762030943397	0.1800095680830276	0.15999997254700282	0
IMMU-BC3-0281	0	0.02072689478578178	0.8255736514771328	0.05095056540410199	0	0.02294712621112652	0	0.0798017621218569
IMMU-BC3-0281	0.13675693447303483	0.06950735475787163	0.54837577424675	0	0	0.02979046709567825	0.00745963559294958	0.20810983383371567
IMMU-BC3-0286	0	0	0.5393445269169499	0	0	0.22725120921237732	0.1791349744558923	0.05426928941478056
IMMU-BC3-0291	0	0.1015597975610055	0.36802196275636506	0	0	0.13942948022461052	0.17218388267925525	0.2188048767787636
IMMU-BC3-0296	0.28021927807115765	0.03129351505205353	0.6216440320582124	0	0	0.02820583655148881	0.03863733826708757	0
IMMU-BC3-0299	0.10395154272639152	0.02260100346523533	0.6326407995067165	0	0.02080524174149458	0.04137442809430353	0.1786269844658585	0
IMMU-BC3-0307	0.05170324779450552	0.00199775776774321	0.8531101385974215	0.01214037883739525	0	0.02900653172807045	0	0.05204194527486412
IMMU-BC3-0315	0.22325089417216848	0.03471212755343705	0.575156687933041	0	0	0.06572324948398635	0.029550580542783	0.07160646031458436
IMMU-BC3-0321	0.19424581599049823	0.0035623771739579798	0.7496937032905219	0	0	0.05249810354502191	0	0
IMMU-BC3-0322	0.3389090660115505	0.00378535579086676	0.5245669101754477	0	0	0.07178960130133369	0.06094906672080135	0
IMMU-BC3-0325	0.23467953253378243	0.06898464251648616	0.45186745324502703	0	0	0.04950238729641473	0.19496598440828963	0
IMMU-BC3-0332	0.3150734146513668	0.0221265557731824	0.33586583112401985	0.10631114464440145	0	0.04138073397443445	0	0.17924231983259495
IMMU-BC3-0338	0.15341998243507698	0.00387082805921918	0.5701944105141257	0	0	0.09093945644446796	0.12113036462686912	0.060444957920241
IMMU-BC3-0341	0.19885607228174484	0.00118704468606723	0.661245948821876	0	0	0.08803975054421224	0.05067118366609979	0
IMMU-BC3-0352	0	0.00586836783397954	0.8958592556468736	0	0	0.03070219223588175	0.06757018428326513	0
IMMU-BC3-0357	0.13955022464502145	0.03904809635781673	0.5745458053104738	0.08207817276985369	0	0.10059767387064436	0	0.06418002704619002
IMMU-BC3-0361	0.2325097981785187	0.00237632803792724	0.600138554396681	0	0	0.08632588149841085	0.05635406277090416	0.02229537511755799
IMMU-BC3-0376	0.02358134507952724	0.01007778360004002	0.8362677963325267	0	0	0.05074011477331603	0.03093254849211461	0.04840041172247525
IMMU-BC3-0381	0	0	0.24519149635603416	0	0	0.13770896282918402	0.1689744662067759	0.44812507460800594
IMMU-BC3-0382	0.18940272355081	0.02831370406587687	0.5681727861580158	0	0	0.15113442189542323	0	0.06297636432987401
IMMU-BC3-0389	0.06874219543548318	0	0.7219331671654275	0.04609042946007189	0	0.13603924997494418	0	0.02719495796407333
IMMU-BC3-0390	0	0.01052043291742795	0.7231982365254684	0.09788325742292804	0	0.0868612396673243	0	0.08153683346685126
IMMU-BC3-0393	0.00798437663485032	0.02361773266241622	0.791562653363053	0	0	0.07400520302231015	0.07076996354183268	0.03206007077553779
IMMU-BC3-0412	0.10730705480219384	0	0.6329921074406333	0	0.01922579911778442	0.11048496176695724	0.10678230844315412	0.02320776842927699
IMMU-BC3-0413	0.2908248323034849	0	0.33418438866614336	0	0.00423353609798439	0.10520007727307648	0.2655571656593107	0
IMMU-BC3-0415	0.23049395173946	0.01671408666439175	0.5292381596684606	0	0	0.01029696912119226	0.21325683280649527	0
IMMU-BC3-0421	0	0.18348519489323725	0.16814935089677122	0	0.05319545234738456	0.04696421921916734	0.4552688034189348	0.09293697922450476
IMMU-BC3-0423	0	0.02063985751212682	0.7731097917817421	0	0.00658814968797098	0.03228834044998978	0.02106940322035352	0.14630445734781689
IMMU-BC3-0428	0.2625764250536822	0.03151694480075337	0.519302585586551	0	0	0.07958166780309855	0.07019988361186803	0.03682249314404681
IMMU-BC3-0428	0.03485175490342361	0.0148712557042915	0.9050446388416142	0	0	0.01972060264200328	0.0240615067207605	0.001450241187907
IMMU-BC3-0431	0.06970755022175945	0	0.6775686089423776	0	0	0.10636696891374518	0.09751265709059816	0.04884421483151963
IMMU-BC3-0537	0.27981127494551356	0	0.6150111224263254	0	0.02169664741513125	0.06165698623250483	0.00551657699338585	0.01630739198713912
IMMU-BC3-0542	0.01586072795631538	0.03786726892343403	0.7880239504533535	0	0	0.10250900801074196	0.05355013058026739	0.00218891407588775
IMMU-BC3-0543	0.23266847026925944	0	0.5050202014320072	0.08212991417512845	0	0.16709145465398645	0	0.01308995946961854
IMMU-BC3-0545	0	0	0.8491838377181788	0	0	0.12145133287386745	0.0147887830708487	0.01457604633710484
IMMU-BC3-0547	0.00707071573547554	0.07138629317575959	0.7716355103995264	0.03015102149174755	0	0.00325172750367029	0	0.11650473169382072
IMMU-BC3-0759	0.0937977172459562	0.00633665625406436	0.6091550096110002	0	0	0.20857392054939708	0	0.08213669633958226
IMMU-BC3-0760	0	0	0.749229335436205	0.04462279763766786	0	0.0737478320687465	0.0120254025736835	0.1203746322836972
IMMU-BC3-0761	0	0	0.7689469961455576	0.10870723960535934	0	0.05503647102457714	0	0.06730929322450589
IMMU-BC3-0774	0	0.06144943282918722	0.37149356593723737	0	0.02504538753445779	0.05060170975984082	0.37637825497753985	0.11503164896173704
IMMU-BC3-0787	0.15702727577592202	0	0.7637492498280292	0	0.01950763883099256	0.03066353024540039	0.02905230531965589	0
IMMU-BC3-0788	0.03933901855376608	0	0.7224456715215629	0	0	0.10485444717675112	0.10034504901533156	0.03301581373258828
IMMU-BC3-0791	0.16075552561494608	0.00757819525502899	0.6700627915430243	0.03322232687559573	0	0.08622108958304993	0	0.0421600711283549
IMMU-BC3-0796	0.01342813800745395	0.01248300760557888	0.9175780402487774	0.02752745911975739	0	0.02773751100755971	0	0.00124584401087261
IMMU-BC3-0799	0.27813434681184673	0.00368505578191881	0.5810584559267472	0	0	0.12761208154330408	0	0.00951005993618319
IMMU-BC3-0800	0.06789599708509828	0.01095959873220042	0.7659620227813014	0	0	0.06652352569142636	0.05797660028936154	0.03068225542061188
IMMU-BC3-0807	0.04658735933012674	0.01347694430661514	0.7725027397089484	0.05025439015851812	0	0.08920798497696503	0	0.02797058151882647
IMMU-BC3-0811	0.01870135700177041	0.0017199309529815	0.8296809153254824	0	0.0103223413858011	0.09500036803720524	0.04457508729675951	0
IMMU-BC3-0817	0.13697658568989834	0	0.5641003835083602	0	3.0400974501126e-4	0.1306926395762172	0.1136195182743247	0.05430686320618817
IMMU-BC3-0817	0	8.8901989313336e-4	0.7344618194543217	0	0	0.13690066418906008	0.12774849646348516	0
IMMU-BC3-0818	0.04814272462197263	0.01432592347670964	0.6364551721388987	0.1723011662708474	0	0.05279781746324416	0	0.07597719602832748
IMMU-BC3-0818	0.02019879484885655	0	0.6787578798018448	0.15965096205727894	0	0.07287594406463183	0	0.06851641922738798
IMMU-BC3-0819	0	0	0.8486334792515038	0.09300173555519936	0	0.05836478519329674	0	0
IMMU-BC3-0819	0	0	0.7554065290450858	0.120827786269408	0	0.05460807649163887	0	0.06915760819386722
IMMU-BC3-0820	0.02610373191508426	0.01747279928707077	0.8839959526917622	0	0	0.04207823596463062	0.01583491593067583	0.01451436421077622
IMMU-BC3-0821	0.04964474235355282	0	0.7779356314638213	0.01879280917982126	0	0.11022373647934888	0	0.04340308052345578
IMMU-BC3-0825	0.23925370829717232	0.00308901263042575	0.7007380113340077	0	0	0.05691926773839408	0	0
IMMU-BC3-0825	0.18272025765115263	0.0220279934393675	0.7427805809993273	0	0	0.04703601242245765	0.00543515548769494	0
IMMU-BC3-0826	0.14062890551418522	0.01079909382524708	0.7195515954422071	0	0.01085170482221603	0.1181687003961446	0	0
IMMU-BC3-0828	0.0577724431284356	0	0.6928920757811388	0	0	0.131461758759399	0.04259927739187717	0.07527444493914938
IMMU-BC3-0830	0.03470262408650398	0.01611551870263986	0.71133530322959	0	0	0.10463083378463994	0.016272927890915	0.11694279230571128
IMMU-BC3-0833	0.12563024615619908	0.01566915737062368	0.7363129383951479	0	0	0.03165391971384737	0.04258562438955336	0.04814811397462865
IMMU-BC3-0835	0.08461318853374239	0	0.8782720768029091	0	0	0.03711473466334842	0	0
IMMU-BC3-0836	0	0	0.5763990605223859	0	0	0.19088492214357633	0.22782318725197567	0.0048928300820621
IMMU-BC3-0837	0.18897552093645495	0	0.5350581483615591	0	0	0.11335495457076387	0.15882314607967227	0.00378823005154981
IMMU-BC3-0838	0.04599649178081093	0	0.3744087384116124	0.03310928659447163	0	0.22745813132820936	0.24175402124928017	0.07727333063561563
IMMU-BC3-0839	0.01072265533410304	0.00491968254586117	0.6623934833913128	0.09998380581466942	0	0.12891339404555138	0	0.09306697886850222
IMMU-BC3-0846	4.5957534022319e-4	0.01332931507727205	0.7227764636652597	0	0	0.08738042658248286	0.15201896296756923	0.02403525636719293
IMMU-BC3-0848	0	0	0.8051124512532942	0.04527189606321282	0	0.05275765197365853	0	0.09685800070983436
IMMU-BC3-0849	0	0	0.8158204370301776	0.06560801836044064	0	0.07639601505105248	0	0.04217552955832937
IMMU-BC3-0850	0.04065426119021108	0.03962513186320885	0.6833853633064897	0	0	0.06889474329868195	0.12846931509085674	0.03897118525055166
IMMU-BC3-0851	0.04803954352262582	0.00805049724637758	0.8058093029769523	0	0.013951902341566111	0.10021417919729958	0.02393457471517857	0
IMMU-BC3-0858	0	0.00532414331333108	0.8480753194130887	0	0	0.06408072228717149	0.05006337899659778	0.03245643598981102
IMMU-BC3-0873	0.07374428002469152	0.02878943877951823	0.8508518957270753	0	0.00787150374933738	0.01152764026764646	0	0.02721524145173097
IMMU-BC3-0893	0.19179861614264945	0.02432770087805984	0.609831005936644	0.00413202211606434	0	0.07196440176469021	0	0.0979462531618924
IMMU-BC3-0903	0.3012015802793251	0.02434895747264509	0.4252599039120641	0	0	0.10034824848445582	0.12021031176326076	0.0286309980882493
IMMU-BC3-0904	0.04457208437037508	0	0.26913765911261744	0	0	0.5305386927262222	0.13900916998636484	0.0167423938044204
IMMU-BC3-0912	0	0	0.8429153612297445	0	0	0.06652818769920743	0	0.09055645107104812
IMMU-BC3-0916	0.11557701666270398	0.03085675003245125	0.6002301438537014	0	0	0.18963653783353232	0.05764927523796726	0.00605027637964366
IMMU-BC3-0923	0.01257262599625615	0.00887064097536253	0.8258476256204347	0	0	0.09802588799446184	0.00730638014849286	0.04737683926499178
IMMU-BC3-0929	0.01349579671067491	0.01561302284540703	0.7956434594560726	0.03717608658816554	0	0.06043401202865969	0	0.07763762237102034
IMMU-BC3-0935	0	0.01100225906406204	0.8157739939971309	0.08610344935896538	0	0.08712029757984183	0	0
IMMU-BC3-0937	0	0	0.8973148192969275	0	0	0.07952997823514753	0.02315520246792488	0
IMMU-BC3-0938	0.06222572255358746	0	0.8134347751145227	0.02423158223095836	0	0.05097671306100083	0	0.04913120703993064
IMMU-BC3-0944	0	0	0.8515379058110412	0	0	0.1265492128296556	0	0.02191288135930322
IMMU-BC3-1001	0.13510994255756098	0	0.6316426273933529	0	0	0.06095662804317952	0.1722908020059066	0
IMMU-BC3-1033	0.00703757895178385	0.00455872204169948	0.6606960740077181	0	0	0.06142863106906826	0.20366791387939684	0.0626110800503335
IMMU-BC3-1063	0.05722012576876448	0	0.7249405928204794	0	0	0.1369466837242332	0.08089259768652297	0
